@relation 'AT: dr-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Standardize_principal components_clustered-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,9,8'

@attribute Instance_number numeric
@attribute -0.393MA_Detection_4-0.391MA_Detection_3-0.391MA_Detection_5-0.385MA_Detection_2-0.38MA_Detection_1... numeric
@attribute -0.42MA_Detection_Exudates_4-0.395MA_Detection_Exudates_6-0.387MA_Detection_Exudates_5-0.377MA_Detection_Exudates_7-0.336MA_Detection_Exudates_8... numeric
@attribute 0.454MA_Detection_Exudates_2+0.419MA_Detection_Exudates_3+0.415MA_Detection_Exudates_1-0.321MA_Detection_Exudates_7-0.316MA_Detection_Exudates_8... numeric
@attribute 0.709Diameter_of_Optic_Disc-0.593Distance_to_macula-0.335results_of_prescreening-0.11quality_of_assessment-0.094AM_FM_classification... numeric
@attribute 0.869quality_of_assessment-0.434results_of_prescreening-0.175AM_FM_classification-0.142Diameter_of_Optic_Disc-0.06Distance_to_macula... numeric
@attribute '0.79 results_of_prescreening-0.482Distance_to_macula+0.334quality_of_assessment-0.124AM_FM_classification-0.065MA_Detection_Exudates_3...' numeric
@attribute Cluster {cluster0,cluster1}
@attribute Class {0,1}

@data
619,0.786207,1.096771,-1.038772,1.640573,-0.520355,0.720633,cluster0,1
620,2.335602,0.024696,0.368404,1.48918,-0.393834,0.723695,cluster0,1
621,-2.341742,1.046096,-0.225259,-0.199764,-0.110792,0.046332,cluster0,1
622,-1.234415,0.077158,1.024788,0.665065,0.010774,0.589533,cluster1,0
623,2.873806,-0.715901,0.917545,-0.782175,-0.090143,0.128582,cluster1,0
624,2.670592,-1.045005,1.122249,0.325391,0.369051,1.077049,cluster1,0
625,2.254359,1.127781,-1.059963,-0.92262,0.210607,0.289502,cluster0,1
626,2.214116,0.62415,-0.600637,0.643308,-0.151449,0.998908,cluster1,0
627,-3.043016,-0.452183,1.425583,0.13467,0.011372,0.357593,cluster0,1
628,2.448003,-2.74487,2.539992,0.742751,-0.189607,0.438408,cluster0,1
629,0.961381,1.229958,-0.993989,-0.341117,-0.446525,-0.173335,cluster0,1
630,2.341702,-0.328885,-0.517272,2.450989,1.734357,-1.669237,cluster0,1
631,3.306599,-5.59165,6.475343,0.619872,-0.163238,-0.149133,cluster0,1
632,2.761084,0.820767,-0.827742,-0.133631,-0.215572,0.40412,cluster1,0
633,3.031749,0.944127,-1.054309,-0.831618,-0.272663,-0.12362,cluster0,1
634,3.604556,-0.57576,1.281942,-1.407526,-0.243302,-0.601816,cluster1,0
635,0.419395,1.219411,-1.022764,0.140244,0.093385,0.673204,cluster1,0
636,-0.03631,1.175371,-0.897078,0.050854,0.118175,0.710511,cluster1,0
637,-1.364204,0.69048,-1.16517,0.797265,1.713181,-2.340102,cluster0,1
638,2.62231,1.062451,-1.099953,-0.195722,0.154878,0.509186,cluster1,0
639,0.653626,-2.135365,3.356098,-0.838234,-0.14639,-0.206066,cluster0,1
640,1.845695,0.776959,-0.38949,-1.502862,0.226274,-0.033761,cluster1,0
641,2.621505,-0.182358,0.492503,0.888712,0.210732,1.051558,cluster1,0
642,2.740122,1.160869,-1.253702,-0.733475,0.215942,0.384734,cluster1,0
643,-1.797811,-0.00526,0.750414,-0.070868,0.218444,0.811754,cluster1,0
644,-1.614724,-0.426705,0.487361,1.252601,-0.037818,0.816013,cluster1,0
645,0.498831,-3.558014,-0.311572,-0.218309,-0.41219,-0.292234,cluster0,1
646,0.070093,0.033338,0.961141,-1.012053,0.140274,-0.050827,cluster0,1
647,2.224614,0.145827,-0.078783,0.058565,-0.280595,0.275483,cluster1,0
648,-5.785503,0.690595,1.170537,-0.829596,-0.170393,-0.373495,cluster0,1
649,-4.398504,0.739968,0.233873,-0.500609,-0.108163,-0.04433,cluster0,1
650,-3.39487,1.181731,-0.169493,-0.274838,-0.208279,-0.182088,cluster0,1
651,-1.72591,0.777975,-0.488158,1.261007,-0.158868,0.691898,cluster0,1
652,2.24476,-1.154962,1.987079,-1.173619,-0.281172,-0.625943,cluster0,1
653,0.513591,1.088368,-0.942266,0.667364,0.036817,0.814859,cluster0,1
654,-3.486882,0.932173,0.018453,-0.011995,0.172264,0.962056,cluster1,0
655,-1.860292,-1.217235,0.725674,-0.022017,0.006214,0.16911,cluster1,0
656,1.658544,-0.664006,1.416237,0.416993,-0.213104,0.586029,cluster0,1
657,0.376733,1.257295,-1.02308,-0.686547,0.140026,0.346556,cluster1,0
658,-0.065799,0.742031,-0.412222,0.600683,0.121317,0.978521,cluster0,1
659,-1.939245,1.234663,-0.502408,-0.990868,0.003568,-0.070348,cluster1,0
660,-2.221778,-1.616673,0.614415,-0.761891,-0.42689,-0.414497,cluster0,1
661,2.878987,0.148555,0.58473,-1.829245,0.143479,-0.537286,cluster1,0
662,2.157698,-0.61839,1.275279,0.141331,0.280516,0.811206,cluster0,1
663,2.392179,0.380515,-0.798104,3.40243,1.104689,-1.95231,cluster0,1
664,2.771839,1.761646,-2.033973,-0.359511,-0.121842,-0.215603,cluster1,0
665,3.446418,-0.715244,1.551946,-1.535072,-0.115111,-0.454613,cluster1,0
666,2.548275,1.246787,-1.260523,-1.086438,-0.253045,-0.130861,cluster1,0
667,0.83605,1.103805,-1.170374,1.195059,1.348646,-2.331063,cluster1,0
668,-1.884047,0.82853,-0.117869,0.205688,-0.225893,0.816313,cluster0,1
669,-3.837094,-0.930276,0.7767,-0.105044,-0.021249,0.199511,cluster0,1
670,2.217123,-2.787559,3.012974,0.651147,-0.225428,0.338016,cluster0,1
671,-2.038435,1.013778,-0.068075,-1.559526,-0.258109,-0.22717,cluster0,1
672,2.644725,1.246938,-1.312777,-0.66453,0.195805,0.409954,cluster1,0
673,2.730613,-8.953738,9.55048,0.836742,-0.099496,-0.29812,cluster1,0
674,2.754363,1.169078,-1.315779,0.125587,0.219628,0.921336,cluster0,1
675,2.517948,0.009403,0.235518,-0.098658,-0.150982,0.466392,cluster0,1
676,2.347721,1.248281,-1.193568,-1.74687,0.173208,-0.252995,cluster1,0
677,-2.004963,0.421166,0.455995,0.91276,-0.178718,0.35104,cluster1,0
678,1.338913,-1.54506,0.064164,-0.447592,-0.398478,-0.297352,cluster0,1
679,3.26874,0.893367,-0.784789,-1.01796,-0.203085,-0.040511,cluster0,1
680,-3.894543,1.024814,-0.027507,-1.034285,-0.018905,-0.0758,cluster0,1
681,-1.442925,-0.08741,0.810368,-1.463602,-0.095798,-0.84834,cluster1,0
682,-0.166147,-4.756062,-1.84346,0.521149,-0.095894,0.00281,cluster0,1
683,2.230278,-0.132301,-1.673284,-0.534663,0.310817,0.718906,cluster0,1
684,-2.03728,1.073968,-0.439595,1.552674,-0.244295,0.648744,cluster0,1
685,1.969512,0.843992,-0.575067,-0.501744,0.074905,0.102207,cluster1,0
686,0.51286,-1.730084,1.284983,-1.41105,0.079792,-0.620217,cluster0,1
687,-3.190646,0.017013,0.814332,1.603666,-0.162808,0.783833,cluster0,1
688,-1.625299,1.03926,-0.348653,0.19973,-0.072651,0.32795,cluster1,0
689,1.376383,0.565065,-0.232794,0.128216,-0.264002,0.462771,cluster0,1
690,1.453161,0.569611,-1.270876,-0.537594,0.201782,0.507112,cluster0,1
691,-0.723552,-2.323508,2.666014,-0.312989,0.057005,-0.18476,cluster1,0
692,-0.089662,-0.510925,1.188278,0.754723,-0.321928,0.590554,cluster0,1
693,1.075804,-1.083557,1.269736,-0.595377,-0.370954,-0.437126,cluster1,0
694,0.438849,1.843454,-2.65415,1.996533,-14.83407,-5.415656,cluster1,0
695,2.449858,0.727669,-0.687465,-0.150785,0.400583,1.152926,cluster1,0
696,2.043556,-0.130936,0.688011,0.750393,-0.417107,0.184658,cluster0,1
697,-0.625854,-2.674316,1.364653,-0.938373,-0.089748,-0.790157,cluster0,1
698,2.554742,0.209723,-0.185031,-0.25611,-0.200733,0.345718,cluster1,0
699,2.81995,-1.783348,2.226171,1.219194,0.021684,0.528308,cluster0,1
700,1.435076,0.512915,-0.04519,-0.717007,-0.403986,-0.406122,cluster0,1
701,1.389958,-0.336937,0.706346,1.802696,1.451516,-2.027699,cluster1,0
702,-0.968243,1.136563,-1.091862,2.997728,1.461913,-1.828569,cluster0,1
703,-0.837484,1.269134,-1.044168,1.823966,1.489596,-2.404758,cluster0,1
704,-2.527359,0.434649,0.407637,-0.331632,0.034663,0.280714,cluster0,1
705,-1.586409,-0.004249,0.84323,1.418827,-0.064311,0.839298,cluster1,0
706,-3.026997,-1.373382,0.220024,1.533822,-0.411654,-0.016152,cluster0,1
707,1.474841,1.111586,-1.03536,-0.433983,0.14149,0.416532,cluster0,1
708,-0.427393,1.262045,-0.929949,-0.9582,0.263466,0.582164,cluster0,1
709,3.15586,-0.032539,0.333661,0.316791,-0.216595,0.47755,cluster1,0
710,0.33567,1.41992,-1.308305,0.829706,-0.151425,0.436286,cluster0,1
711,1.55857,1.186301,-1.220806,1.543989,-0.499115,0.693177,cluster1,0
712,2.870608,0.798938,-0.809358,-0.886352,0.156254,0.092667,cluster1,0
713,-2.771544,0.689696,0.280924,-0.366818,0.253232,0.893825,cluster0,1
714,0.149502,1.272067,-0.921341,-0.944752,0.060677,0.008444,cluster1,0
715,1.553047,-1.76124,1.805274,1.066067,-0.358004,0.437608,cluster0,1
716,-0.818895,-0.062588,0.70039,1.067142,-0.024906,0.714587,cluster1,0
717,-0.65942,-3.208583,1.340723,-0.111088,-0.295227,-0.05677,cluster1,0
718,2.295769,0.727331,-0.546133,-0.764568,0.291457,0.535781,cluster1,0
719,-0.067201,0.226034,0.374551,0.260861,0.090892,0.569562,cluster1,0
720,-0.81121,1.196441,-0.71034,-1.092697,0.135634,0.166062,cluster0,1
721,-1.630319,1.259082,-0.54959,-1.061209,0.006225,-0.120599,cluster0,1
722,2.27371,1.367635,-1.476082,-1.185034,0.23909,0.269124,cluster1,0
723,2.641408,-0.931112,1.641687,-0.784997,0.119366,-0.22751,cluster0,1
724,-0.779147,1.024942,-0.509395,-0.607329,0.081134,0.251832,cluster1,0
725,2.387926,1.555183,-1.837966,-0.415977,0.117067,0.390969,cluster0,1
726,2.961317,-1.898599,3.118286,-0.549218,-0.195994,-0.317081,cluster1,0
727,1.339464,1.74965,-1.972343,0.911015,1.471236,-2.990542,cluster0,1
728,3.000996,-0.276401,0.87125,-1.678316,-0.034692,-0.11963,cluster0,1
729,-4.074981,0.240514,0.855864,-0.874908,-0.077679,-0.269248,cluster0,1
730,-4.627663,-0.678994,-0.591082,0.445447,-0.074696,0.650062,cluster0,1
731,-0.440042,1.235006,-0.908597,0.046805,0.043416,0.534447,cluster0,1
732,-2.297616,0.739076,0.054465,1.13173,-0.066047,0.858193,cluster1,0
733,1.460918,0.952912,-0.707904,-1.265216,-0.140997,0.065569,cluster0,1
734,-1.956066,-1.278884,2.273096,0.128093,-0.315327,0.204979,cluster0,1
735,-1.254348,0.739782,0.085937,0.098976,-0.015426,0.334922,cluster1,0
736,-5.203567,0.662623,0.801928,-0.354383,-0.081871,0.115782,cluster1,0
737,-1.191981,0.841437,-0.145511,0.131165,-0.167533,-0.020381,cluster1,0
738,3.237077,-0.513221,0.5791,-2.170599,-0.203174,-0.813572,cluster0,1
739,2.065611,0.039668,0.131788,0.027844,1.497931,-2.822891,cluster1,0
740,-1.244256,1.088956,-0.500794,-0.161026,0.011822,0.343486,cluster0,1
741,2.423818,0.412904,-0.417996,1.265884,1.206138,-2.897915,cluster1,0
742,0.547466,1.363826,-1.461891,2.100897,-0.148227,1.140512,cluster0,1
743,3.41638,0.886294,-1.109211,1.582944,-0.32391,1.068818,cluster1,0
744,2.458603,-0.167375,0.717408,1.044061,0.187499,1.031361,cluster1,0
745,2.305751,0.301161,-0.180223,1.391167,0.178158,1.324877,cluster0,1
746,-2.210739,0.908832,0.005938,-1.074665,0.016042,-0.138774,cluster1,0
747,-0.761166,1.03822,-0.587831,0.760421,-0.064642,0.62135,cluster1,0
748,2.572385,0.547477,-0.201312,0.897185,-0.0138,0.642037,cluster0,1
749,1.817923,1.2274,-1.332046,0.751972,-0.367339,0.609723,cluster1,0
750,2.06109,0.87275,-0.644715,-1.576483,0.232398,-0.050335,cluster0,1
751,-2.968565,0.936155,0.152022,-0.735563,-0.003458,0.038222,cluster1,0
752,-2.014137,0.515842,0.689815,-0.579617,-0.107405,-0.292623,cluster1,0
753,-0.032445,1.159101,-0.861434,0.042231,0.076648,0.585901,cluster0,1
754,3.183106,1.103556,-1.388892,-0.060113,-0.075149,0.881588,cluster1,0
755,-0.87602,1.345607,-0.790737,-0.988662,-0.055953,-0.274807,cluster1,0
756,-0.799089,1.165954,-0.785491,0.868463,-0.109119,0.583455,cluster1,0
757,-3.326836,0.792745,0.475296,-1.319267,-0.015203,-0.327015,cluster0,1
758,1.640588,0.581739,-0.737474,-2.074457,-0.237726,-0.652469,cluster1,0
759,-0.191335,0.429091,0.45031,-1.219528,-0.269221,-0.276079,cluster0,1
760,-1.761759,0.176997,0.625299,0.707161,0.154514,1.078943,cluster1,0
761,-1.514027,1.179333,-0.740258,1.132452,-0.093587,0.822445,cluster1,0
762,-3.446063,0.945958,-0.093166,1.546636,-0.190186,0.844997,cluster0,1
763,-0.276687,0.814918,-0.448187,-0.002396,0.305698,1.142203,cluster0,1
764,1.191825,-2.844857,3.694482,0.631042,-0.075583,-0.144553,cluster0,1
765,0.191639,1.534762,-1.339606,0.299482,-0.189767,0.061337,cluster1,0
766,-2.337961,1.175528,-0.465303,0.721273,1.494228,-2.955181,cluster1,0
767,-2.164542,1.251933,-0.519248,-0.709834,-0.033649,-0.004144,cluster1,0
768,-1.629054,1.007979,-0.158027,-0.643466,-0.095333,-0.2179,cluster0,1
769,2.778724,1.543437,-2.020614,0.988195,0.034177,0.930737,cluster1,0
770,2.017647,0.933158,-0.554706,-1.794091,-0.268475,-0.615433,cluster0,1
771,3.102958,-2.062695,2.20081,0.177471,-0.317735,-0.160688,cluster1,0
772,2.324693,1.010617,-0.904017,-1.035097,-0.199808,0.014093,cluster0,1
773,-3.301342,1.281673,-0.228357,-1.121667,-0.032509,-0.169346,cluster0,1
774,1.565137,0.075069,0.541611,-2.21882,-0.074068,-0.452991,cluster0,1
775,1.053402,-2.988658,-2.409984,-1.461985,0.210186,-0.101632,cluster0,1
776,1.006913,0.67679,-0.471967,-0.386641,-0.368494,-0.074135,cluster1,0
777,-2.915302,1.069359,-0.237856,0.613579,-0.069028,0.64517,cluster1,0
778,2.313997,0.892414,-0.638096,-1.988413,-0.121188,-0.328321,cluster1,0
779,-1.070589,-2.956719,3.014612,-0.453407,-0.46938,-0.762903,cluster0,1
780,-3.679092,1.031142,0.021875,-0.345087,-0.182029,-0.162137,cluster0,1
781,2.18674,-1.40274,2.371269,-0.569577,0.211523,0.206302,cluster0,1
782,-1.344284,0.890947,-0.617373,-0.877028,0.058216,0.095831,cluster0,1
783,-1.789089,0.713929,-0.112701,-1.022573,-0.045254,-0.307941,cluster1,0
784,-1.353812,0.864214,-0.090429,-0.987181,0.174136,0.288722,cluster0,1
785,-1.370991,0.802923,0.039179,-0.374889,-0.104422,-0.148487,cluster1,0
786,-0.54043,-0.639025,0.176411,-0.781562,0.059827,-0.106865,cluster0,1
787,3.697422,-0.788938,1.239864,0.023704,-0.161134,0.369992,cluster1,0
788,-4.448683,0.799996,0.395229,-1.218008,-0.051406,-0.287086,cluster0,1
789,1.923751,1.167175,-0.90857,-2.385397,0.28127,-0.315722,cluster0,1
790,3.777274,-9.244612,8.034934,0.384899,-0.101265,-0.464686,cluster1,0
791,1.996513,0.288602,-0.897134,-0.806555,0.20726,0.267044,cluster1,0
792,-1.891539,0.467634,0.363034,0.311244,0.09149,0.746484,cluster1,0
793,-1.045339,-0.75555,2.34646,0.711706,0.014624,0.421263,cluster0,1
794,1.621726,0.077649,0.519252,-0.424319,-0.151047,0.323621,cluster1,0
795,0.068886,0.548252,-0.213214,1.466152,0.011157,1.097384,cluster1,0
796,-4.305919,-0.872261,1.12358,2.084189,-0.162946,1.029406,cluster1,0
797,-1.726378,-0.270696,1.0083,-0.771423,-0.043094,-0.331976,cluster1,0
798,3.313405,-1.856777,3.201966,-0.357017,-0.196328,-0.24619,cluster0,1
799,-3.334919,-0.128506,0.539575,0.096242,-0.035182,0.332105,cluster0,1
800,-5.124801,-3.137234,-1.707787,0.656361,-0.316615,0.142674,cluster0,1
801,2.904079,0.852213,-0.696089,0.046537,-0.511971,-0.31197,cluster1,0
802,1.333605,0.47102,-1.676334,-0.032603,0.12041,0.618142,cluster0,1
803,3.209346,-0.149201,0.549324,-0.72196,0.143814,-0.063997,cluster1,0
804,-4.291736,0.947159,0.00695,2.073552,-0.360198,0.73082,cluster0,1
805,-0.815509,1.235893,-0.849145,-0.011973,0.030733,0.49253,cluster0,1
806,2.019629,-1.448451,2.665079,1.332272,-0.614475,-0.278814,cluster0,1
807,4.252303,-1.9497,3.083863,0.123888,-0.163978,0.140365,cluster0,1
808,1.888312,-2.162231,3.589779,-0.504321,-0.42431,-0.818324,cluster0,1
809,-5.091998,0.516782,0.947905,-1.4365,-0.050578,-0.417637,cluster0,1
810,2.343823,0.092164,0.178978,1.025004,0.129511,0.96686,cluster0,1
811,-1.266768,-0.006029,0.636523,1.058774,0.128694,1.159867,cluster0,1
812,-2.778446,0.922454,-0.013904,0.072652,-0.121544,0.165249,cluster1,0
813,2.140892,-0.305271,0.939289,-0.763643,-0.113044,0.142307,cluster1,0
814,-1.059989,-4.288704,-1.117042,1.560313,-0.46802,0.648037,cluster0,1
815,-3.098224,0.716019,-0.575981,0.901348,1.602937,-2.51825,cluster0,1
816,1.608284,0.554706,-0.390925,1.75368,1.271481,-2.390084,cluster0,1
817,3.21946,1.023243,-1.144629,-0.971095,-0.124786,0.204579,cluster1,0
818,2.800973,0.763256,-0.551517,-1.761103,-0.068978,-0.128207,cluster1,0
819,3.763334,0.485627,-0.21023,0.314643,-0.295253,0.396188,cluster1,0
820,1.399598,-0.148271,0.587768,0.063707,0.256167,0.834424,cluster0,1
821,-0.84285,0.390144,0.449535,-0.606814,0.065837,0.077113,cluster1,0
822,2.139178,0.094861,0.127585,0.110945,0.27716,0.904279,cluster1,0
823,-3.439924,0.944565,0.33003,-1.202843,0.048663,-0.062222,cluster1,0
824,-3.901563,0.920681,0.004011,-0.084657,0.047959,0.617569,cluster0,1
825,1.894176,0.740441,-0.368328,-1.038779,-0.256215,-0.199556,cluster1,0
826,-0.509164,1.326677,-0.868071,-1.021176,0.07835,0.051752,cluster0,1
827,0.84868,-5.217007,-2.787507,-1.006202,-0.133165,0.294135,cluster0,1
828,2.686397,0.9982,-1.123504,1.034779,0.125978,1.121418,cluster1,0
829,2.356227,-0.628038,0.773289,2.826752,1.563735,-2.148336,cluster1,0
830,-5.896539,0.847641,0.838112,-1.229606,-0.191457,-0.609025,cluster1,0
831,-1.7967,0.977855,-0.306354,-0.541113,0.202464,0.668531,cluster1,0
832,1.133503,-2.660584,2.926866,-0.842661,-0.464567,-1.119531,cluster0,1
833,0.803937,1.190457,-0.924411,-0.489387,-0.024547,-0.030812,cluster0,1
834,-3.667982,0.467744,0.655679,-0.608393,-0.144405,-0.290237,cluster0,1
835,1.443687,-0.527257,1.019224,0.223712,0.057117,0.279567,cluster0,1
836,-0.96047,1.216752,-0.754098,-0.828064,0.161028,0.393643,cluster1,0
837,0.909773,0.519289,-0.188966,-0.176849,-0.133588,0.642408,cluster1,0
838,1.070264,1.143141,-1.036853,0.470684,-0.353292,0.513289,cluster1,0
839,-0.524272,1.316632,-0.937348,0.514373,-0.13665,0.32113,cluster1,0
840,2.495973,1.172491,-1.418169,-0.254227,-0.114571,0.703354,cluster0,1
841,1.589065,-2.523505,3.761202,1.386291,-0.242743,-0.234525,cluster0,1
842,1.813194,-0.278665,0.608424,0.465496,-0.129726,0.863855,cluster1,0
843,2.44697,1.208724,-1.394063,0.203882,0.064395,0.530535,cluster1,0
844,-0.593605,1.057102,-0.634799,0.246197,-0.064142,0.335326,cluster1,0
845,2.83109,-0.690688,1.406031,0.105098,-0.023161,0.904196,cluster0,1
846,1.297411,-1.259714,2.116709,-0.799635,-0.127938,-0.024736,cluster0,1
847,-2.305444,0.970128,-0.312828,1.964335,-0.253053,0.854782,cluster1,0
848,-2.697081,0.417108,0.536086,-0.51973,0.09319,0.331864,cluster1,0
849,-3.260197,0.985776,-0.266455,0.600942,-0.133541,0.484747,cluster0,1
850,-5.505956,0.306612,0.939067,-0.20625,-0.276109,-0.342119,cluster0,1
851,2.655638,0.379838,-0.146372,-1.458555,0.371691,0.329521,cluster1,0
852,2.039034,-0.716282,0.581367,-0.614163,-0.183531,0.08575,cluster1,0
853,-0.778788,1.41608,-0.868223,-1.116383,-0.044242,-0.305104,cluster1,0
854,-3.696756,0.475935,0.818649,-0.818291,-0.020999,-0.088137,cluster0,1
855,3.576728,0.409342,-0.533209,0.357318,1.455703,-2.751225,cluster0,1
856,0.941598,0.924974,-0.746002,0.443415,1.769752,-2.584446,cluster0,1
857,1.020181,-4.017413,-2.840544,0.355942,0.231342,0.981668,cluster0,1
858,1.800713,0.11426,0.235165,2.149716,1.495988,-2.534779,cluster0,1
859,-3.412023,-0.314629,1.790994,-0.191585,-0.05572,0.008934,cluster0,1
860,2.391099,1.274781,-1.388148,0.719704,-0.053234,0.499727,cluster0,1
861,-1.625927,0.77573,-0.057623,0.379795,-0.059467,0.419012,cluster1,0
862,1.841866,-0.53127,1.638831,-1.644263,-0.257541,-0.771925,cluster1,0
863,1.881563,0.299689,-0.286765,3.028915,1.645683,-1.644761,cluster0,1
864,-0.505631,1.279913,-1.079389,0.670434,0.050791,0.923652,cluster0,1
865,-2.264252,-1.437181,-1.945087,0.294728,1.734786,-2.51115,cluster0,1
866,3.767887,-0.25445,0.860389,0.110047,0.334369,0.952211,cluster1,0
867,2.984074,0.570223,-0.559507,0.812688,-0.259489,0.746812,cluster1,0
868,1.211492,-2.737926,4.527868,-0.147134,-0.216616,-0.220004,cluster0,1
869,-2.37697,1.114221,-0.319301,-0.598168,0.048009,0.267845,cluster0,1
870,1.333084,-1.0152,2.2306,-1.541109,-0.198256,-0.620815,cluster1,0
871,0.607459,-2.611235,-3.791717,0.406537,1.581259,-2.961805,cluster0,1
872,-3.021406,0.840779,-0.437622,3.509558,1.53591,-1.285485,cluster1,0
873,3.580353,-0.057054,0.368909,-0.87372,0.11608,0.695934,cluster1,0
874,1.968689,-0.199711,0.438327,0.987967,0.114875,0.889057,cluster1,0
875,-0.448488,1.307355,-1.179633,1.759579,1.613058,-2.118859,cluster1,0
876,1.452476,0.448372,-0.079043,-0.595396,-0.117037,0.418737,cluster1,0
877,2.892164,0.633168,-0.66546,1.708684,-0.324208,1.147107,cluster0,1
878,1.165196,-0.770047,1.834572,-0.179334,-0.319122,-0.102014,cluster0,1
879,1.408303,-0.56516,1.294142,0.454962,-0.404371,0.018461,cluster0,1
880,-4.479885,0.719015,0.256495,-0.904762,-0.130874,-0.297528,cluster0,1
881,-2.657206,0.8671,0.008923,0.320044,0.064408,0.788228,cluster0,1
882,2.184544,1.144406,-1.322044,0.808197,0.039748,0.799284,cluster1,0
883,-3.222457,1.289982,-0.26579,-0.656876,-0.147053,-0.224307,cluster1,0
884,-1.618216,1.230739,-0.569336,-0.816089,-0.002077,-0.005943,cluster0,1
885,-1.318129,0.931255,-0.424267,0.057583,0.225544,1.029012,cluster1,0
886,3.06684,0.848408,-0.864479,0.013071,0.184384,0.649864,cluster0,1
887,3.078694,0.723597,-0.916094,1.376041,0.165295,1.315205,cluster0,1
888,-0.958282,0.085141,1.095822,-0.126893,-0.141729,-0.285866,cluster0,1
889,1.968045,1.221009,-1.011312,-1.851743,0.167532,-0.293415,cluster0,1
890,-1.860604,0.762021,-0.026436,-0.707792,0.177367,0.475058,cluster1,0
891,2.608967,0.613237,-0.533979,1.436676,-0.35701,0.856217,cluster1,0
892,2.463254,0.848395,-1.179899,1.001424,1.970982,-1.77693,cluster0,1
893,-1.88833,-0.283286,0.409132,0.051233,-0.260737,-0.397688,cluster0,1
894,0.442082,1.331711,-1.295886,-0.158678,0.21466,0.866119,cluster0,1
895,0.589575,-2.630836,3.365212,-0.640924,0.095567,-0.356691,cluster0,1
896,3.146391,0.544358,-0.456907,-0.762254,-0.063103,0.4338,cluster0,1
897,1.778449,0.764771,-0.63373,-0.954525,-0.046845,0.450735,cluster0,1
898,3.054312,-2.01432,2.900679,-0.197797,1.270057,-3.98237,cluster0,1
899,-0.103997,1.126709,-0.6484,-0.151672,-0.016793,0.20884,cluster0,1
900,0.444653,1.551286,-2.13737,0.60488,-14.943806,-5.629412,cluster1,0
901,1.06892,0.660873,-0.64716,0.084336,0.160436,0.711426,cluster0,1
902,-2.111898,1.293129,-0.708756,0.497139,1.561589,-2.879304,cluster0,1
903,3.379564,-0.005221,0.06553,0.063416,-0.046438,0.794109,cluster1,0
904,3.655785,-0.162605,0.355674,3.376311,-0.645306,0.988115,cluster1,0
905,-0.381805,1.184585,-0.795362,0.266009,-0.000256,0.524571,cluster0,1
906,-2.993349,1.065178,-0.286559,0.713824,-0.158029,0.470917,cluster0,1
907,2.83802,1.096416,-1.005933,-1.546029,-0.184412,-0.240039,cluster0,1
908,-4.63288,0.192162,1.356141,2.249365,-0.43753,0.452621,cluster1,0
909,2.228376,0.975695,-0.763995,-2.470048,-0.048802,-0.385969,cluster1,0
910,2.826043,-0.158769,0.498243,-0.621573,-0.1168,0.29446,cluster0,1
911,-0.319642,0.69594,-0.499979,0.456732,0.094633,0.806971,cluster1,0
912,0.868164,0.453857,-0.211214,-1.564116,-0.236564,-0.382129,cluster0,1
913,-3.536578,0.739817,0.330503,-1.472258,0.328021,0.541302,cluster0,1
914,-4.671544,-0.077006,1.686029,-0.363737,0.013882,0.207054,cluster0,1
915,2.764645,-2.750214,3.819245,0.15013,0.031264,0.572986,cluster1,0
916,2.617461,-1.188261,0.507784,1.139132,0.165599,1.121141,cluster0,1
917,2.022112,1.00645,-0.858023,-1.681939,0.285541,0.055337,cluster1,0
918,-4.112802,0.906917,0.3716,-0.951242,0.034819,0.081933,cluster0,1
919,-1.236481,1.025948,-0.587006,1.194462,1.665582,-2.302873,cluster1,0
920,-1.802907,1.17224,-0.54249,0.759378,-0.157845,0.442659,cluster1,0
921,1.585961,1.244421,-1.224652,0.330884,-0.432376,0.209331,cluster0,1
922,-1.060415,-1.270835,0.204506,-0.891436,-0.026629,-0.384739,cluster1,0
923,1.482054,0.566375,-0.233069,-0.44875,-0.147415,0.427437,cluster1,0
924,0.60843,1.518687,-1.325556,-0.593599,-0.069101,-0.132566,cluster1,0
925,-1.29393,0.629092,-1.002798,1.032318,-0.082937,0.78776,cluster1,0
926,-2.404661,1.212154,-0.354259,-0.117574,-0.122594,0.080918,cluster0,1
927,2.734042,0.003557,0.483534,-0.188926,-0.235462,0.15316,cluster0,1
928,3.111649,0.34164,-0.196653,0.25379,-0.188828,0.585121,cluster1,0
929,2.487185,0.417758,-0.268289,0.173566,0.267165,0.894212,cluster0,1
930,1.728889,-2.53791,2.133126,0.068367,-0.217791,0.127301,cluster0,1
931,2.258407,0.211646,-0.060411,0.151755,-0.198866,0.541024,cluster1,0
932,-1.156487,1.160177,-0.799463,0.189608,1.565645,-3.10262,cluster0,1
933,1.985532,1.238194,-1.205838,0.39816,-0.048749,0.336883,cluster0,1
934,-5.7721,1.052028,0.299954,0.162898,1.587219,-2.845279,cluster1,0
935,3.441988,1.251819,-1.581848,0.615644,1.311016,-2.866351,cluster1,0
936,-2.522131,1.175974,-0.461957,1.058729,-0.230406,0.456327,cluster1,0
