@relation 'dr_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A20-N200-T1.0E-4_clustered-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,21'

@attribute Instance_number numeric
@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Source_16 numeric
@attribute Source_17 numeric
@attribute Source_18 numeric
@attribute Cluster {cluster0,cluster1}
@attribute Class {0,1}

@data
547,-0.00436,-0.013453,0.017638,0.029055,0.008507,0.014659,-0.025841,0.062851,0.014304,0.017488,-0.039934,0.033614,0.016661,-0.032119,0.007699,-0.014698,-0.019022,-0.039222,0.019987,cluster0,1
548,-0.001139,0.032677,-0.001829,-0.006884,0.0229,-0.007198,0.03265,0.013024,-0.03412,-0.01912,-0.014748,-0.022041,0.02761,-0.001819,0.041098,0.04058,0.021509,-0.009401,-0.00849,cluster1,0
549,0.041992,0.003152,-0.028156,0.001921,0.052926,0.042302,0.031807,0.017038,0.002861,-0.021937,0.011925,-0.001172,-0.032972,0.005983,-0.000487,-0.064018,0.010282,0.055235,0.023902,cluster0,1
550,-0.016272,-0.017159,0.020062,0.029371,-0.012929,0.019885,-0.012523,-0.015513,0.066989,-0.001606,-0.010213,0.017953,0.009952,-0.006588,0.03932,0.010738,-0.012539,0.044938,0.011237,cluster1,0
551,-0.036284,-0.050717,0.010944,0.009593,-0.028176,0.020209,-0.006864,-0.004818,0.059635,0.035162,-0.001308,0.00904,0.000895,-0.00958,0.006596,0.021125,-0.020267,-0.017512,-0.031647,cluster0,1
552,0.040179,0.012348,0.000137,0.01277,-0.025558,0.017704,0.046953,-0.023421,-0.023456,0.022015,-0.002714,0.010968,0.016069,-0.002617,0.005885,-0.01997,-0.004913,0.030639,0.016809,cluster0,1
553,0.00355,0.026005,0.018362,-0.008019,0.004424,0.015906,-0.024331,0.050757,0.022102,-0.00289,-0.004878,-0.043954,-0.007571,-0.021821,0.043593,0.00305,0.020193,-0.003444,0.096832,cluster0,1
554,0.006497,0.014899,0.001684,0.003318,0.022598,0.002584,-0.043806,0.001671,-0.041897,0.004204,0.002315,-0.020854,-0.015647,-0.012362,0.018507,-0.030881,0.001708,0.00905,-0.007665,cluster1,0
555,-0.003365,-0.005922,0.00837,-0.016571,-0.026132,0.014022,0.029202,-0.023999,0.019709,0.014204,-0.028867,-0.00614,-0.017696,-0.00024,-0.006652,0.00988,0.014341,-0.023041,0.021031,cluster1,0
556,0.01163,-0.015509,0.010967,-0.018378,-0.004126,0.034159,-0.003159,0.019398,0.023555,0.006002,-0.02204,-0.002513,-0.033944,-0.010364,-0.00652,-0.014783,-0.010183,0.018546,0.05581,cluster1,0
557,-0.029304,0.018855,-0.011233,-0.007318,0.007824,-0.039929,-0.002929,-0.001829,-0.01519,-0.003967,0.017149,-0.005706,-0.00073,-0.008635,0.004838,0.018981,-0.022279,-0.050781,-0.044257,cluster1,0
558,0.019061,0.01153,0.00639,-0.025577,0.039865,-0.013365,-0.014484,-0.011044,-0.010839,0.009329,0.012059,-0.005011,-0.009855,0.008013,0.014006,-0.002539,0.029283,-0.00249,-0.018653,cluster1,0
559,-0.018245,0.023653,-0.000932,0.018418,0.018629,-0.004282,-0.001361,0.009442,-0.013767,-0.023628,-0.018923,-0.006717,0.002317,-0.009242,0.015464,0.010307,0.018622,-0.040487,-0.020102,cluster1,0
560,0.027135,-0.095968,-0.050279,0.012501,0.004135,0.098464,0.078317,0.029405,-0.000026,0.038514,0.011622,0.014679,-0.030381,-0.006388,-0.053242,-0.064785,-0.044749,0.026995,-0.059483,cluster0,1
561,0.017143,-0.003314,0.022751,-0.021076,0.007094,-0.005393,-0.00982,-0.026274,0.001287,0.025376,-0.024892,0.00839,0.00033,0.029696,-0.010485,-0.033924,0.02091,0.030254,-0.029655,cluster0,1
562,-0.012101,-0.031495,0.01023,0.010211,-0.10188,-0.004688,0.018578,0.010274,0.049795,0.038037,0.037469,-0.009393,-0.002506,0.001659,-0.046112,-0.001932,-0.037519,-0.067003,-0.007891,cluster0,1
563,-0.016059,0.015552,0.011096,-0.006933,0.033621,-0.018822,-0.009482,0.007643,0.023685,-0.02219,0.010865,0.003345,0.004665,0.018015,0.005981,0.026495,0.013493,0.000828,-0.045469,cluster1,0
564,0.018771,0.007743,0.025743,0.035855,-0.035918,0.008953,0.023965,0.022499,-0.003827,0.009272,0.005034,0.020509,0.063158,-0.00405,0.034157,0.032361,-0.019986,0.032967,-0.000286,cluster0,1
565,-0.002724,-0.021935,0.019334,-0.007438,-0.00965,0.015418,-0.029512,0.019118,-0.019581,-0.008108,-0.013059,0.013637,-0.019485,0.000823,-0.017949,0.007868,-0.032285,0.014109,-0.021269,cluster1,0
566,0.009216,-0.013867,0.007641,-0.036547,-0.022547,0.00515,0.056154,-0.028301,0.03048,-0.013581,-0.023642,-0.027779,0.011296,0.024615,0.031558,0.030059,0.016788,0.047561,-0.002616,cluster1,0
567,0.005824,-0.010505,-0.000425,-0.032973,0.007073,-0.0101,0.008125,0.025172,-0.007383,0.000577,-0.016786,0.012661,-0.011346,-0.007397,-0.006909,-0.000017,-0.038365,-0.002657,0.003902,cluster0,1
568,0.017078,0.042949,0.006359,0.02535,0.002766,-0.016418,0.011917,-0.017329,-0.006257,-0.05841,0.005514,0.008774,0.001639,0.028474,0.004028,-0.017721,0.037409,0.010029,-0.023403,cluster0,1
569,-0.041074,-0.109768,0.075022,0.217547,0.06938,-0.255596,0.094032,0.107738,-0.061998,0.069552,-0.004334,-0.07049,-0.184526,-0.052857,-0.010829,0.041455,0.156563,0.136115,0.104075,cluster1,0
570,-0.00108,-0.022321,-0.013522,-0.019309,-0.00583,-0.010653,0.005356,0.001607,-0.006878,-0.021314,-0.02433,0.009529,-0.015845,0.012401,0.001198,-0.007421,-0.035809,0.011134,-0.015377,cluster0,1
571,-0.013022,-0.003192,0.016891,0.021812,-0.021442,0.04974,-0.05989,-0.027181,-0.094952,-0.043828,-0.0255,-0.060396,-0.038719,0.006284,0.019197,-0.00344,0.028401,0.031549,-0.041196,cluster1,0
572,0.042897,-0.027462,-0.011494,0.003935,-0.03568,-0.044603,0.020949,0.010691,-0.053643,-0.02002,0.023439,0.035552,0.097179,0.041702,-0.099268,-0.039919,-0.005423,0.000936,0.017633,cluster0,1
573,0.007673,0.02024,-0.029371,-0.015358,0.007673,-0.023758,0.033464,-0.004246,-0.008804,-0.003871,0.023388,-0.022173,-0.004065,-0.008743,0.022774,-0.022892,-0.015774,-0.005672,0.003964,cluster0,1
574,0.016874,-0.005585,0.002922,0.001218,-0.010697,0.005414,0.027168,0.010819,0.003172,-0.004775,-0.006366,0.015922,0.014897,-0.001848,0.012939,0.000492,-0.026544,0.030774,0.001788,cluster0,1
575,0.008022,-0.02582,-0.054627,0.028604,-0.147118,-0.027625,0.052405,0.082179,0.009248,0.025319,0.029585,0.052595,0.072358,0.172422,-0.0577,-0.005524,-0.005681,-0.015958,0.013044,cluster0,1
576,-0.009804,0.011931,0.031301,0.008745,-0.103341,-0.081547,-0.03672,-0.00069,0.054877,-0.01884,0.050522,-0.074268,0.040323,0.045781,0.016639,-0.022016,0.007133,-0.025445,-0.048785,cluster0,1
577,-0.037555,-0.028952,-0.004468,-0.025465,0.040529,-0.007192,-0.025796,0.000686,-0.003758,-0.030765,0.02646,-0.012823,0.042168,-0.030982,-0.035385,0.021498,0.007324,0.009065,0.041788,cluster1,0
578,-0.007836,0.026181,0.007754,0.001154,0.036406,0.005354,-0.029497,0.019276,0.009449,-0.025902,-0.004989,0.003415,-0.034274,-0.004898,-0.007517,-0.008875,0.014215,-0.013139,0.018131,cluster1,0
579,-0.005613,0.025065,-0.002386,-0.008174,0.026403,-0.019188,-0.011832,0.005468,-0.021688,-0.002401,0.004487,-0.014425,0.006437,-0.010571,0.036018,0.003316,-0.002296,-0.000691,-0.005344,cluster1,0
580,0.004703,-0.013843,0.018643,0.018704,-0.00232,0.015684,0.006441,0.042851,-0.020381,0.031472,-0.013207,0.036242,0.03368,-0.008296,-0.017016,0.017607,-0.019867,-0.023535,-0.03981,cluster1,0
581,-0.015378,-0.01637,0.019591,-0.031198,-0.032295,-0.008321,-0.013415,-0.005039,0.016885,0.028291,-0.004613,-0.008398,-0.018491,0.005807,-0.024781,0.011692,-0.018694,-0.022245,-0.008977,cluster1,0
582,0.003411,0.010036,0.005298,-0.003821,-0.023394,-0.005081,0.016455,-0.045208,-0.000149,0.008854,-0.003221,0.013284,-0.009937,0.000319,-0.002764,0.003452,-0.017182,0.014671,0.000035,cluster1,0
583,-0.01427,-0.004846,0.011555,0.045082,0.011773,0.010264,0.006292,0.016745,0.012842,-0.00661,-0.049334,0.056032,0.015247,-0.008851,-0.021629,-0.001012,0.004709,-0.052105,-0.046028,cluster1,0
584,0.019517,-0.008654,0.014601,-0.004418,0.003936,-0.014712,-0.025888,-0.011997,0.008475,0.066187,0.000937,0.01828,0.017483,-0.02169,0.014315,-0.015217,-0.022423,0.000501,-0.005154,cluster1,0
585,0.033348,-0.026297,0.008869,0.02381,-0.011417,0.031031,-0.007988,-0.057525,0.015086,0.050889,0.010277,-0.003839,-0.026276,0.061213,-0.036989,0.017436,-0.039688,0.002747,0.048487,cluster0,1
586,0.004099,0.000115,-0.001805,-0.007105,-0.019925,-0.009899,0.019003,-0.028388,0.008488,0.014276,-0.013167,-0.00029,0.003342,-0.008031,0.02204,-0.009872,-0.020466,0.012886,0.011035,cluster1,0
587,-0.008217,-0.007749,0.001987,-0.014016,-0.017092,-0.021735,0.00941,-0.008491,0.049562,-0.024138,-0.027895,0.009304,-0.026272,0.007527,-0.02075,-0.017937,-0.009424,-0.028276,-0.001245,cluster0,1
588,0.022286,-0.02008,0.009491,0.008925,-0.051918,0.04543,0.024623,0.000963,-0.006532,0.053288,0.02357,0.00754,-0.017128,-0.000215,-0.055222,-0.01645,-0.015274,-0.012555,0.004731,cluster0,1
589,0.001618,-0.058739,-0.071472,0.027299,-0.013568,0.002942,0.057602,-0.062848,0.030337,-0.018798,-0.020345,0.017803,-0.003916,0.068962,0.045266,-0.035315,-0.043046,0.03956,0.004144,cluster0,1
590,-0.024884,-0.001888,0.018188,-0.006666,0.007391,0.040051,-0.016168,-0.016633,-0.054605,-0.020083,-0.052399,-0.073086,-0.001902,0.015753,0.035347,0.032692,0.064103,0.015418,-0.05254,cluster1,0
591,0.033916,0.030002,0.004063,0.014526,-0.048326,0.018923,0.026994,-0.066836,-0.017698,0.034598,-0.022449,-0.017248,-0.008812,-0.01713,0.026819,-0.040804,0.019515,0.014778,0.080111,cluster0,1
592,0.023089,0.018076,0.026975,0.031915,-0.015296,0.020967,-0.004221,0.001359,0.026027,0.008055,-0.019344,0.029499,0.002166,-0.005135,-0.001823,-0.023674,0.01257,0.009593,0.050362,cluster1,0
593,0.017543,-0.091193,-0.088528,-0.013567,0.050358,0.036532,0.069787,0.024605,0.018857,0.033657,-0.031719,-0.06259,-0.038526,-0.002518,0.009019,-0.130622,-0.002077,-0.073533,-0.017775,cluster0,1
594,0.143295,0.008416,-0.030203,0.070589,-0.049871,-0.056469,-0.024121,-0.00226,0.103782,-0.034659,-0.049625,-0.107372,0.041734,0.073959,-0.074429,0.089122,-0.078184,-0.009427,0.052327,cluster0,1
595,0.019735,-0.084682,-0.080235,-0.005163,-0.073198,-0.011742,0.074629,0.081828,0.065074,-0.0038,0.037482,-0.077332,-0.027773,0.001183,-0.032005,-0.15758,-0.035955,-0.105753,-0.01605,cluster0,1
596,-0.002243,0.001329,0.004662,0.004559,-0.019798,0.024211,0.006109,-0.052541,0.017315,0.034418,0.000691,0.017261,-0.034776,-0.012155,-0.019141,-0.007251,-0.012724,0.006095,0.022751,cluster0,1
597,0.003648,-0.031264,0.018872,0.031787,-0.030279,0.047334,-0.038435,-0.021925,-0.000365,-0.0323,-0.052038,-0.011778,-0.032739,0.034283,-0.007839,-0.00543,0.015052,0.022684,0.00456,cluster0,1
598,-0.019492,0.026087,-0.011973,-0.000642,0.022289,-0.032736,0.010022,0.009935,-0.005943,-0.018279,0.001472,-0.004749,0.012993,-0.013117,0.030177,0.018531,-0.010601,-0.031805,-0.020136,cluster1,0
599,0.003998,-0.005497,-0.012444,-0.019992,-0.019675,-0.007124,0.028623,-0.027686,-0.00551,0.01658,-0.009158,-0.00059,-0.013687,-0.011731,0.004468,-0.011022,-0.030497,-0.000928,0.007769,cluster1,0
600,-0.009769,0.007319,0.005909,0.017249,-0.012485,0.001024,0.018149,-0.05325,0.017647,0.026268,-0.023358,0.022893,0.001851,-0.004614,-0.002699,-0.001514,0.005799,-0.01453,-0.017701,cluster1,0
601,-0.003813,0.030498,0.002302,-0.003866,0.031984,-0.007159,-0.027171,0.01132,-0.000156,-0.024367,0.000299,0.000061,-0.032298,-0.006358,-0.000769,-0.015822,0.005484,-0.010341,0.019498,cluster1,0
602,0.011012,0.00857,0.015701,0.008328,-0.014483,-0.015751,0.010379,-0.01814,0.015966,0.008389,-0.001051,0.034904,0.013605,0.008423,-0.001756,-0.004341,-0.008836,0.0051,-0.010842,cluster1,0
603,-0.001125,0.030837,-0.005151,-0.021481,0.028711,-0.017539,0.000685,0.021654,-0.011403,-0.010657,0.003848,-0.021607,0.002641,-0.016551,0.043213,0.012712,-0.007367,0.004979,0.030775,cluster1,0
604,0.022669,-0.048384,-0.008923,-0.01932,-0.041216,-0.011363,0.041283,-0.013074,-0.047257,0.00987,0.041705,0.008144,0.070779,-0.00427,-0.095109,-0.028346,-0.012806,0.000702,0.010124,cluster0,1
605,0.001637,-0.017202,0.015899,-0.01534,0.004637,0.00016,0.010738,0.007905,-0.005081,-0.003895,-0.04704,0.007712,0.016841,0.007623,0.019961,0.01388,0.015996,-0.0051,-0.027354,cluster1,0
606,-0.010739,0.025983,0.006774,-0.035372,0.032161,-0.009079,-0.015127,-0.008955,0.011801,-0.019292,0.012712,-0.006444,-0.046924,0.014794,-0.022177,0.010182,0.014435,-0.002597,0.000565,cluster1,0
607,-0.026999,-0.013015,-0.042761,-0.029486,0.027188,0.04223,0.053387,0.02963,0.018647,-0.001283,-0.01422,0.0102,-0.036165,0.026353,-0.052593,-0.004277,0.058104,-0.021028,-0.052479,cluster0,1
608,-0.002769,-0.002727,0.00333,-0.017336,0.00441,-0.01622,0.000591,0.011405,0.005996,-0.001576,-0.020458,0.024339,-0.011946,-0.007503,-0.012058,-0.003682,-0.02999,-0.017116,-0.00225,cluster1,0
609,0.01215,-0.000485,0.011224,-0.019108,-0.011764,-0.005437,-0.018136,-0.006007,-0.003362,-0.026256,-0.017091,0.007201,-0.034316,0.005717,-0.008699,-0.022878,-0.023035,0.026226,0.018454,cluster0,1
610,-0.026448,-0.026331,-0.015478,-0.023814,0.0487,-0.006469,-0.013233,-0.018017,-0.001173,-0.031728,0.035876,0.006503,0.02057,-0.020417,-0.071344,-0.008038,0.010029,0.005936,0.026783,cluster0,1
611,0.012952,0.007587,0.020123,0.005299,-0.001462,0.009699,0.007647,0.004293,0.040665,-0.028942,-0.012692,0.028232,-0.005232,0.008878,0.00147,0.005113,-0.0071,0.042774,0.025481,cluster1,0
612,-0.002075,0.034155,-0.004025,-0.019614,0.027039,-0.020604,0.001023,0.005654,0.001755,-0.022911,0.013297,-0.011886,-0.009132,-0.005273,0.027542,0.011559,-0.006633,0.013608,0.020586,cluster1,0
613,0.01787,0.02605,0.004254,-0.007635,-0.030835,-0.008094,0.021078,-0.064929,0.00211,0.008411,0.000069,0.008602,-0.022557,0.002017,-0.003202,-0.014677,-0.008188,0.023141,0.033644,cluster1,0
614,-0.015654,0.008888,0.018052,-0.005914,0.04171,0.007559,-0.048741,0.028804,0.005038,0.002145,0.014461,0.004979,-0.020374,0.00228,-0.013049,0.009216,0.001138,0.000992,-0.020686,cluster1,0
615,-0.013987,0.002897,-0.000885,-0.003169,-0.052225,-0.027187,0.020461,-0.037635,-0.010357,0.041945,0.008596,0.00716,0.004914,-0.013495,-0.012038,0.013192,-0.036386,-0.0502,-0.020143,cluster0,1
616,0.011508,0.006768,0.007669,-0.013869,-0.02091,-0.017144,0.019078,0.005949,-0.012451,0.009501,-0.005137,0.008406,0.017031,-0.005664,0.011378,0.011608,-0.030352,0.004195,0.00724,cluster1,0
617,0.003935,-0.021683,0.003493,-0.014879,-0.027882,-0.02773,0.032101,-0.056207,-0.059364,0.032862,0.012854,0.003932,0.100654,-0.018031,-0.04143,0.005297,0.014556,-0.005015,0.01776,cluster1,0
618,-0.021853,0.014948,0.01065,-0.037447,0.015417,-0.019516,-0.005487,-0.012767,0.002852,0.00423,-0.006552,-0.040859,-0.005378,0.021573,0.005851,0.024284,0.034123,-0.017955,-0.03586,cluster1,0
619,0.032473,0.042733,0.006527,-0.006846,0.028543,0.001791,0.012383,0.047385,-0.046584,0.003329,0.011113,-0.01058,0.026683,-0.009455,0.030237,0.006548,0.006804,0.017629,0.033743,cluster0,1
620,0.001132,0.011592,-0.005995,0.031045,0.031829,0.017546,-0.013645,0.021314,-0.030792,-0.019434,-0.018675,-0.011077,0.011607,-0.016868,0.045124,-0.023034,0.010686,0.012364,-0.010289,cluster0,1
621,0.01573,-0.020312,0.004187,-0.004847,-0.042678,0.016479,0.025509,0.016717,0.015887,0.012664,0.00576,-0.00191,-0.007873,0.001501,-0.020827,-0.014169,-0.022754,-0.002705,0.013156,cluster0,1
622,0.002873,0.016859,0.00883,0.059417,-0.013988,-0.002626,0.008423,-0.018497,0.01355,0.021029,-0.029815,0.047206,0.027842,-0.018321,0.005286,-0.029636,0.003379,-0.037195,-0.005261,cluster1,0
623,-0.021609,0.012772,0.004304,-0.019159,0.029171,-0.01204,-0.013597,0.003466,0.012054,-0.00989,-0.004432,-0.014857,-0.016548,0.002702,-0.001577,0.020831,0.017764,-0.027266,-0.028443,cluster1,0
624,0.007697,-0.008158,0.018867,-0.021793,-0.014829,-0.062235,-0.034632,0.01311,-0.005762,0.030159,-0.004725,0.004595,0.034636,0.016812,0.008353,-0.04054,-0.032889,-0.001135,-0.049738,cluster1,0
625,0.000539,-0.001758,0.005967,-0.007163,0.001846,-0.013372,-0.003753,0.004776,0.015888,-0.024524,-0.020707,0.027125,-0.01654,0.000428,-0.008723,-0.010236,-0.026599,0.003002,-0.001388,cluster0,1
626,-0.029335,0.012859,-0.006795,-0.001935,0.031516,-0.018307,-0.010426,0.031678,0.005105,-0.004317,-0.001199,-0.004048,0.005342,-0.023237,0.026225,0.019999,-0.013954,-0.039929,-0.011521,cluster1,0
627,-0.036284,-0.050717,0.010944,0.009593,-0.028176,0.020209,-0.006864,-0.004818,0.059635,0.035162,-0.001308,0.00904,0.000895,-0.00958,0.006596,0.021125,-0.020267,-0.017512,-0.031647,cluster0,1
628,-0.004336,-0.011764,0.014765,-0.087693,0.024273,-0.024119,0.000327,0.011389,0.009382,0.035467,-0.000775,-0.073931,0.008967,0.017494,0.02992,0.045837,0.040081,-0.011993,-0.031117,cluster0,1
629,-0.004167,0.03231,0.003128,-0.007658,0.017771,-0.008411,-0.006591,0.005808,0.022258,-0.026119,0.01065,-0.015992,-0.013719,-0.005311,0.0291,0.00799,0.004461,0.014931,0.037937,cluster0,1
630,0.001234,-0.069088,-0.004767,0.00536,-0.01901,0.001714,-0.029736,-0.008596,-0.086917,-0.028797,-0.010765,-0.003946,0.073268,-0.011226,-0.041092,-0.028161,-0.014919,0.03771,-0.015156,cluster0,1
631,-0.00884,-0.002632,0.037779,-0.158282,0.017553,-0.016576,0.061558,-0.009848,-0.005671,0.05511,-0.032592,-0.125878,0.024594,0.083241,0.010857,0.097154,0.125957,-0.010801,-0.055426,cluster0,1
632,-0.012171,0.025337,-0.003857,-0.002526,0.038143,-0.018698,-0.015617,0.018478,0.007867,-0.021845,0.00038,0.001027,-0.007193,-0.0118,0.023764,-0.00164,-0.005435,-0.007968,0.004736,cluster1,0
633,-0.002194,0.026525,-0.006588,-0.001859,0.036899,-0.015971,-0.018206,0.012709,0.020269,-0.022141,-0.001671,-0.000928,-0.029696,-0.008802,0.004253,-0.027815,0.000225,-0.022786,0.027959,cluster0,1
634,-0.001939,0.015492,0.019828,0.026566,0.008503,0.017069,-0.081489,-0.027371,-0.037594,-0.021595,0.003347,-0.011861,-0.046639,0.011791,-0.009913,-0.048072,0.017243,0.024919,-0.023418,cluster1,0
635,0.006882,0.005201,0.003554,-0.010616,-0.006631,-0.01346,0.010623,-0.000301,-0.001691,0.002682,-0.01554,0.015647,0.001998,-0.009575,0.009433,-0.001869,-0.027245,0.003145,0.012187,cluster1,0
636,0.028467,0.016461,-0.0027,-0.02411,-0.012237,-0.019784,0.027559,-0.010531,-0.035944,0.017892,-0.008553,0.009828,0.001941,-0.004742,-0.001899,-0.017754,-0.024647,0.00239,0.014587,cluster1,0
637,0.007885,-0.043873,-0.037224,-0.033141,-0.009797,-0.009066,0.052015,0.000667,-0.056898,-0.014586,0.022339,0.034258,0.073413,0.007165,-0.073995,-0.034904,-0.011055,0.057138,0.002908,cluster0,1
638,0.005112,0.000889,0.005126,-0.010016,0.003017,-0.013976,-0.003072,0.0112,0.006373,-0.013277,-0.028813,0.020664,-0.01062,-0.006364,-0.000281,-0.017379,-0.021444,-0.005817,0.011433,cluster1,0
639,-0.020777,-0.007661,0.005193,-0.021054,0.035753,0.032219,0.019401,-0.008223,-0.002259,0.012106,-0.007073,-0.019623,-0.012562,0.024575,-0.020435,0.034133,0.048927,-0.010184,-0.06863,cluster0,1
640,0.011539,0.007973,-0.002659,0.006921,-0.010068,-0.024846,0.014439,-0.022828,0.019976,-0.041346,-0.023503,0.027904,-0.014358,0.010915,-0.006433,-0.036154,-0.015084,0.005669,-0.006594,cluster1,0
641,0.009481,-0.000118,0.012712,-0.00986,-0.016838,-0.008713,0.019641,0.015747,-0.034983,-0.007852,-0.040395,0.001226,0.020145,0.005755,0.001783,0.008724,-0.000426,-0.017835,-0.024087,cluster1,0
642,0.00561,0.00456,0.003121,-0.006373,0.008772,-0.024455,-0.001542,0.009656,0.020056,-0.022755,-0.024618,0.032378,-0.010347,-0.002013,-0.004454,-0.022458,-0.026147,-0.004627,0.006371,cluster1,0
643,-0.012274,-0.029243,-0.012046,-0.022928,-0.022853,-0.014714,0.029695,-0.018674,0.01163,0.029978,-0.003842,-0.003747,0.004736,-0.003477,0.007327,-0.001362,-0.033176,-0.013348,-0.034717,cluster1,0
644,0.024395,-0.021186,0.028442,-0.015545,-0.015614,0.01031,-0.004752,0.035819,-0.01754,0.054982,0.011733,0.024009,0.025456,-0.002367,-0.003491,0.018313,-0.009312,-0.007132,-0.007965,cluster1,0
645,-0.058406,0.01578,-0.047459,0.011244,-0.022036,0.004686,-0.031933,0.048847,0.018112,0.030122,-0.010894,0.040863,-0.00974,0.040087,-0.010054,-0.019048,0.043993,-0.035112,0.031878,cluster0,1
646,0.000185,-0.014896,0.001599,0.033064,-0.025172,0.003053,0.028807,0.000349,0.041912,-0.035799,-0.024199,0.029319,0.001527,0.012908,-0.019552,-0.021537,-0.00302,-0.016113,-0.033431,cluster0,1
647,0.007792,0.020878,0.017227,-0.009342,0.031204,0.002486,-0.03199,0.030736,-0.029141,0.005156,0.016409,0.001109,-0.007118,-0.000891,-0.000518,0.006382,0.0073,-0.00224,-0.003105,cluster1,0
648,0.02462,0.021246,-0.013367,0.008623,-0.058739,0.013799,0.053193,-0.100586,-0.02159,0.049445,-0.000395,-0.009103,-0.023489,-0.009558,-0.00896,-0.038468,0.00749,-0.005894,0.034048,cluster0,1
649,0.017346,-0.023615,0.026169,0.010701,-0.063013,0.006509,0.026474,0.032035,0.034087,0.000414,0.041806,0.026244,0.02199,0.022958,-0.019836,0.022096,-0.024533,0.003981,-0.011153,cluster0,1
650,0.021624,-0.00847,-0.00706,-0.003625,-0.036605,0.017665,0.037056,-0.026836,0.01328,0.012,-0.000455,-0.008384,-0.013797,-0.003076,0.00505,-0.027515,-0.01519,0.027043,0.031374,cluster0,1
651,0.016254,-0.036028,0.023442,0.000406,-0.016921,0.045692,0.005073,0.064115,-0.011646,0.027954,0.002224,0.007249,0.012857,-0.000525,-0.019462,0.025371,-0.029216,0.004754,-0.000492,cluster0,1
652,-0.016178,0.003893,0.035007,-0.006294,0.020945,0.024525,-0.057282,0.007766,0.003272,-0.003872,0.011595,-0.021415,-0.023985,0.027521,-0.019349,0.014865,0.026119,0.030657,-0.038009,cluster0,1
653,0.034376,-0.054595,-0.034393,-0.042046,-0.010723,0.030364,0.042009,0.043679,-0.044777,0.022202,-0.016372,-0.023857,-0.029838,-0.01213,-0.022009,-0.065037,-0.042903,-0.002653,-0.000292,cluster0,1
654,-0.012085,-0.008384,-0.008319,-0.010473,-0.034586,-0.004166,0.02011,-0.041072,-0.025074,0.052836,0.00746,0.002484,-0.004446,-0.022221,-0.002499,0.013474,-0.043044,-0.022545,-0.016402,cluster1,0
655,0.043184,0.00363,0.023592,-0.008774,-0.01319,-0.034367,-0.000423,-0.007284,0.037541,0.02248,0.014719,0.023477,0.037657,0.010294,0.016831,0.002696,-0.003465,0.032661,-0.010252,cluster1,0
656,-0.003348,0.004422,-0.002154,0.019446,-0.016712,-0.008769,-0.03831,-0.014145,-0.052243,-0.008621,0.010141,-0.038264,0.001483,0.000848,0.031882,-0.038529,-0.005797,0.013218,-0.043708,cluster0,1
657,0.030472,0.018796,0.01913,-0.018348,-0.005082,-0.011965,0.016155,0.020688,-0.019337,0.000923,0.004536,0.033737,0.005308,0.012209,-0.030273,0.007367,-0.022381,0.012332,0.002039,cluster1,0
658,-0.014005,-0.046,-0.004411,0.006677,-0.00827,0.012777,0.002879,0.02784,0.015388,-0.01371,-0.012679,0.008837,0.009121,-0.009315,0.02098,0.002971,-0.049718,0.024426,-0.039163,cluster0,1
659,0.012442,-0.005014,0.020307,-0.007377,-0.009673,0.025889,0.008225,0.005869,0.000326,0.007319,0.01235,0.027305,-0.012081,0.008514,-0.031163,0.02375,-0.024088,0.034425,-0.004931,cluster1,0
660,-0.004208,0.002482,-0.01227,0.077542,-0.046808,-0.032061,0.011855,0.037992,0.095022,-0.065159,0.028018,0.001594,0.046508,0.044723,0.015301,-0.012022,-0.004285,-0.015409,-0.025641,cluster0,1
661,0.012028,-0.009004,0.021991,0.006459,-0.039415,0.017032,-0.046523,-0.048044,-0.037084,-0.044101,-0.020625,-0.007295,-0.049993,0.024594,-0.016868,-0.039992,-0.006694,0.057829,-0.020995,cluster1,0
662,-0.003941,-0.015538,0.010508,-0.001508,-0.037392,-0.001495,-0.004084,-0.027522,-0.047908,-0.01383,-0.03427,-0.012018,-0.001821,0.009802,0.006956,-0.000684,-0.006536,-0.000153,-0.047847,cluster0,1
663,-0.041594,-0.064081,-0.021479,-0.006356,0.04785,-0.000076,-0.045921,0.017779,0.001296,0.003228,0.002406,-0.02725,0.055982,-0.057284,0.006323,-0.040255,0.007959,-0.015024,0.047039,cluster0,1
664,0.015595,-0.00036,0.018465,-0.036942,0.003788,0.010462,-0.011195,0.027515,0.022181,-0.016827,-0.026644,0.000103,-0.036306,-0.000834,-0.006749,-0.007869,-0.010367,0.022627,0.064313,cluster1,0
665,-0.032795,0.0188,0.009304,-0.020611,0.002381,0.007163,0.027019,-0.000008,0.023747,-0.049271,-0.027623,-0.030973,-0.032734,0.020895,-0.028624,0.053505,0.054384,-0.058833,-0.021445,cluster1,0
