@relation dr_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A20-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Source_16 numeric
@attribute Source_17 numeric
@attribute Source_18 numeric
@attribute Class {0,1}

@data
0.014871,0.006818,-0.007505,0.04078,-0.001298,0.006363,-0.005839,-0.010782,-0.013406,-0.014179,-0.004414,-0.027311,0.012011,0.004993,-0.027165,-0.030505,0.032125,0.017753,-0.016035,0
0.018287,-0.005688,-0.006796,-0.029247,0.007605,0.018961,0.017909,0.011595,0.009705,-0.016913,-0.016562,0.026323,-0.014884,-0.013446,-0.016622,0.019925,-0.025731,-0.023836,0.000469,0
0.012722,-0.000357,-0.001135,-0.008736,-0.013197,-0.014241,0.02894,0.004427,0.019629,-0.032781,-0.058823,0.006833,-0.01303,-0.019249,0.012172,0.015959,0.021082,-0.007145,-0.026282,0
-0.011823,0.008845,0.022086,0.032678,0.031775,0.03571,-0.03007,-0.032933,-0.004999,0.010474,0.030931,0.018865,-0.001552,0.009735,0.000196,-0.01791,-0.025594,0.004346,0.023249,0
0.003526,-0.005762,0.017402,-0.000309,0.030358,-0.004572,0.002584,-0.010487,-0.011885,0.000737,0.000477,-0.025647,-0.005458,0.019557,-0.041997,-0.010084,0.012773,0.022592,0.009094,0
-0.010766,0.027746,-0.029685,0.015863,0.013263,0.007303,-0.016646,-0.022123,0.005511,0.000336,0.010279,0.01632,0.003408,0.004832,-0.026582,-0.014938,-0.006793,0.003427,0.035022,0
-0.006273,-0.000899,0.069694,-0.008973,-0.071227,0.008605,0.023867,0.053607,0.017025,-0.032583,-0.008659,0.064489,0.117109,0.049525,0.014672,0.082693,0.034578,0.018093,-0.039274,1
0.016971,-0.017189,0.016655,-0.036942,0.001869,0.009733,0.028838,0.014831,-0.007565,0.028389,-0.000627,-0.012179,0.013693,0.017317,-0.034023,-0.027276,0.026307,-0.001668,-0.019291,1
-0.003702,0.006905,0.022398,-0.037384,0.008285,0.056578,-0.021898,0.027943,0.000337,-0.047395,0.031528,0.058263,-0.020862,0.024396,0.078596,0.010316,-0.040474,-0.045426,-0.039688,1
-0.028393,-0.006564,0.012048,-0.020141,0.007906,-0.008386,-0.022064,-0.040332,-0.003799,0.028121,0.008326,0.001666,-0.011106,0.022695,-0.013936,-0.017586,0.00333,0.016324,0.029623,0
0.017995,0.012101,-0.021236,0.002531,-0.040642,-0.039555,0.006286,-0.000449,0.002761,0.028773,0.043191,-0.026692,-0.009562,0.021736,0.041865,0.022987,-0.006176,-0.048937,0.013728,1
-0.000737,-0.01569,0.005352,0.007722,-0.014065,0.019559,0.006474,-0.021799,-0.010607,-0.000762,-0.029624,0.000504,0.031207,0.014393,0.03144,-0.015353,0.024285,-0.017863,0.00337,0
0.010752,-0.059859,0.012245,-0.03725,-0.021636,-0.043795,0.004398,0.000216,0.016658,0.018773,0.002211,0.007883,-0.014214,-0.010102,-0.041279,0.025284,-0.024842,-0.046562,0.004115,0
0.002082,0.000016,0.031317,0.022365,0.017603,-0.001746,0.018316,-0.012802,0.016117,0.005982,-0.024146,0.012563,0.013518,-0.004377,0.02036,0.002623,0.008046,-0.016823,0.000807,1
-0.006425,-0.018782,-0.056951,-0.019513,0.024786,-0.027596,-0.01895,-0.007872,0.011601,0.034137,0.024475,-0.004255,0.020804,0.015835,-0.024356,-0.019375,-0.006908,0.028448,-0.006869,1
0.223727,-0.050743,-0.013258,-0.060553,0.045532,-0.045588,-0.196286,0.10546,0.090245,-0.045256,0.044009,0.010505,-0.047646,-0.160037,0.052643,0.008152,0.252847,0.100483,0.190374,0
-0.007737,-0.034728,0.016175,0.020693,-0.00103,0.001661,0.01519,-0.003671,0.014264,0.016101,-0.012862,0.025612,0.025204,-0.003633,0.009474,-0.012415,0.004237,-0.011108,-0.00083,1
0.018978,-0.050378,-0.069465,0.029926,-0.041269,0.027131,-0.034108,-0.029941,-0.044357,-0.037334,-0.012748,-0.027948,0.066328,-0.000326,-0.060354,-0.045087,0.030901,-0.020001,-0.000299,0
-0.047022,0.016283,-0.000039,-0.02377,0.060723,-0.010648,0.001839,0.087124,-0.009172,0.046543,0.042649,-0.043836,0.081869,-0.021587,0.068254,-0.003185,-0.003439,-0.034995,-0.033474,1
0.008468,-0.004723,0.020809,0.037092,0.022298,-0.019266,-0.013527,-0.000991,0.02169,-0.00079,0.025464,0.007267,-0.001038,-0.010311,-0.018863,0.012198,-0.017945,0.014052,-0.025155,1
0.010418,-0.009681,0.00453,0.007486,-0.019428,-0.028127,0.014041,0.002634,0.018598,0.02191,0.003252,-0.000092,0.009381,0.007084,0.020033,0.017911,0.000247,-0.017772,-0.005938,1
-0.066376,-0.025965,-0.010373,-0.091848,0.039038,-0.04589,0.067445,0.047267,-0.035604,-0.016055,0.152691,0.065478,0.04492,-0.033757,0.132056,0.000661,-0.000106,-0.065488,-0.039254,1
-0.026261,-0.038598,-0.002429,-0.034813,0.021533,0.001328,-0.080566,0.008319,-0.005198,-0.010907,0.086095,0.017419,-0.061501,0.033744,0.020274,-0.092266,-0.023789,-0.056492,-0.055517,1
-0.05202,0.018975,0.026493,0.002099,-0.004933,-0.002417,-0.037321,0.010125,-0.001202,-0.001008,-0.041702,-0.055581,-0.00199,-0.048697,0.011169,-0.002328,-0.016366,0.00593,0.022347,0
-0.012513,0.019014,-0.023525,0.000114,0.019835,-0.002373,-0.003412,-0.029393,0.008571,-0.01214,-0.038045,0.001982,-0.009433,-0.006216,-0.00729,-0.016109,0.020255,0.03699,0.001037,0
0.005567,0.008247,0.00552,0.037424,0.008622,-0.011716,-0.008961,-0.025651,0.00126,0.005632,0.013421,-0.019072,-0.012061,-0.00354,-0.023688,-0.015159,0.00358,0.005568,0.010851,0
-0.000209,0.048403,0.012396,-0.000483,-0.008254,0.017123,0.016449,-0.004542,-0.011144,0.011968,0.018667,0.005968,0.03231,0.038537,0.036649,0.010471,0.015897,-0.032321,0.034499,0
0.005597,-0.011227,0.031378,-0.021494,0.011975,0.043541,0.002541,-0.008381,-0.011518,-0.015741,-0.012928,0.018773,-0.014478,0.001795,0.018652,-0.011828,-0.007256,-0.030637,-0.009802,0
0.028989,-0.027989,-0.003325,-0.004598,-0.003532,0.020625,0.011137,0.004058,-0.000037,0.025252,0.002247,-0.000201,-0.003127,-0.002994,0.003434,0.012294,-0.024144,-0.001934,-0.01707,0
-0.016586,0.053995,-0.028528,-0.016917,-0.005449,0.034868,0.018154,0.006788,0.014028,0.030979,0.0004,0.046303,0.025297,0.039207,0.014046,-0.013128,0.001113,0.003045,0.051038,0
0.029635,0.021463,0.038341,0.016283,-0.009467,0.02355,0.028266,0.024283,-0.01107,0.012502,0.005964,-0.021263,-0.03318,0.028459,0.010769,-0.009876,0.012671,-0.004505,-0.009259,0
-0.009375,-0.048999,-0.013711,-0.023843,-0.002641,0.059956,0.04259,0.030665,-0.027956,-0.00674,-0.002599,-0.008336,-0.033808,-0.010218,0.023943,0.067561,0.033407,-0.004147,-0.043284,1
0.026071,-0.0165,0.007777,0.012299,-0.012722,0.002193,0.015596,0.015122,0.016055,0.015077,0.006227,0.004867,-0.017485,-0.007259,-0.004636,0.004608,-0.018143,-0.01382,-0.01662,0
-0.013374,-0.013366,0.000827,-0.023108,0.0223,0.017468,0.004226,0.008911,0.031742,0.0091,-0.026486,0.053706,-0.013453,0.000882,0.008536,-0.020903,-0.016471,-0.000095,-0.010723,1
0.027779,0.012002,0.008874,-0.03309,-0.003913,0.03745,0.013797,0.028175,-0.018061,-0.037777,0.00397,0.01196,0.031627,0.017659,0.040621,0.047268,0.000077,-0.016585,-0.045636,1
-0.030988,-0.095848,0.001698,0.017057,-0.055975,-0.01092,0.055405,0.058928,0.041383,0.031985,0.045481,0.053323,0.007014,-0.020629,-0.011875,0.028104,-0.009617,0.022768,-0.019357,1
0.005035,-0.024758,-0.034212,-0.008198,-0.033137,0.002677,-0.02701,-0.035606,-0.035917,-0.021361,0.002265,-0.010169,0.033328,-0.004955,-0.105357,-0.025641,0.017854,-0.047932,0.044744,0
0.076244,-0.005768,-0.054853,0.006783,-0.005814,0.001567,0.036077,0.053535,0.011919,-0.017895,0.003352,-0.022051,-0.027855,-0.036573,-0.034313,0.026633,-0.024991,-0.011,-0.058656,1
0.022459,0.026129,-0.049197,-0.025186,-0.010916,-0.012539,0.032981,0.023526,0.017913,0.001103,-0.019027,-0.008719,-0.025143,0.001355,0.020619,0.005438,0.010963,0.005507,-0.022548,0
-0.038675,0.02951,0.073947,0.042378,-0.000759,0.010468,0.024449,0.091284,0.069308,-0.084215,0.005316,0.105983,0.050176,0.01168,-0.09019,0.026205,0.037596,0.026124,-0.036961,1
-0.085967,-0.054398,-0.071765,0.009411,0.062716,-0.034857,-0.055428,0.072614,-0.06926,0.074696,-0.019472,0.079912,-0.117099,0.000633,0.053519,0.072336,0.062794,-0.110009,-0.065435,1
-0.05493,0.025916,0.069931,0.017765,0.035255,-0.008372,-0.040139,0.101124,0.087743,-0.118597,0.043741,0.14816,0.041792,0.028708,0.022511,-0.011615,-0.004714,-0.010853,-0.108428,1
0.036046,-0.012975,-0.003784,-0.017931,-0.01776,0.043968,0.022865,0.015254,-0.004693,-0.002391,-0.021917,0.005312,-0.015156,-0.006417,0.007603,0.027938,-0.018396,0.019888,-0.030228,1
-0.009065,-0.046944,-0.067187,-0.02551,-0.04124,0.019446,0.016401,0.013273,-0.012496,-0.016958,-0.037919,0.015645,0.016546,-0.000436,-0.01173,-0.020813,0.033602,-0.018701,-0.006173,1
-0.011337,0.016637,0.00513,0.0365,0.019635,-0.004188,-0.020274,-0.029737,0.013869,0.01722,0.0244,0.011902,-0.013154,0.000743,-0.012091,-0.009862,-0.020086,0.003144,0.031174,0
0.027197,-0.018279,0.020555,0.019885,0.002827,0.016423,0.015085,0.012976,0.013726,0.005085,-0.000932,0.015655,0.002435,-0.011205,-0.00151,0.016094,-0.022878,-0.010983,-0.020228,0
0.024004,0.002992,-0.009802,-0.02164,-0.012847,0.041811,0.01804,0.019128,0.000681,0.029165,0.011969,0.01856,-0.0122,0.010768,-0.015888,0.006159,-0.027552,0.005322,0.005594,0
-0.005344,0.011845,-0.01831,0.014356,0.026121,-0.002864,-0.004222,-0.025973,0.010249,-0.007404,-0.029065,-0.00302,-0.009332,-0.010068,-0.008267,-0.019224,0.014972,0.03643,-0.008161,0
0.012434,-0.004479,-0.003142,-0.017367,0.002475,0.006398,0.017274,0.009777,0.008275,0.035068,0.015397,-0.001189,-0.007897,0.019753,0.019218,-0.002731,-0.011597,0.000628,-0.004628,0
0.005633,0.009867,0.005606,0.042561,0.015338,-0.037735,-0.005842,-0.032731,0.015131,-0.00459,-0.002873,-0.019721,-0.028157,-0.02405,-0.017234,0.001531,0.000716,-0.001163,0.006822,0
-0.017502,0.012221,0.03879,-0.021681,0.028269,0.017225,-0.018038,0.080849,-0.008676,0.012013,0.020718,-0.041319,0.078096,-0.017732,0.049189,0.029445,-0.031199,-0.038294,-0.037511,1
-0.000207,-0.000702,0.002907,-0.009157,-0.00291,-0.007517,0.020381,-0.002073,0.008491,0.01384,-0.002033,0.00986,0.011749,0.014903,-0.026168,-0.015053,0.003637,-0.036418,0.041337,0
-0.0098,-0.01914,0.00823,-0.020995,0.038578,0.008727,-0.01119,-0.042255,-0.005753,-0.001781,-0.033505,-0.000715,-0.007668,-0.011109,-0.019211,-0.005605,0.003348,0.034963,-0.006136,0
-0.027501,0.016989,0.03357,-0.069056,0.012608,-0.007248,0.007067,-0.01472,-0.010229,-0.022941,-0.009431,0.070818,0.067897,-0.000076,-0.04189,0.023279,-0.004827,0.034441,0.024323,1
-0.000066,0.007012,0.01668,0.011281,0.018748,0.014885,0.016975,-0.008044,0.016559,0.014815,-0.020815,0.020964,0.00362,0.001881,0.021463,-0.008965,-0.000374,-0.00408,0.004792,0
0.011051,-0.034591,-0.01006,0.007774,0.008008,-0.001403,0.013999,-0.005315,0.014367,0.006377,-0.04004,-0.000031,0.010087,-0.010083,0.013835,-0.020933,0.0131,0.001026,-0.030957,1
-0.052477,0.013463,0.030187,-0.015425,0.013423,0.014779,-0.032233,0.024661,0.000315,0.011319,-0.045087,-0.041866,0.025944,-0.038691,0.010117,0.005103,-0.015888,0.041264,-0.000548,1
0.000109,-0.0186,-0.022852,-0.027074,-0.018006,-0.035202,0.01696,-0.007712,0.024513,0.02786,-0.031286,-0.001117,-0.016577,0.000306,0.024012,0.008668,0.005891,0.005492,-0.009185,0
0.000491,-0.008444,0.002279,0.024468,0.017754,-0.031212,-0.011234,-0.035261,0.013717,0.009113,-0.006683,-0.01515,-0.024606,-0.018694,-0.011934,0.000948,-0.004385,0.016175,-0.002011,0
0.045475,-0.03701,-0.018906,-0.008148,0.010028,0.013421,0.018695,0.017141,0.006519,0.020751,-0.005015,-0.009513,-0.015164,-0.019669,-0.004604,0.017789,-0.029597,0.009546,-0.045574,0
-0.018965,0.016076,0.014285,-0.006353,0.001243,0.011501,-0.009025,-0.043851,-0.018352,-0.006277,-0.023917,-0.013506,-0.003611,0.016491,0.005518,-0.020422,0.036121,0.027572,0.011308,0
0.028313,0.001495,0.020529,0.01197,0.019164,0.065315,-0.001567,0.010358,-0.010071,0.006285,0.037608,0.022674,-0.008412,0.006337,0.025082,0.008012,-0.049773,-0.028111,-0.005507,1
0.019329,-0.002339,0.011118,0.018499,0.009355,-0.008261,0.011444,-0.004221,0.008563,0.016598,0.011985,-0.005227,-0.002831,-0.00265,0.021576,0.008787,-0.012071,-0.033169,-0.002646,0
0.008902,0.022772,0.020836,-0.008176,0.017191,0.027572,-0.005842,0.074566,-0.019622,0.034471,0.041179,-0.070778,0.030759,-0.032676,0.001315,0.017771,-0.054031,-0.051817,0.005501,0
-0.008955,-0.012179,0.021671,-0.023593,0.026538,0.012842,-0.022087,-0.033377,-0.018195,-0.002232,0.010724,0.004288,-0.014563,-0.002465,-0.056516,-0.021063,-0.004845,-0.014674,0.01918,0
0.018007,0.036063,-0.010782,0.034996,0.023613,-0.060755,0.005144,-0.024999,0.002238,-0.004395,0.014873,-0.048096,0.004492,-0.012019,-0.009122,0.022205,0.023162,-0.012454,0.000499,1
0.00134,0.023896,-0.029974,0.042863,-0.029459,-0.027381,-0.003113,-0.007653,0.011542,-0.001876,0.007959,-0.012122,0.016709,0.008341,-0.033697,-0.01838,0.027439,0.011052,0.014652,1
0.008332,-0.003659,0.010145,-0.015052,-0.002811,-0.000693,0.007253,0.017897,0.012803,-0.022716,-0.003799,0.022783,0.009239,0.005937,0.034338,0.022006,-0.003258,-0.026189,-0.032912,1
0.019273,0.051624,-0.042228,-0.002163,-0.011548,0.029124,0.026597,0.03863,0.018452,0.029264,0.027036,0.019465,-0.011221,0.02584,0.011752,-0.009614,-0.014163,0.00981,0.008119,0
-0.017935,0.004836,0.012176,-0.008851,0.021999,0.013924,-0.019573,-0.034698,-0.007354,-0.001273,-0.010032,0.014559,-0.011793,0.006173,-0.028972,-0.016711,-0.001022,0.009632,0.026135,0
0.001813,0.001193,0.050167,0.016676,0.017854,0.015577,0.008366,0.010321,0.000116,0.033203,0.03807,-0.006516,-0.002274,0.031439,0.015855,-0.070328,0.0235,-0.030217,-0.019277,0
-0.004894,-0.01089,-0.000971,0.004086,0.007297,0.00256,0.013292,-0.007136,0.023103,0.023847,-0.026992,0.019594,0.00441,0.004019,0.022356,-0.015964,0.002932,0.005599,-0.002858,1
-0.018153,0.035491,0.015717,0.035697,0.00847,0.003368,-0.014697,-0.034749,0.011081,-0.004328,0.004632,0.014538,-0.023112,0.002104,-0.001212,-0.013412,-0.00448,0.004295,0.037511,0
-0.010155,-0.002495,0.034669,-0.027432,-0.05744,0.041295,0.003144,0.006505,-0.000007,-0.016173,0.000228,0.037025,-0.033013,0.031282,0.026627,-0.00166,-0.015482,-0.017814,0.021455,1
-0.007471,-0.016268,0.077519,-0.020648,0.033607,-0.016039,-0.019582,-0.033371,-0.024793,-0.028717,0.006372,-0.011376,-0.037282,0.001345,-0.07562,-0.009869,0.003775,-0.053531,0.030711,1
-0.00133,-0.006458,-0.015391,0.009401,0.005254,-0.034582,-0.011186,-0.028697,0.017843,-0.004234,-0.016591,-0.012045,-0.041582,-0.020887,-0.009295,-0.000845,-0.00255,0.017936,-0.008439,1
-0.02757,-0.008063,0.003423,0.031173,-0.032235,0.012743,-0.016589,0.063412,-0.019401,0.020136,-0.001135,-0.059252,0.092986,-0.0167,0.019413,-0.035095,0.010759,-0.047547,0.001862,1
-0.00368,-0.044236,0.096534,-0.114197,0.077402,-0.028713,-0.01674,-0.055064,-0.054021,-0.032726,0.030631,-0.014464,-0.017972,-0.027062,-0.16819,0.015968,-0.010914,-0.120207,0.058261,1
-0.012071,0.015692,-0.001056,0.027406,0.011496,-0.015466,-0.00787,-0.029821,0.01755,0.007962,-0.009347,-0.000353,-0.020396,-0.004035,-0.008084,-0.018351,0.006694,0.025742,0.012155,0
-0.012846,0.019161,-0.011262,0.018245,0.029861,-0.005651,-0.001222,-0.012804,0.026328,-0.007484,-0.026927,0.011479,-0.024686,-0.010538,-0.008721,-0.017221,0.012029,0.041682,-0.012626,1
0.008525,-0.024061,-0.04702,0.007138,-0.013765,0.036039,-0.013096,-0.01301,-0.027621,-0.011024,-0.021344,-0.028829,0.028032,0.014865,-0.023568,-0.059562,0.045078,0.044617,-0.035659,0
0.01586,-0.000952,0.005927,0.018468,0.005721,-0.002605,0.018138,-0.000692,0.016723,0.017598,-0.006138,0.003034,-0.005427,-0.004852,0.014403,0.001408,-0.0069,-0.012887,-0.003629,0
0.035687,-0.002037,0.011749,0.026025,0.033531,-0.000799,0.024187,0.010559,0.008867,0.017239,0.008667,-0.00926,0.018312,-0.010657,0.002689,0.013073,-0.008235,-0.017004,-0.024478,0
-0.022094,-0.003276,0.050051,-0.012593,0.002384,-0.030159,0.005743,0.061757,0.000423,0.044666,0.01549,-0.042624,0.107668,-0.040722,0.035858,0.018932,-0.021258,-0.013046,-0.022667,1
0.002861,0.004169,-0.001603,0.013982,0.013359,-0.000965,0.020667,-0.000077,0.025374,0.013722,-0.024662,0.015523,0.000525,-0.002393,0.013791,-0.016984,0.005932,-0.002706,-0.002858,0
-0.016161,-0.003437,0.024595,-0.052149,-0.00127,0.020247,-0.014073,-0.032205,-0.029925,-0.004041,0.00404,0.015155,0.032061,0.020915,-0.063204,0.01813,0.005809,0.001682,0.040402,1
-0.00053,-0.025668,-0.022211,-0.002125,0.013391,-0.001761,0.010711,0.015542,0.036092,0.040938,-0.00954,0.029025,0.011043,0.006441,0.006666,-0.021451,-0.010466,0.017367,-0.020726,0
0.00795,0.007672,-0.008848,0.007273,0.02008,-0.000951,0.009103,-0.003446,0.004033,0.0138,0.01242,0.011463,0.033131,0.006793,-0.008728,-0.010004,-0.001371,-0.050686,0.023278,0
-0.005236,0.001611,-0.0006,0.009925,0.017626,-0.003496,0.019569,0.00026,0.03307,0.028639,-0.023703,0.021169,-0.002459,0.002917,0.021513,-0.020994,0.004281,0.010387,-0.005071,0
0.008476,-0.017151,0.052634,0.00755,-0.01016,0.027677,0.005401,0.01225,0.008859,0.007576,0.022121,0.031469,0.001108,0.011601,0.000163,0.004652,-0.025221,-0.025126,-0.000748,0
0.01747,0.025346,0.033356,-0.008392,0.004444,0.002517,0.028141,0.002612,-0.020306,-0.016383,0.012883,-0.026354,0.005525,0.032226,0.036311,0.012567,0.015248,-0.039086,0.013957,0
-0.021646,0.046705,-0.012021,-0.036253,0.003889,-0.002431,0.051374,-0.0051,-0.02702,-0.047295,0.027546,0.043606,-0.009429,-0.04905,0.027757,-0.045003,0.000769,0.03879,0.010414,1
-0.020266,-0.003455,-0.02609,-0.032747,-0.011171,0.004614,-0.000148,0.021915,0.032466,0.025377,0.004051,0.05645,0.020323,0.031039,0.019208,-0.008343,-0.012449,0.000997,0.001132,1
0.000021,0.021054,0.001765,0.011646,0.021968,-0.005385,-0.002184,-0.034188,-0.017272,-0.012088,-0.007143,-0.032657,0.006916,0.01011,-0.000189,-0.009355,0.029766,0.011308,0.007388,0
0.0761,-0.022755,-0.026083,-0.006915,0.007016,0.046821,0.024011,0.058408,-0.002708,-0.006164,0.024303,0.003165,0.001352,-0.021465,-0.032795,0.045326,-0.051572,0.003689,-0.064554,1
-0.010884,-0.015381,0.007085,-0.044189,-0.007896,-0.015119,-0.004783,0.003232,0.005668,-0.005503,0.027799,0.008107,0.001478,0.037969,0.080254,0.023407,-0.014485,-0.035526,-0.011987,1
0.031568,-0.026863,-0.001468,-0.004237,-0.018513,-0.010221,0.016721,0.031339,0.020299,-0.008559,-0.003865,0.009207,-0.002297,-0.011006,0.001046,0.030068,-0.014562,-0.008705,-0.04812,1
-0.004121,0.022577,0.018801,-0.007661,-0.022434,-0.007634,0.014774,-0.009887,-0.010671,-0.030165,-0.009823,-0.003336,0.026181,0.021861,0.051233,0.035088,0.033315,-0.050085,0.008706,1
-0.016167,-0.017713,-0.000509,-0.041189,-0.017569,0.012882,-0.021955,-0.046413,-0.038897,-0.009383,-0.021792,-0.023314,0.005418,0.018431,-0.017779,-0.028407,0.043879,0.010825,-0.000566,1
0.014059,0.001019,0.056343,0.042238,0.00864,-0.006413,0.024955,0.033824,0.023886,-0.049582,-0.020079,0.035823,0.080532,-0.002344,-0.001242,0.025789,0.029999,-0.029,-0.045863,1
0.038412,-0.006807,0.033865,0.026157,-0.00521,0.059665,0.007927,0.00702,-0.015664,0.000654,0.02345,0.009054,0.002994,0.00056,0.012058,0.023969,-0.036651,-0.021661,-0.006506,0
0.014317,-0.013479,0.022495,-0.021506,0.003992,-0.031895,0.013847,0.020478,-0.001642,0.042856,0.019881,-0.02501,-0.038736,0.037994,0.02008,-0.007274,-0.000183,-0.0141,-0.011922,0
0.012255,-0.020369,-0.013951,0.045656,-0.020196,0.014067,-0.028206,-0.00181,-0.015163,-0.008076,0.036932,-0.018005,0.026938,0.016312,-0.027386,-0.050962,0.016796,-0.003224,-0.023819,1
0.012393,0.002244,0.006326,-0.008168,0.037097,-0.012286,0.017811,-0.014379,-0.000498,0.028967,-0.003151,-0.014771,0.025777,0.007435,0.03789,0.01589,0.008116,-0.01388,-0.011436,0
-0.016476,-0.017106,0.028516,0.022758,-0.057343,-0.008511,-0.000812,-0.006493,0.019458,0.011271,-0.003903,0.026718,0.017939,0.025465,0.029312,-0.007999,0.010414,-0.022487,0.015328,1
0.010274,-0.017521,0.009096,-0.025214,-0.012067,0.001573,0.011888,-0.01937,-0.012695,0.013804,-0.019772,-0.010993,0.021084,0.012147,0.039013,0.03207,0.009007,-0.006067,-0.009383,0
-0.071981,-0.005301,-0.045987,-0.033326,-0.020723,-0.048715,-0.044142,0.018243,0.035502,0.022517,0.066205,0.060669,-0.040741,0.037076,0.05505,-0.028726,-0.011541,0.002878,-0.011222,1
0.022331,-0.078803,-0.047661,-0.003508,-0.023549,0.025482,-0.001344,0.001795,-0.013917,0.008825,-0.033556,-0.012622,0.050744,0.005107,-0.007767,-0.047426,0.024188,0.003184,-0.049193,0
0.016674,-0.035965,-0.016038,0.013978,-0.008645,0.031452,-0.002857,0.000618,-0.011441,0.010065,0.013703,0.008574,0.044035,0.011722,-0.020184,-0.029643,-0.00662,-0.041881,0.008908,1
-0.05005,0.058863,0.04059,0.04061,-0.03884,0.003152,-0.016746,0.057208,0.021888,-0.037672,-0.03159,-0.040631,-0.015154,-0.038274,-0.011027,-0.035662,0.006344,0.006198,0.018407,1
0.006104,-0.009927,-0.004204,-0.007027,0.014003,-0.029431,0.027596,-0.012534,0.025224,-0.019103,-0.069542,-0.000669,-0.018552,-0.0289,0.014815,0.000476,0.02351,-0.009333,-0.023705,0
-0.031709,-0.00501,-0.029518,-0.055987,0.044906,0.014341,-0.035675,-0.044807,-0.001097,-0.018181,-0.021802,0.052969,0.001503,-0.01149,-0.044876,0.006689,-0.031067,-0.014845,0.044496,0
-0.01343,-0.021199,0.002463,0.018222,0.005985,-0.028736,-0.013138,-0.036848,0.019484,0.00481,-0.029925,-0.001634,-0.012786,-0.013875,-0.010489,-0.0089,0.008633,0.032488,-0.007075,0
-0.037938,0.011915,0.025761,0.014396,0.009211,0.003101,-0.040449,0.020536,-0.003967,0.018987,-0.008473,-0.060361,0.00775,-0.04746,-0.001536,0.001007,-0.035241,0.00067,0.018373,0
0.02984,-0.012726,0.010568,0.051533,0.000152,0.011119,-0.017393,-0.016771,-0.001976,0.016162,0.040845,-0.015395,-0.029438,-0.016894,-0.032535,0.010124,-0.042616,0.008602,0.002098,1
-0.018383,-0.022235,0.084956,0.008507,-0.060916,0.005058,-0.02232,0.073165,0.0348,-0.047935,-0.032975,0.109389,0.0058,0.046842,-0.002538,0.028818,-0.007114,-0.017533,-0.039493,1
0.002304,0.008817,0.007815,0.016,0.010315,0.03043,0.002292,0.027696,-0.00927,-0.022471,0.040266,-0.008551,-0.000773,0.025715,-0.058766,-0.055059,0.027638,0.005097,-0.012852,1
0.034472,-0.022705,0.011302,0.02235,0.020909,0.027471,-0.00618,-0.00469,-0.002693,-0.000027,0.006264,-0.005012,-0.013497,-0.024961,-0.039515,0.024505,-0.033733,0.04348,-0.034349,1
0.005249,-0.020489,0.007305,0.014917,0.013229,0.005706,0.011822,-0.013178,0.011532,0.00509,-0.032826,0.00881,0.013854,-0.00687,0.017134,-0.014213,0.0078,-0.011202,-0.010742,0
-0.020565,0.058039,0.293715,-0.113807,-0.01421,-0.028121,0.048189,0.00294,-0.054202,0.105776,0.086182,-0.117506,-0.192544,0.070269,-0.114154,-0.173792,0.163082,0.029454,-0.066527,0
0.012541,-0.025235,0.014371,0.04737,-0.004574,0.007623,0.01033,-0.00547,0.009826,0.000932,-0.019935,0.003426,0.03137,-0.002808,0.010881,-0.02399,0.014778,-0.019398,-0.013919,1
-0.012105,-0.000641,0.009171,0.013205,0.020699,-0.015456,-0.016544,-0.031154,0.012042,0.004478,0.003944,0.012701,-0.005435,-0.008173,-0.037036,-0.004243,-0.010595,-0.000265,0.024722,1
-0.002756,-0.018817,0.008462,-0.016467,0.021649,0.009425,0.017188,-0.01438,0.012597,0.007763,-0.050374,0.013,0.002953,-0.003687,0.026548,-0.009883,0.012257,0.011801,-0.019522,0
-0.018932,0.012278,-0.002425,-0.037912,-0.088306,-0.003239,0.007498,-0.033645,-0.013193,-0.000138,-0.029848,0.001593,-0.008671,0.033795,0.044797,0.021968,0.025153,-0.024062,0.051462,0
-0.007398,-0.000247,-0.011303,0.002091,-0.035016,0.006159,0.000691,0.008257,-0.003211,-0.074678,0.016076,0.06263,0.007878,-0.045722,0.018667,-0.085725,-0.008385,0.024751,-0.047306,1
-0.00088,-0.011234,-0.013664,0.025988,0.014507,0.004222,-0.013348,-0.031327,-0.001855,-0.007337,-0.0239,-0.013231,0.004517,-0.006746,-0.006366,-0.027923,0.018491,0.030294,-0.016121,1
0.044095,-0.022936,0.004865,-0.005058,-0.008401,0.044185,0.020216,0.012338,-0.013655,0.003181,-0.003616,-0.003884,-0.004331,-0.010384,0.00478,0.033832,-0.025072,0.005897,-0.031192,1
0.011984,-0.020477,-0.000577,-0.065529,0.017115,0.013618,0.009543,0.003594,-0.008887,-0.012168,-0.03004,0.003065,-0.032034,0.004193,0.015422,0.012244,-0.006562,-0.014649,-0.026265,0
