@relation 'AT: dr-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.393MA_Detection_4-0.391MA_Detection_3-0.391MA_Detection_5-0.385MA_Detection_2-0.38MA_Detection_1... numeric
@attribute -0.42MA_Detection_Exudates_4-0.395MA_Detection_Exudates_6-0.387MA_Detection_Exudates_5-0.377MA_Detection_Exudates_7-0.336MA_Detection_Exudates_8... numeric
@attribute 0.454MA_Detection_Exudates_2+0.419MA_Detection_Exudates_3+0.415MA_Detection_Exudates_1-0.321MA_Detection_Exudates_7-0.316MA_Detection_Exudates_8... numeric
@attribute 0.709Diameter_of_Optic_Disc-0.593Distance_to_macula-0.335results_of_prescreening-0.11quality_of_assessment-0.094AM_FM_classification... numeric
@attribute 0.869quality_of_assessment-0.434results_of_prescreening-0.175AM_FM_classification-0.142Diameter_of_Optic_Disc-0.06Distance_to_macula... numeric
@attribute '0.79 results_of_prescreening-0.482Distance_to_macula+0.334quality_of_assessment-0.124AM_FM_classification-0.065MA_Detection_Exudates_3...' numeric
@attribute 0.667Diameter_of_Optic_Disc+0.617Distance_to_macula+0.267quality_of_assessment+0.249results_of_prescreening+0.104MA_Detection_Exudates_8... numeric
@attribute '0.903AM_FM_classification+0.19 quality_of_assessment-0.152MA_Detection_Exudates_4-0.142MA_Detection_Exudates_3+0.14 MA_Detection_Exudates_8...' numeric
@attribute '0.569MA_Detection_Exudates_8-0.499MA_Detection_Exudates_5-0.344MA_Detection_Exudates_4+0.31 MA_Detection_Exudates_7+0.276MA_Detection_Exudates_1...' numeric
@attribute Class {0,1}

@data
2.581754,1.450982,-1.650886,-0.672515,1.843372,-2.985809,-0.756246,-1.102124,0.243489,1
-1.420971,0.328944,0.005125,0.952595,0.015752,0.897274,-0.463937,-0.244435,-0.125473,1
2.952383,0.990093,-0.999502,-0.222213,0.229803,0.667348,-0.105792,-1.011434,0.301297,0
2.25489,0.985109,-0.938865,-1.377992,-0.004797,0.334776,-1.148289,1.008027,-0.289415,1
0.320101,0.172359,0.793175,-1.709465,-0.367106,-0.831652,0.811615,1.226236,0.054164,1
2.473108,-1.16886,1.251245,-0.126254,-0.186876,-0.584341,2.477806,-1.200642,0.733313,1
-0.511365,-0.202879,1.182429,-1.121311,-0.347536,-0.462109,0.203426,1.467229,0.146787,1
3.826999,-0.56479,0.472036,-0.738607,-0.214256,-0.197591,0.443424,0.301952,-0.487608,0
-0.132372,-2.48779,1.942161,-0.452765,-0.349804,-0.348277,0.274798,0.942619,0.365559,1
-3.214628,0.589557,0.436687,-0.333922,0.25041,0.928465,-2.03093,0.011983,0.263,1
1.291269,-1.410022,1.87733,0.077456,-0.305283,0.026607,0.009417,0.756225,-0.317233,0
-0.8822,-1.212501,1.760936,-0.083055,-0.207681,-0.596648,1.597453,-1.152094,-0.524559,0
-2.338322,0.10671,-0.465247,0.296741,-0.009294,0.578335,-0.256351,0.043606,0.38038,1
-5.359657,-5.032938,-3.457217,-0.384994,-0.047666,0.49155,0.213997,1.371815,4.577343,1
0.375034,-2.551446,3.099386,2.583429,1.103659,-2.806651,-0.52904,0.749675,-0.169499,1
-3.872308,-0.408979,-1.048312,1.456597,1.594099,-2.169941,-1.605658,0.456901,0.975482,1
2.919692,0.267188,0.131112,-0.231204,-0.150534,0.4996,-0.427239,1.146823,0.317556,1
-1.17106,1.226266,-0.755825,0.54998,-0.152937,0.322958,0.871367,-0.229358,-0.255603,0
-3.309702,-5.406053,0.34926,1.354755,-0.163748,0.457945,0.471932,0.011863,1.572349,1
-3.663541,1.026956,-0.078988,0.276998,0.108441,0.975835,-1.448584,0.124954,-0.111651,0
0.372697,-2.873857,1.42492,-0.980845,-0.305278,-0.614761,0.17443,0.494096,-1.478974,1
1.931455,0.821069,-0.685865,-1.385851,-0.235362,-0.295918,0.264287,0.953319,-0.510295,0
-2.088101,0.980674,-0.21797,-0.650619,0.1782,0.551454,-1.104296,-0.224213,0.055971,0
0.664349,0.297876,-0.518716,0.239986,-0.090538,1.025523,-1.6482,1.506751,-0.260689,1
-0.285438,0.877633,-0.546212,0.890124,1.733939,-2.371354,-1.410718,-0.517812,0.287084,1
-1.138026,1.066842,-0.610839,0.610202,0.020256,0.798798,-0.270388,-0.238477,-0.115328,0
-2.490474,1.217066,-0.331283,-0.643716,-0.055572,-0.020621,0.311106,-0.23869,-0.253836,0
1.275371,-0.291444,-0.065379,-0.344728,-0.401873,-0.254481,0.890377,1.005185,-0.40308,1
-2.931309,1.144768,-0.481446,0.67158,1.58553,-2.691676,-1.186048,0.032187,0.106542,1
-3.497887,0.705425,0.420871,1.032113,-0.199874,0.489756,0.353636,0.157539,-0.044487,1
1.167875,0.281744,-0.378244,2.657603,0.234135,2.281297,-1.771493,-0.391742,0.285137,0
1.878146,0.215986,0.285942,-1.921387,-0.122442,-0.409101,-0.266187,0.725726,-0.214273,1
1.615171,0.958284,-0.729884,-1.566983,0.143704,-0.251281,0.506701,-1.111982,-0.053501,0
-5.184561,1.034906,-0.103446,2.300833,1.374515,-2.251757,-1.06448,0.644885,-0.009401,1
1.840387,0.369411,0.224785,-1.144989,0.218859,0.037491,0.031569,-1.15642,0.494108,1
-0.770145,1.279545,-0.917018,1.136681,-0.180547,0.558435,0.963635,-0.233766,-0.289283,1
2.075291,1.049053,-0.948012,-1.059047,-0.19306,0.025159,-0.088893,1.070759,-0.414175,1
2.698338,0.148925,0.264476,0.273206,1.64667,-3.259928,0.304538,-1.39419,0.555065,0
-2.038549,0.298912,0.328015,1.462438,-0.090097,0.890514,-0.111623,-0.15341,-0.131678,0
2.360053,-0.334871,0.910632,-0.711656,-0.145486,0.076003,-0.390427,0.725176,0.020266,1
2.911216,0.83173,-0.967179,1.034014,0.199778,1.28195,-0.410025,-0.793289,0.367154,0
-2.472552,0.675649,-0.295475,2.804807,1.177154,-2.699187,0.857663,0.03339,-0.218685,1
1.69919,1.082532,-1.071234,0.514187,0.067056,0.722068,0.291898,-0.735139,-0.003795,0
2.036843,0.592136,-0.362504,-1.197353,-0.266164,-0.305717,0.42585,0.931895,-0.428959,1
-4.089332,0.655759,0.671727,-1.07746,0.130922,0.240349,-1.214477,-0.026292,0.093153,0
2.998985,0.382005,-0.534365,0.551978,0.293112,1.192167,-0.842571,-1.007582,0.336331,1
0.374783,-2.602814,-1.525286,-0.831875,0.115942,0.05524,0.361145,-0.810081,0.375297,1
-1.323048,1.181904,-0.584854,-0.419991,-0.029249,0.114253,0.37908,-0.347491,-0.171757,0
-1.471164,0.887209,-0.296632,-1.18071,-0.215516,0.065639,-0.959451,1.66473,-0.546825,1
2.494211,0.41367,-0.266518,-0.053769,1.375331,-3.107084,-0.69835,1.049213,0.25842,1
-5.549932,0.200014,1.469817,0.383681,-0.090116,0.426024,-0.670392,0.222435,-0.005716,0
-1.022882,1.225717,-0.777127,-0.630581,0.160777,0.509401,-0.713805,-0.37435,-0.076556,1
0.15092,1.224418,-0.875047,-1.063925,-0.308609,-0.156207,0.090406,1.378682,-0.675681,1
2.505039,0.898459,-0.918374,2.631695,-0.333611,0.718059,2.391751,-0.747281,-0.159549,0
2.133096,0.914278,-0.942921,1.949655,-0.058697,1.108743,0.768426,-0.618336,0.123516,1
1.609446,-0.060644,0.315468,1.268346,-0.275978,0.93009,-0.505421,1.232358,-0.11682,0
-0.438355,0.872129,-0.428858,-0.836809,-0.583505,-0.786135,1.677015,1.447732,-0.664796,1
-2.526655,0.5532,0.327926,0.286141,-0.222205,-0.055814,1.04526,-0.237037,-0.277069,0
-3.043016,-0.452183,1.425583,0.13467,0.011372,0.357593,-0.572411,-0.334014,-0.024065,1
-3.647819,0.832398,0.261701,0.467463,-0.186973,0.235103,0.435976,0.089905,-0.170837,1
1.458595,1.442471,-1.486998,1.754631,-0.824701,-0.022128,2.826856,1.476291,-1.060297,1
2.593995,-0.125362,0.273847,0.336859,-0.28472,0.379905,0.162417,0.965059,-0.19353,0
-0.797637,0.191913,0.676879,-0.221327,-0.042739,-0.037172,0.586735,-0.753734,-0.015103,0
0.321279,1.502302,-1.257312,0.059965,-0.233436,-0.205653,2.016521,-0.592075,-0.427084,0
1.459869,0.276222,0.061558,-0.615338,0.079537,0.920169,-2.194364,1.181938,0.076099,0
1.840671,-1.477482,1.251027,-0.47906,-0.197761,-0.009858,-0.313102,0.522753,-0.619091,0
2.781121,-0.134713,0.616028,0.345362,-0.175633,0.598099,-0.444593,0.922823,0.193075,0
-6.044451,0.483355,1.063824,-0.449397,-0.10321,0.033474,-0.481744,0.490681,0.147456,1
1.506278,-1.545261,2.350614,-0.659267,0.138221,-0.162387,0.195346,-1.553889,0.387389,1
-5.241273,0.712738,0.745666,-0.822251,-0.027419,0.015495,-0.613965,0.294309,0.060324,1
1.931476,-0.805753,1.163943,-1.007507,-0.091363,0.037906,-0.801508,0.671193,-0.110715,0
-3.663518,0.880181,-0.012017,1.866244,-0.216776,0.951854,0.092321,0.406436,-0.118627,1
2.016055,0.751716,-0.636044,-0.344277,0.179585,0.513939,-0.047106,-0.850504,0.315302,0
-1.436053,-0.500772,1.309244,0.019694,-0.079135,-0.052156,0.478007,-0.755549,-0.153828,0
1.931633,1.340513,-1.546953,-0.06382,0.199317,0.799526,-0.316408,-0.763948,-0.023432,1
1.816261,-0.454309,1.285798,-1.393677,-0.224329,-0.489769,0.218913,0.771823,0.123161,1
2.490656,1.976509,-3.106448,3.230151,-15.605107,-5.998309,-1.175222,-1.930978,0.238745,0
1.996024,0.171278,-1.083354,-0.597143,0.261875,0.597219,-0.429581,-0.862592,0.488125,1
4.251386,-0.906016,1.788749,0.30973,-0.286796,0.154288,0.677376,0.677022,0.737295,0
-0.261433,-1.015116,-1.234069,0.681181,1.722035,-2.517439,-1.081515,-0.313556,1.139473,1
-0.704556,0.971436,-0.493272,-0.269337,-0.271287,0.39003,-0.686535,1.653282,-0.519086,1
-1.264312,1.136498,-0.650962,0.364719,-0.031911,0.536595,0.119331,-0.198792,-0.107819,1
-6.699636,-6.281133,-0.653009,-0.766781,-0.164613,-0.397834,0.520591,0.754977,2.485335,1
-0.190811,-2.077812,3.205725,-0.767811,-0.237832,-0.272017,-0.614658,1.000631,0.266297,1
1.729295,1.367373,-1.613459,1.177247,1.250895,-2.611374,-0.593037,1.325239,-0.492805,0
3.469363,0.754802,-0.587597,-0.88298,-0.291834,-0.278302,0.938963,0.718904,-0.303425,0
1.839877,0.268489,-0.123357,0.542513,-0.231356,0.71112,-0.495958,1.159429,-0.333223,0
-0.43234,0.033294,0.528065,1.193521,0.129461,1.194389,-0.949723,-0.404509,0.383129,0
0.156732,0.120414,0.472205,-0.736952,0.163887,0.213571,-0.351089,-0.887831,0.133193,0
-1.79631,0.85175,0.036322,-0.928254,0.0875,0.112873,-0.318181,-0.420691,-0.000054,0
2.021786,-0.344229,1.07609,0.188431,0.268064,0.772336,-0.695733,-1.088843,0.851194,0
-1.452187,-0.567319,0.4738,0.805015,0.037487,0.757454,-0.521289,-0.589309,-0.473108,0
-5.6809,-1.240467,-0.896803,-1.507131,-0.238666,-0.792896,1.218045,0.370061,0.916896,1
-1.385741,0.744044,-0.110191,0.162905,0.005347,0.464906,-0.075724,-0.36374,-0.091309,0
2.093034,0.408529,-0.075558,-1.516581,0.225957,-0.127739,0.139679,-1.257897,0.273482,1
-5.129805,0.785498,0.735118,-0.551217,-0.183268,-0.253372,0.355392,0.223804,-0.1044,1
-4.515912,-2.251516,-0.864767,-1.002909,-0.022706,-0.071054,-0.003886,0.314122,1.348864,1
4.19533,-2.448408,3.46562,1.301998,-0.285356,0.402994,0.286279,0.26702,0.696649,0
-3.495524,1.020175,0.229929,0.783543,-0.424257,-0.217683,1.945613,-0.000464,-0.377667,1
-1.022826,0.927075,-0.131786,0.274826,-0.294637,-0.303887,2.01204,-0.45875,-0.207407,0
0.211804,-1.940532,1.739345,0.875324,-0.370925,0.328623,-0.051122,1.225659,0.418403,1
-2.666548,-7.199225,-5.11429,-1.169546,-0.121379,-0.443911,1.84396,0.014993,1.518138,1
-1.964262,-0.049463,0.969349,-0.381145,-0.402379,-0.115218,-0.155486,1.922894,0.022187,1
-3.434869,1.125416,0.072697,-1.207173,-0.079066,-0.375786,0.42256,-0.216299,-0.260764,1
1.906434,-1.65338,0.646909,-0.444956,-0.103925,-0.503255,2.022056,-1.112242,1.067487,1
1.795306,0.527372,-0.355792,0.248046,-0.088161,0.957362,-1.312404,1.239037,-0.125813,0
-1.303403,1.139015,-0.573597,-0.293867,0.098112,0.521783,-0.493768,-0.330518,-0.086222,0
-1.866435,-0.27947,1.54694,-0.511047,0.105984,0.176896,-0.557831,-0.661452,0.282166,0
3.341115,0.938052,-0.854375,-0.886353,-0.255213,-0.133508,0.650908,0.805739,-0.340277,0
-1.165261,0.212773,0.515702,-0.572163,0.096818,0.19436,-0.316036,-0.615262,0.036016,0
1.783929,1.252087,-1.394632,0.807637,-0.359402,0.67113,0.210381,1.368907,-0.695106,0
-3.10597,0.968497,-0.304888,0.820279,1.634063,-2.491617,-1.606931,0.104414,0.236383,1
2.700762,-1.081639,1.223011,0.932582,0.163655,0.805656,-0.184441,-1.356413,0.349139,0
2.633915,0.355426,-0.030153,-2.206567,-0.141413,-0.62261,0.158211,0.530371,-0.392674,0
0.751339,-2.367254,2.213202,-1.70751,-0.149369,-0.636555,-0.376455,0.503028,0.101753,1
2.023114,1.071489,-1.051901,-0.472722,0.247118,0.634207,-0.422513,-0.915244,0.123487,0
2.578716,1.293578,-1.250478,-1.090366,0.107784,-0.047277,0.852414,-1.034118,0.05725,1
1.272479,1.272026,-1.205405,-0.420957,1.366756,-3.19228,-0.874326,1.150887,-0.369867,1
-0.099835,1.293487,-0.841504,-0.743766,-0.105133,-0.328214,1.361763,-0.632016,-0.235563,0
1.433274,1.245192,-1.188118,-0.386617,-0.292568,0.202408,0.112861,1.2576,-0.647866,0
-2.340374,1.258448,-0.300947,-1.360938,-0.035511,-0.367808,0.490466,-0.37574,-0.249737,0
2.498075,-0.045483,0.251563,-0.757624,-0.205981,-0.026225,0.0162,0.775092,-0.254246,0
-2.88318,0.684296,0.311349,-0.366885,0.249107,0.887297,-1.887273,-0.100482,0.203933,1
-0.541142,1.164513,-0.88116,0.511071,0.07295,0.871639,-0.415378,-0.301012,-0.084329,0
-2.715071,0.050801,0.675748,2.336291,1.625261,-1.865946,-1.966188,-0.104439,0.236128,0
2.572346,-1.639488,2.211908,-0.570293,-0.105912,0.065538,-0.692882,0.365528,0.071341,0
0.786207,1.096771,-1.038772,1.640573,-0.520355,0.720633,0.678044,1.640749,-0.699944,1
2.335602,0.024696,0.368404,1.48918,-0.393834,0.723695,0.403248,1.230181,-0.006488,1
-2.341742,1.046096,-0.225259,-0.199764,-0.110792,0.046332,0.533033,-0.122267,-0.11825,1
-1.234415,0.077158,1.024788,0.665065,0.010774,0.589533,-0.138029,-0.435767,0.409222,0
2.873806,-0.715901,0.917545,-0.782175,-0.090143,0.128582,-0.603197,0.521642,-0.129548,0
2.670592,-1.045005,1.122249,0.325391,0.369051,1.077049,-1.384026,-1.270368,0.533666,0
2.254359,1.127781,-1.059963,-0.92262,0.210607,0.289502,0.050761,-0.983649,0.167469,1
2.214116,0.62415,-0.600637,0.643308,-0.151449,0.998908,-0.925543,1.209884,-0.256267,0
-3.043016,-0.452183,1.425583,0.13467,0.011372,0.357593,-0.572411,-0.334014,-0.024065,1
2.448003,-2.74487,2.539992,0.742751,-0.189607,0.438408,-0.731997,0.189315,-0.674668,1
0.961381,1.229958,-0.993989,-0.341117,-0.446525,-0.173335,0.978856,1.299301,-0.732211,1
2.341702,-0.328885,-0.517272,2.450989,1.734357,-1.669237,-1.216553,-0.583991,1.005851,1
3.306599,-5.59165,6.475343,0.619872,-0.163238,-0.149133,-0.647207,-0.858778,-0.043609,1
2.761084,0.820767,-0.827742,-0.133631,-0.215572,0.40412,-0.067319,1.010971,-0.366893,0
3.031749,0.944127,-1.054309,-0.831618,-0.272663,-0.12362,0.673219,0.875994,-0.376627,1
3.604556,-0.57576,1.281942,-1.407526,-0.243302,-0.601816,0.851647,0.50371,0.330216,0
0.419395,1.219411,-1.022764,0.140244,0.093385,0.673204,-0.116647,-0.537015,-0.061861,0
-0.03631,1.175371,-0.897078,0.050854,0.118175,0.710511,-0.385581,-0.480134,-0.062017,0
-1.364204,0.69048,-1.16517,0.797265,1.713181,-2.340102,-1.573151,-0.119879,0.390985,1
2.62231,1.062451,-1.099953,-0.195722,0.154878,0.509186,0.257692,-0.986568,0.11641,0
0.653626,-2.135365,3.356098,-0.838234,-0.14639,-0.206066,-0.855522,0.5248,0.190941,1
1.845695,0.776959,-0.38949,-1.502862,0.226274,-0.033761,0.067113,-1.049012,0.376701,0
2.621505,-0.182358,0.492503,0.888712,0.210732,1.051558,-0.500933,-1.03647,0.606882,0
2.740122,1.160869,-1.253702,-0.733475,0.215942,0.384734,0.095308,-1.047573,0.138402,0
-1.797811,-0.00526,0.750414,-0.070868,0.218444,0.811754,-1.52271,-0.42604,0.138726,0
-1.614724,-0.426705,0.487361,1.252601,-0.037818,0.816013,-0.265201,-0.4235,-0.421318,0
0.498831,-3.558014,-0.311572,-0.218309,-0.41219,-0.292234,1.000031,1.129464,0.517184,1
0.070093,0.033338,0.961141,-1.012053,0.140274,-0.050827,-0.037981,-0.805266,0.616017,1
2.224614,0.145827,-0.078783,0.058565,-0.280595,0.275483,0.121198,0.977718,-0.426756,0
-5.785503,0.690595,1.170537,-0.829596,-0.170393,-0.373495,0.220764,0.141529,-0.136708,1
-4.398504,0.739968,0.233873,-0.500609,-0.108163,-0.04433,0.013153,0.180131,-0.24695,1
-3.39487,1.181731,-0.169493,-0.274838,-0.208279,-0.182088,0.895428,-0.002603,-0.3146,1
-1.72591,0.777975,-0.488158,1.261007,-0.158868,0.691898,0.499368,0.009457,-0.015785,1
2.24476,-1.154962,1.987079,-1.173619,-0.281172,-0.625943,0.571038,0.507152,0.064911,1
0.513591,1.088368,-0.942266,0.667364,0.036817,0.814859,0.04459,-0.375882,0.070781,1
-3.486882,0.932173,0.018453,-0.011995,0.172264,0.962056,-1.708116,0.083729,0.009955,0
-1.860292,-1.217235,0.725674,-0.022017,0.006214,0.16911,-0.132739,-0.75643,-0.683238,0
1.658544,-0.664006,1.416237,0.416993,-0.213104,0.586029,-0.626668,1.183202,0.331642,1
0.376733,1.257295,-1.02308,-0.686547,0.140026,0.346556,-0.140568,-0.621857,-0.047431,0
-0.065799,0.742031,-0.412222,0.600683,0.121317,0.978521,-0.637493,-0.318441,0.236745,1
-1.939245,1.234663,-0.502408,-0.990868,0.003568,-0.070348,0.188065,-0.296019,-0.167675,0
-2.221778,-1.616673,0.614415,-0.761891,-0.42689,-0.414497,0.30054,1.849883,0.501367,1
2.878987,0.148555,0.58473,-1.829245,0.143479,-0.537286,0.990171,-1.311376,0.71578,0
2.157698,-0.61839,1.275279,0.141331,0.280516,0.811206,-0.824133,-1.070554,0.872124,1
2.392179,0.380515,-0.798104,3.40243,1.104689,-1.95231,-0.245203,1.327304,-0.420739,1
2.771839,1.761646,-2.033973,-0.359511,-0.121842,-0.215603,2.134352,-1.020309,-0.431299,0
3.446418,-0.715244,1.551946,-1.535072,-0.115111,-0.454613,0.039562,0.27059,0.272891,0
2.548275,1.246787,-1.260523,-1.086438,-0.253045,-0.130861,0.434478,0.996067,-0.53759,0
0.83605,1.103805,-1.170374,1.195059,1.348646,-2.331063,-1.491104,1.468493,-0.331933,0
-1.884047,0.82853,-0.117869,0.205688,-0.225893,0.816313,-1.486214,1.859151,-0.503559,1
-3.837094,-0.930276,0.7767,-0.105044,-0.021249,0.199511,-0.500079,-0.235917,-0.650025,1
2.217123,-2.787559,3.012974,0.651147,-0.225428,0.338016,-0.398659,0.539847,0.363158,1
-2.038435,1.013778,-0.068075,-1.559526,-0.258109,-0.22717,-0.658577,1.57502,-0.639415,1
2.644725,1.246938,-1.312777,-0.66453,0.195805,0.409954,0.138475,-0.975986,0.114733,0
2.730613,-8.953738,9.55048,0.836742,-0.099496,-0.29812,-1.468295,-1.716446,-0.640853,0
2.754363,1.169078,-1.315779,0.125587,0.219628,0.921336,-0.29049,-0.795146,0.259962,1
2.517948,0.009403,0.235518,-0.098658,-0.150982,0.466392,-0.581375,0.861739,-0.174177,1
2.347721,1.248281,-1.193568,-1.74687,0.173208,-0.252995,0.607203,-1.169374,-0.042626,0
-2.004963,0.421166,0.455995,0.91276,-0.178718,0.35104,0.689967,-0.19612,-0.016767,0
1.338913,-1.54506,0.064164,-0.447592,-0.398478,-0.297352,1.006916,1.239766,0.438955,1
3.26874,0.893367,-0.784789,-1.01796,-0.203085,-0.040511,0.311956,0.874503,-0.228253,1
-3.894543,1.024814,-0.027507,-1.034285,-0.018905,-0.0758,-0.170825,-0.056263,-0.179201,1
-1.442925,-0.08741,0.810368,-1.463602,-0.095798,-0.84834,1.174839,-0.927568,-0.395834,0
-0.166147,-4.756062,-1.84346,0.521149,-0.095894,0.00281,1.015602,-1.54749,-3.149004,1
2.230278,-0.132301,-1.673284,-0.534663,0.310817,0.718906,-0.743711,-1.157715,-0.701962,1
-2.03728,1.073968,-0.439595,1.552674,-0.244295,0.648744,0.8663,0.020228,-0.246762,1
1.969512,0.843992,-0.575067,-0.501744,0.074905,0.102207,0.72844,-1.005589,0.141022,0
0.51286,-1.730084,1.284983,-1.41105,0.079792,-0.620217,0.69378,-1.351457,0.168377,1
-3.190646,0.017013,0.814332,1.603666,-0.162808,0.783833,-0.003579,-0.006806,-0.181477,1
-1.625299,1.03926,-0.348653,0.19973,-0.072651,0.32795,0.365352,-0.247944,-0.132107,0
1.376383,0.565065,-0.232794,0.128216,-0.264002,0.462771,-0.254749,1.339182,-0.191884,1
1.453161,0.569611,-1.270876,-0.537594,0.201782,0.507112,-0.261191,-0.788821,0.033623,1
-0.723552,-2.323508,2.666014,-0.312989,0.057005,-0.18476,0.020442,-1.447828,-0.361402,0
-0.089662,-0.510925,1.188278,0.754723,-0.321928,0.590554,-0.533235,1.490536,-0.067839,1
1.075804,-1.083557,1.269736,-0.595377,-0.370954,-0.437126,0.595178,0.716201,-0.742691,0
0.438849,1.843454,-2.65415,1.996533,-14.83407,-5.415656,-3.610954,-3.700431,1.073964,0
2.449858,0.727669,-0.687465,-0.150785,0.400583,1.152926,-1.410431,-0.908744,0.473283,0
2.043556,-0.130936,0.688011,0.750393,-0.417107,0.184658,0.781558,0.938215,-0.210299,1
-0.625854,-2.674316,1.364653,-0.938373,-0.089748,-0.790157,1.313145,-1.258,0.025417,1
2.554742,0.209723,-0.185031,-0.25611,-0.200733,0.345718,-0.192777,1.046156,-0.061049,0
2.81995,-1.783348,2.226171,1.219194,0.021684,0.528308,0.596667,-1.403724,0.535954,1
1.435076,0.512915,-0.04519,-0.717007,-0.403986,-0.406122,1.019221,1.082801,-0.322845,1
1.389958,-0.336937,0.706346,1.802696,1.451516,-2.027699,-2.183778,1.156109,0.236557,0
-0.968243,1.136563,-1.091862,2.997728,1.461913,-1.828569,-0.675892,0.098219,0.137614,1
-0.837484,1.269134,-1.044168,1.823966,1.489596,-2.404758,-0.347269,-0.2078,0.024552,1
-2.527359,0.434649,0.407637,-0.331632,0.034663,0.280714,-0.387498,-0.292627,-0.034004,1
-1.586409,-0.004249,0.84323,1.418827,-0.064311,0.839298,-0.119709,-0.361729,0.043913,0
-3.026997,-1.373382,0.220024,1.533822,-0.411654,-0.016152,1.742222,-0.408415,-1.426755,1
1.474841,1.111586,-1.03536,-0.433983,0.14149,0.416532,0.076949,-0.783861,0.041091,1
-0.427393,1.262045,-0.929949,-0.9582,0.263466,0.582164,-1.09609,-0.51169,-0.033787,1
3.15586,-0.032539,0.333661,0.316791,-0.216595,0.47755,-0.091679,0.828446,0.009101,0
0.33567,1.41992,-1.308305,0.829706,-0.151425,0.436286,1.19282,-0.437324,-0.323963,1
1.55857,1.186301,-1.220806,1.543989,-0.499115,0.693177,0.820126,1.44683,-0.74098,0
2.870608,0.798938,-0.809358,-0.886352,0.156254,0.092667,0.560203,-1.177031,0.135198,0
-2.771544,0.689696,0.280924,-0.366818,0.253232,0.893825,-1.882738,-0.116302,0.207189,1
0.149502,1.272067,-0.921341,-0.944752,0.060677,0.008444,0.409378,-0.657887,-0.118347,0
1.553047,-1.76124,1.805274,1.066067,-0.358004,0.437608,0.139116,0.998129,0.245096,1
-0.818895,-0.062588,0.70039,1.067142,-0.024906,0.714587,-0.027895,-0.536356,0.019124,0
-0.65942,-3.208583,1.340723,-0.111088,-0.295227,-0.05677,-0.448524,0.651325,-1.467375,0
2.295769,0.727331,-0.546133,-0.764568,0.291457,0.535781,-0.52272,-0.977747,0.436264,0
-0.067201,0.226034,0.374551,0.260861,0.090892,0.569562,-0.243364,-0.656923,0.225462,0
-0.81121,1.196441,-0.71034,-1.092697,0.135634,0.166062,-0.321427,-0.468026,-0.046048,1
-1.630319,1.259082,-0.54959,-1.061209,0.006225,-0.120599,0.298693,-0.389622,-0.186984,1
2.27371,1.367635,-1.476082,-1.185034,0.23909,0.269124,-0.068357,-0.986291,0.006465,0
2.641408,-0.931112,1.641687,-0.784997,0.119366,-0.22751,0.687485,-1.536189,0.588411,1
-0.779147,1.024942,-0.509395,-0.607329,0.081134,0.251832,-0.11323,-0.486198,-0.05911,0
2.387926,1.555183,-1.837966,-0.415977,0.117067,0.390969,0.466916,-0.895701,-0.191384,1
2.961317,-1.898599,3.118286,-0.549218,-0.195994,-0.317081,0.128363,0.155765,0.438098,0
1.339464,1.74965,-1.972343,0.911015,1.471236,-2.990542,0.710002,-0.705964,-0.229024,1
3.000996,-0.276401,0.87125,-1.678316,-0.034692,-0.11963,-0.597299,0.723452,0.396916,1
-4.074981,0.240514,0.855864,-0.874908,-0.077679,-0.269248,0.095696,-0.198058,-0.238976,1
-4.627663,-0.678994,-0.591082,0.445447,-0.074696,0.650062,-0.392701,0.641037,1.128833,1
-0.440042,1.235006,-0.908597,0.046805,0.043416,0.534447,-0.014283,-0.394833,-0.122998,1
-2.297616,0.739076,0.054465,1.13173,-0.066047,0.858193,-0.220441,-0.005744,-0.000586,0
1.460918,0.952912,-0.707904,-1.265216,-0.140997,0.065569,-0.527143,1.087903,-0.404362,1
-1.956066,-1.278884,2.273096,0.128093,-0.315327,0.204979,-0.926617,1.561037,-0.04032,1
-1.254348,0.739782,0.085937,0.098976,-0.015426,0.334922,0.189332,-0.346773,0.144284,0
-5.203567,0.662623,0.801928,-0.354383,-0.081871,0.115782,-0.404943,0.262566,-0.039538,0
-1.191981,0.841437,-0.145511,0.131165,-0.167533,-0.020381,1.132735,-0.371593,-0.123635,0
3.237077,-0.513221,0.5791,-2.170599,-0.203174,-0.813572,0.738098,0.609826,0.15667,1
2.065611,0.039668,0.131788,0.027844,1.497931,-2.822891,-1.691026,0.838762,-0.01251,0
-1.244256,1.088956,-0.500794,-0.161026,0.011822,0.343486,0.050452,-0.313389,-0.066666,1
2.423818,0.412904,-0.417996,1.265884,1.206138,-2.897915,-0.067904,0.958647,-0.2699,0
0.547466,1.363826,-1.461891,2.100897,-0.148227,1.140512,0.751861,-0.256213,-0.287777,1
3.41638,0.886294,-1.109211,1.582944,-0.32391,1.068818,0.188791,1.236194,-0.293895,0
2.458603,-0.167375,0.717408,1.044061,0.187499,1.031361,-0.338823,-1.053467,0.722401,0
2.305751,0.301161,-0.180223,1.391167,0.178158,1.324877,-0.514294,-0.835644,0.416525,1
-2.210739,0.908832,0.005938,-1.074665,0.016042,-0.138774,0.100522,-0.371737,-0.103354,0
