@relation 'AT: dr-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.393MA_Detection_4-0.391MA_Detection_3-0.391MA_Detection_5-0.385MA_Detection_2-0.38MA_Detection_1... numeric
@attribute -0.42MA_Detection_Exudates_4-0.395MA_Detection_Exudates_6-0.387MA_Detection_Exudates_5-0.377MA_Detection_Exudates_7-0.336MA_Detection_Exudates_8... numeric
@attribute 0.454MA_Detection_Exudates_2+0.419MA_Detection_Exudates_3+0.415MA_Detection_Exudates_1-0.321MA_Detection_Exudates_7-0.316MA_Detection_Exudates_8... numeric
@attribute 0.709Diameter_of_Optic_Disc-0.593Distance_to_macula-0.335results_of_prescreening-0.11quality_of_assessment-0.094AM_FM_classification... numeric
@attribute 0.869quality_of_assessment-0.434results_of_prescreening-0.175AM_FM_classification-0.142Diameter_of_Optic_Disc-0.06Distance_to_macula... numeric
@attribute '0.79 results_of_prescreening-0.482Distance_to_macula+0.334quality_of_assessment-0.124AM_FM_classification-0.065MA_Detection_Exudates_3...' numeric
@attribute Class {0,1}

@data
-2.968565,0.936155,0.152022,-0.735563,-0.003458,0.038222,0
-2.014137,0.515842,0.689815,-0.579617,-0.107405,-0.292623,0
-0.032445,1.159101,-0.861434,0.042231,0.076648,0.585901,1
3.183106,1.103556,-1.388892,-0.060113,-0.075149,0.881588,0
-0.87602,1.345607,-0.790737,-0.988662,-0.055953,-0.274807,0
-0.799089,1.165954,-0.785491,0.868463,-0.109119,0.583455,0
-3.326836,0.792745,0.475296,-1.319267,-0.015203,-0.327015,1
1.640588,0.581739,-0.737474,-2.074457,-0.237726,-0.652469,0
-0.191335,0.429091,0.45031,-1.219528,-0.269221,-0.276079,1
-1.761759,0.176997,0.625299,0.707161,0.154514,1.078943,0
-1.514027,1.179333,-0.740258,1.132452,-0.093587,0.822445,0
-3.446063,0.945958,-0.093166,1.546636,-0.190186,0.844997,1
-0.276687,0.814918,-0.448187,-0.002396,0.305698,1.142203,1
1.191825,-2.844857,3.694482,0.631042,-0.075583,-0.144553,1
0.191639,1.534762,-1.339606,0.299482,-0.189767,0.061337,0
-2.337961,1.175528,-0.465303,0.721273,1.494228,-2.955181,0
-2.164542,1.251933,-0.519248,-0.709834,-0.033649,-0.004144,0
-1.629054,1.007979,-0.158027,-0.643466,-0.095333,-0.2179,1
2.778724,1.543437,-2.020614,0.988195,0.034177,0.930737,0
2.017647,0.933158,-0.554706,-1.794091,-0.268475,-0.615433,1
3.102958,-2.062695,2.20081,0.177471,-0.317735,-0.160688,0
2.324693,1.010617,-0.904017,-1.035097,-0.199808,0.014093,1
-3.301342,1.281673,-0.228357,-1.121667,-0.032509,-0.169346,1
1.565137,0.075069,0.541611,-2.21882,-0.074068,-0.452991,1
1.053402,-2.988658,-2.409984,-1.461985,0.210186,-0.101632,1
1.006913,0.67679,-0.471967,-0.386641,-0.368494,-0.074135,0
-2.915302,1.069359,-0.237856,0.613579,-0.069028,0.64517,0
2.313997,0.892414,-0.638096,-1.988413,-0.121188,-0.328321,0
-1.070589,-2.956719,3.014612,-0.453407,-0.46938,-0.762903,1
-3.679092,1.031142,0.021875,-0.345087,-0.182029,-0.162137,1
2.18674,-1.40274,2.371269,-0.569577,0.211523,0.206302,1
-1.344284,0.890947,-0.617373,-0.877028,0.058216,0.095831,1
-1.789089,0.713929,-0.112701,-1.022573,-0.045254,-0.307941,0
-1.353812,0.864214,-0.090429,-0.987181,0.174136,0.288722,1
-1.370991,0.802923,0.039179,-0.374889,-0.104422,-0.148487,0
-0.54043,-0.639025,0.176411,-0.781562,0.059827,-0.106865,1
3.697422,-0.788938,1.239864,0.023704,-0.161134,0.369992,0
-4.448683,0.799996,0.395229,-1.218008,-0.051406,-0.287086,1
1.923751,1.167175,-0.90857,-2.385397,0.28127,-0.315722,1
3.777274,-9.244612,8.034934,0.384899,-0.101265,-0.464686,0
1.996513,0.288602,-0.897134,-0.806555,0.20726,0.267044,0
-1.891539,0.467634,0.363034,0.311244,0.09149,0.746484,0
-1.045339,-0.75555,2.34646,0.711706,0.014624,0.421263,1
1.621726,0.077649,0.519252,-0.424319,-0.151047,0.323621,0
0.068886,0.548252,-0.213214,1.466152,0.011157,1.097384,0
-4.305919,-0.872261,1.12358,2.084189,-0.162946,1.029406,0
-1.726378,-0.270696,1.0083,-0.771423,-0.043094,-0.331976,0
3.313405,-1.856777,3.201966,-0.357017,-0.196328,-0.24619,1
-3.334919,-0.128506,0.539575,0.096242,-0.035182,0.332105,1
-5.124801,-3.137234,-1.707787,0.656361,-0.316615,0.142674,1
2.904079,0.852213,-0.696089,0.046537,-0.511971,-0.31197,0
1.333605,0.47102,-1.676334,-0.032603,0.12041,0.618142,1
3.209346,-0.149201,0.549324,-0.72196,0.143814,-0.063997,0
-4.291736,0.947159,0.00695,2.073552,-0.360198,0.73082,1
-0.815509,1.235893,-0.849145,-0.011973,0.030733,0.49253,1
2.019629,-1.448451,2.665079,1.332272,-0.614475,-0.278814,1
4.252303,-1.9497,3.083863,0.123888,-0.163978,0.140365,1
1.888312,-2.162231,3.589779,-0.504321,-0.42431,-0.818324,1
-5.091998,0.516782,0.947905,-1.4365,-0.050578,-0.417637,1
2.343823,0.092164,0.178978,1.025004,0.129511,0.96686,1
-1.266768,-0.006029,0.636523,1.058774,0.128694,1.159867,1
-2.778446,0.922454,-0.013904,0.072652,-0.121544,0.165249,0
2.140892,-0.305271,0.939289,-0.763643,-0.113044,0.142307,0
-1.059989,-4.288704,-1.117042,1.560313,-0.46802,0.648037,1
-3.098224,0.716019,-0.575981,0.901348,1.602937,-2.51825,1
1.608284,0.554706,-0.390925,1.75368,1.271481,-2.390084,1
3.21946,1.023243,-1.144629,-0.971095,-0.124786,0.204579,0
2.800973,0.763256,-0.551517,-1.761103,-0.068978,-0.128207,0
3.763334,0.485627,-0.21023,0.314643,-0.295253,0.396188,0
1.399598,-0.148271,0.587768,0.063707,0.256167,0.834424,1
-0.84285,0.390144,0.449535,-0.606814,0.065837,0.077113,0
2.139178,0.094861,0.127585,0.110945,0.27716,0.904279,0
-3.439924,0.944565,0.33003,-1.202843,0.048663,-0.062222,0
-3.901563,0.920681,0.004011,-0.084657,0.047959,0.617569,1
1.894176,0.740441,-0.368328,-1.038779,-0.256215,-0.199556,0
-0.509164,1.326677,-0.868071,-1.021176,0.07835,0.051752,1
0.84868,-5.217007,-2.787507,-1.006202,-0.133165,0.294135,1
2.686397,0.9982,-1.123504,1.034779,0.125978,1.121418,0
2.356227,-0.628038,0.773289,2.826752,1.563735,-2.148336,0
-5.896539,0.847641,0.838112,-1.229606,-0.191457,-0.609025,0
-1.7967,0.977855,-0.306354,-0.541113,0.202464,0.668531,0
1.133503,-2.660584,2.926866,-0.842661,-0.464567,-1.119531,1
0.803937,1.190457,-0.924411,-0.489387,-0.024547,-0.030812,1
-3.667982,0.467744,0.655679,-0.608393,-0.144405,-0.290237,1
1.443687,-0.527257,1.019224,0.223712,0.057117,0.279567,1
-0.96047,1.216752,-0.754098,-0.828064,0.161028,0.393643,0
0.909773,0.519289,-0.188966,-0.176849,-0.133588,0.642408,0
1.070264,1.143141,-1.036853,0.470684,-0.353292,0.513289,0
-0.524272,1.316632,-0.937348,0.514373,-0.13665,0.32113,0
2.495973,1.172491,-1.418169,-0.254227,-0.114571,0.703354,1
1.589065,-2.523505,3.761202,1.386291,-0.242743,-0.234525,1
1.813194,-0.278665,0.608424,0.465496,-0.129726,0.863855,0
2.44697,1.208724,-1.394063,0.203882,0.064395,0.530535,0
-0.593605,1.057102,-0.634799,0.246197,-0.064142,0.335326,0
2.83109,-0.690688,1.406031,0.105098,-0.023161,0.904196,1
1.297411,-1.259714,2.116709,-0.799635,-0.127938,-0.024736,1
-2.305444,0.970128,-0.312828,1.964335,-0.253053,0.854782,0
-2.697081,0.417108,0.536086,-0.51973,0.09319,0.331864,0
-3.260197,0.985776,-0.266455,0.600942,-0.133541,0.484747,1
-5.505956,0.306612,0.939067,-0.20625,-0.276109,-0.342119,1
2.655638,0.379838,-0.146372,-1.458555,0.371691,0.329521,0
2.039034,-0.716282,0.581367,-0.614163,-0.183531,0.08575,0
-0.778788,1.41608,-0.868223,-1.116383,-0.044242,-0.305104,0
-3.696756,0.475935,0.818649,-0.818291,-0.020999,-0.088137,1
3.576728,0.409342,-0.533209,0.357318,1.455703,-2.751225,1
0.941598,0.924974,-0.746002,0.443415,1.769752,-2.584446,1
1.020181,-4.017413,-2.840544,0.355942,0.231342,0.981668,1
1.800713,0.11426,0.235165,2.149716,1.495988,-2.534779,1
-3.412023,-0.314629,1.790994,-0.191585,-0.05572,0.008934,1
2.391099,1.274781,-1.388148,0.719704,-0.053234,0.499727,1
-1.625927,0.77573,-0.057623,0.379795,-0.059467,0.419012,0
1.841866,-0.53127,1.638831,-1.644263,-0.257541,-0.771925,0
1.881563,0.299689,-0.286765,3.028915,1.645683,-1.644761,1
-0.505631,1.279913,-1.079389,0.670434,0.050791,0.923652,1
-2.264252,-1.437181,-1.945087,0.294728,1.734786,-2.51115,1
3.767887,-0.25445,0.860389,0.110047,0.334369,0.952211,0
2.984074,0.570223,-0.559507,0.812688,-0.259489,0.746812,0
1.211492,-2.737926,4.527868,-0.147134,-0.216616,-0.220004,1
-2.37697,1.114221,-0.319301,-0.598168,0.048009,0.267845,1
1.333084,-1.0152,2.2306,-1.541109,-0.198256,-0.620815,0
0.607459,-2.611235,-3.791717,0.406537,1.581259,-2.961805,1
-3.021406,0.840779,-0.437622,3.509558,1.53591,-1.285485,0
3.580353,-0.057054,0.368909,-0.87372,0.11608,0.695934,0
1.968689,-0.199711,0.438327,0.987967,0.114875,0.889057,0
-0.448488,1.307355,-1.179633,1.759579,1.613058,-2.118859,0
1.452476,0.448372,-0.079043,-0.595396,-0.117037,0.418737,0
2.892164,0.633168,-0.66546,1.708684,-0.324208,1.147107,1
1.165196,-0.770047,1.834572,-0.179334,-0.319122,-0.102014,1
1.408303,-0.56516,1.294142,0.454962,-0.404371,0.018461,1
-4.479885,0.719015,0.256495,-0.904762,-0.130874,-0.297528,1
-2.657206,0.8671,0.008923,0.320044,0.064408,0.788228,1
2.184544,1.144406,-1.322044,0.808197,0.039748,0.799284,0
-3.222457,1.289982,-0.26579,-0.656876,-0.147053,-0.224307,0
-1.618216,1.230739,-0.569336,-0.816089,-0.002077,-0.005943,1
-1.318129,0.931255,-0.424267,0.057583,0.225544,1.029012,0
3.06684,0.848408,-0.864479,0.013071,0.184384,0.649864,1
3.078694,0.723597,-0.916094,1.376041,0.165295,1.315205,1
-0.958282,0.085141,1.095822,-0.126893,-0.141729,-0.285866,1
1.968045,1.221009,-1.011312,-1.851743,0.167532,-0.293415,1
-1.860604,0.762021,-0.026436,-0.707792,0.177367,0.475058,0
2.608967,0.613237,-0.533979,1.436676,-0.35701,0.856217,0
2.463254,0.848395,-1.179899,1.001424,1.970982,-1.77693,1
-1.88833,-0.283286,0.409132,0.051233,-0.260737,-0.397688,1
0.442082,1.331711,-1.295886,-0.158678,0.21466,0.866119,1
0.589575,-2.630836,3.365212,-0.640924,0.095567,-0.356691,1
3.146391,0.544358,-0.456907,-0.762254,-0.063103,0.4338,1
1.778449,0.764771,-0.63373,-0.954525,-0.046845,0.450735,1
3.054312,-2.01432,2.900679,-0.197797,1.270057,-3.98237,1
-0.103997,1.126709,-0.6484,-0.151672,-0.016793,0.20884,1
0.444653,1.551286,-2.13737,0.60488,-14.943806,-5.629412,0
1.06892,0.660873,-0.64716,0.084336,0.160436,0.711426,1
-2.111898,1.293129,-0.708756,0.497139,1.561589,-2.879304,1
3.379564,-0.005221,0.06553,0.063416,-0.046438,0.794109,0
3.655785,-0.162605,0.355674,3.376311,-0.645306,0.988115,0
-0.381805,1.184585,-0.795362,0.266009,-0.000256,0.524571,1
-2.993349,1.065178,-0.286559,0.713824,-0.158029,0.470917,1
2.83802,1.096416,-1.005933,-1.546029,-0.184412,-0.240039,1
-4.63288,0.192162,1.356141,2.249365,-0.43753,0.452621,0
2.228376,0.975695,-0.763995,-2.470048,-0.048802,-0.385969,0
2.826043,-0.158769,0.498243,-0.621573,-0.1168,0.29446,1
-0.319642,0.69594,-0.499979,0.456732,0.094633,0.806971,0
0.868164,0.453857,-0.211214,-1.564116,-0.236564,-0.382129,1
-3.536578,0.739817,0.330503,-1.472258,0.328021,0.541302,1
-4.671544,-0.077006,1.686029,-0.363737,0.013882,0.207054,1
2.764645,-2.750214,3.819245,0.15013,0.031264,0.572986,0
2.617461,-1.188261,0.507784,1.139132,0.165599,1.121141,1
2.022112,1.00645,-0.858023,-1.681939,0.285541,0.055337,0
-4.112802,0.906917,0.3716,-0.951242,0.034819,0.081933,1
-1.236481,1.025948,-0.587006,1.194462,1.665582,-2.302873,0
-1.802907,1.17224,-0.54249,0.759378,-0.157845,0.442659,0
1.585961,1.244421,-1.224652,0.330884,-0.432376,0.209331,1
-1.060415,-1.270835,0.204506,-0.891436,-0.026629,-0.384739,0
1.482054,0.566375,-0.233069,-0.44875,-0.147415,0.427437,0
0.60843,1.518687,-1.325556,-0.593599,-0.069101,-0.132566,0
-1.29393,0.629092,-1.002798,1.032318,-0.082937,0.78776,0
-2.404661,1.212154,-0.354259,-0.117574,-0.122594,0.080918,1
2.734042,0.003557,0.483534,-0.188926,-0.235462,0.15316,1
3.111649,0.34164,-0.196653,0.25379,-0.188828,0.585121,0
2.487185,0.417758,-0.268289,0.173566,0.267165,0.894212,1
1.728889,-2.53791,2.133126,0.068367,-0.217791,0.127301,1
2.258407,0.211646,-0.060411,0.151755,-0.198866,0.541024,0
-1.156487,1.160177,-0.799463,0.189608,1.565645,-3.10262,1
1.985532,1.238194,-1.205838,0.39816,-0.048749,0.336883,1
-5.7721,1.052028,0.299954,0.162898,1.587219,-2.845279,0
3.441988,1.251819,-1.581848,0.615644,1.311016,-2.866351,0
-2.522131,1.175974,-0.461957,1.058729,-0.230406,0.456327,0
2.148364,0.89314,-0.951348,0.631817,0.078918,0.776182,1
-1.568354,1.186234,-0.633308,1.101034,-0.116646,0.734372,1
3.353123,0.194496,0.120948,1.53377,-0.710993,-0.118188,0
2.456369,1.54169,-1.897678,0.4385,0.030953,0.628148,1
-3.181558,0.854452,0.261765,-1.31586,0.118705,0.057123,1
-2.73196,0.542992,0.537666,-0.072942,0.06134,0.503573,1
-1.554952,0.591493,0.134117,1.571938,-0.055623,1.050675,1
-3.116152,0.792132,0.433238,-0.30953,-0.11777,-0.060936,0
-4.665912,0.812627,0.49934,-1.22973,-0.055898,-0.294566,1
-3.685174,0.027904,1.381542,0.445058,-0.147275,0.185677,1
0.88616,1.433949,-1.594491,1.376138,-0.133514,0.773881,0
-2.164838,0.661829,0.201935,-0.676598,0.169637,0.460906,0
1.628382,-0.920842,0.985983,0.738224,-0.41543,0.161526,0
0.334783,-0.387879,1.130969,0.712083,-0.287209,0.624127,1
2.197826,0.88601,-0.713137,-0.810954,0.161474,0.213671,0
-3.1433,0.392631,0.410562,1.381508,-0.166705,0.714512,1
1.665586,-0.536399,0.963381,0.67365,-0.224159,0.730521,0
-0.283596,1.039329,-0.744517,1.090971,0.017357,1.00322,0
-5.149699,-1.956004,-0.013994,1.047345,-0.069197,0.904186,1
0.907306,0.895531,-0.954359,1.025452,-0.197771,0.335495,1
-2.295848,0.37651,0.27857,1.723763,-0.105167,1.024477,0
-0.943106,1.302353,-0.847437,-0.658031,0.042829,0.180225,1
-1.435805,0.680794,0.058813,0.563295,-0.001022,0.644119,0
1.65172,0.794918,-0.801456,-0.941524,0.226242,0.300103,0
-2.485193,0.564225,0.596244,-1.235653,0.229958,0.298728,1
2.432567,-0.390703,1.066595,0.236922,-0.239111,0.312144,0
-3.448729,-1.448672,2.610836,1.248585,-0.596013,0.113941,1
-1.731539,1.084,-0.579644,0.554895,0.105379,1.034098,1
4.092203,0.134817,-0.003891,1.763451,1.401056,-2.164914,0
1.881499,0.470228,-0.256952,0.495276,0.191635,0.921539,0
-2.523163,1.167486,-0.259368,-1.152148,-0.060544,-0.313267,1
3.299857,-0.490871,1.142285,0.068622,-0.145077,0.42277,0
2.14633,-0.382632,1.228328,0.257218,-0.121206,-0.212878,1
-4.389447,0.66062,0.704171,-1.477292,-0.027255,-0.400617,1
2.571508,0.386654,0.081788,-1.253251,-0.265425,-0.388627,0
2.865988,1.413886,-1.641737,-0.509123,0.159039,0.405249,0
1.652132,-1.506012,1.76582,-0.812831,0.148255,-0.196132,0
-0.027153,1.197761,-1.03375,1.879679,-0.189904,0.893824,1
1.231357,-6.683953,7.885222,-0.12522,-0.353242,-1.191597,1
2.738417,-0.456475,0.863783,-0.146737,-0.101679,0.511155,1
-0.609882,-15.960673,-3.776084,-0.505677,0.117612,0.634298,1
-1.852468,-6.346575,-1.278361,1.486524,-0.574913,0.327835,1
-5.003106,0.653886,0.677398,-0.409866,-0.053921,0.156985,1
0.603275,0.794781,-0.736024,1.983295,1.512274,-2.414055,1
2.420004,-1.160187,1.76062,0.777297,-0.442973,-0.04048,0
-1.508041,0.913288,-0.091141,-0.346622,-0.031743,0.089022,0
3.976517,-2.9157,3.526039,-0.409522,-0.19289,-0.329923,0
-4.552624,0.884506,0.543438,-1.31364,-0.162531,-0.629696,1
3.520888,-2.374264,3.265568,-1.435014,-0.153601,-0.719817,1
2.665223,0.06175,-0.040259,-0.890774,0.134782,-0.089202,0
-5.042552,1.092496,0.447958,-1.730208,-0.078391,-0.578132,1
3.494304,-0.359434,0.725771,0.978698,-0.252528,0.696593,0
-2.435514,0.940243,0.1953,-0.911148,-0.581451,-0.747385,1
-1.865578,-2.559849,-0.861031,1.416242,-0.172329,0.659168,1
2.694596,0.928101,-0.821173,-0.431901,0.266595,0.707828,0
-0.602965,1.082479,-0.765741,0.519551,0.124524,1.005377,1
-1.405932,1.283892,-0.773883,-0.220009,-0.093918,0.076363,1
1.951787,1.167752,-1.284101,0.186097,0.211531,0.941282,0
2.450299,-0.295707,0.608278,-0.670848,0.217734,0.178697,1
2.498848,1.126663,-1.105283,-0.538339,-0.33323,-0.068535,0
2.652773,0.575862,-0.254232,-0.834016,-0.116775,0.225662,1
2.46423,0.57777,-0.381376,-1.288685,-0.247875,-0.351275,1
-2.417203,0.947392,-0.028152,-0.46372,-0.058357,0.017532,0
0.447096,-0.346139,-0.774629,-0.49545,-0.045398,-0.156375,1
-4.205672,-0.067399,1.608986,-0.329628,-0.078931,-0.045966,1
3.779643,-1.458454,2.356738,-0.726961,0.105665,-0.452363,0
3.216642,0.286158,-0.408065,2.077983,1.357529,-2.081458,0
4.811211,-3.070607,4.570099,0.921718,1.784307,-2.327292,1
2.059374,0.401995,-0.444375,2.532944,1.302269,-1.902665,1
0.996313,-3.826161,-1.183304,-0.781186,1.83289,-3.504434,1
0.081595,0.851742,-0.563416,0.731745,-0.237411,0.973981,0
-5.530536,-7.531567,-5.220893,-0.911368,-0.073327,0.124204,1
-0.79528,0.305908,0.509636,1.99281,-0.115444,1.010579,0
-1.158603,-3.922567,-3.004575,-0.305321,0.036875,0.371375,1
0.827687,0.576365,-0.157063,0.460151,0.100294,0.74383,1
-1.008942,1.096319,-0.491445,0.211932,-0.452636,0.193093,0
-5.264888,-1.302798,-0.823102,-0.226142,-0.26741,-0.249571,1
-2.675745,0.011613,0.895792,0.448239,0.032251,0.646345,0
-3.437103,0.784718,0.366078,0.072669,-0.320474,-0.360072,1
3.24651,1.025372,-0.927557,-1.675629,-0.170685,-0.295991,0
-3.443935,0.229164,0.300262,1.485453,-0.240741,0.598273,0
-2.686881,0.546275,0.434586,-0.788432,0.003798,-0.037862,0
-1.318303,0.256148,0.688152,-0.709462,-0.193278,-0.657008,0
2.432105,0.994001,-1.075105,0.83284,1.346793,-2.629453,0
2.268985,0.823032,-0.809749,0.321555,-0.236362,0.633909,0
2.471522,0.997538,-0.996526,-0.863705,-0.153252,0.21041,0
-1.145842,1.072745,-0.731353,1.123875,0.064488,1.208846,1
-1.13438,-0.504378,1.03749,-0.618419,0.181983,0.298566,1
-1.773192,-0.978197,0.290736,0.424307,1.558508,-3.202392,0
3.170169,0.704425,-0.897367,0.994921,0.249325,1.330303,0
-5.230074,0.744257,0.839997,-1.814755,0.138945,-0.088242,1
2.00478,1.184469,-1.25506,0.293454,0.108432,0.722527,0
-4.144563,0.389771,0.902406,0.185128,-0.456917,-0.693694,0
-5.157602,0.623573,0.46419,-0.105139,-0.174641,0.033602,1
2.771253,1.513562,-1.919446,2.279849,-0.761632,0.390202,0
-2.063769,0.904364,-0.04707,-0.779246,0.18996,0.489913,1
2.993588,0.09472,0.460829,-1.923024,-0.184193,-0.599158,1
-1.526284,0.29467,0.045847,0.62303,0.084142,0.888866,1
0.624577,-0.621387,1.199782,0.392472,-0.442918,-0.041899,1
-3.553795,0.972786,0.140446,-0.240228,-0.052108,0.224946,0
1.017094,-27.791147,-11.640863,-1.17629,0.558545,0.454204,1
-2.999373,0.852567,0.039322,0.489871,-0.092985,0.485704,0
1.851995,1.014475,-1.018775,-0.362331,0.292138,0.846837,0
0.599742,0.880491,-0.187773,-1.478477,-0.505721,-1.000822,0
-2.498877,1.253579,-0.566628,1.320647,-0.366448,0.244468,1
-1.486018,0.757799,-0.151602,-0.082404,0.111184,0.624308,0
0.40913,0.538932,0.072972,-0.029056,0.136234,0.558037,1
1.834209,1.141747,-0.883363,-2.016426,-0.202047,-0.513411,0
2.089073,-0.706055,1.275238,-0.344404,-0.21673,0.044416,0
0.619036,0.280368,0.257954,0.678079,-0.317211,0.583484,0
2.012928,-0.568751,1.053868,1.558243,-0.377966,0.712294,0
0.878063,-1.599222,-0.287425,-2.39281,-0.220522,-0.805508,1
-2.000255,-0.036568,0.633243,0.353172,0.170992,0.938832,0
-0.915012,1.106376,-0.670002,0.603035,-0.08373,0.501629,0
-1.132799,0.809741,-0.802052,1.897219,1.281194,-2.943849,1
1.716946,-3.297741,4.125704,-0.735636,-0.146149,-0.385727,0
-1.088513,-0.644682,-0.831586,-1.7216,0.037689,-0.504869,1
3.766104,-4.543589,5.277257,1.051777,-0.201537,0.159316,0
-1.594995,-16.162178,-5.52483,-0.983089,-0.111315,-0.198937,1
-0.509547,-1.418917,0.698727,0.517369,0.02788,0.421735,0
2.322337,0.044652,0.232063,0.146661,0.052803,0.273197,0
2.368692,1.33604,-1.775941,1.396901,0.09765,1.316984,1
2.562838,0.758196,-0.783341,1.735017,1.268611,-2.376298,1
0.025454,1.220896,-1.094801,0.348677,0.065941,0.747732,1
0.943888,-0.451391,1.127307,0.140101,-0.290655,0.300529,1
-0.679446,-2.387556,-0.326864,-0.657292,0.044023,-0.199597,1
1.575428,-1.054376,1.884378,0.872064,0.162364,0.799376,0
1.161618,0.484233,0.142425,-2.387106,0.210891,-0.587791,0
-0.951211,0.383139,0.481339,-0.579368,0.057983,0.081321,0
-1.304256,-30.779552,-8.085173,1.385929,0.440142,1.525083,1
-2.115412,-1.742332,1.596852,2.013777,-0.448458,-0.015505,1
-0.26034,1.203865,-0.896747,1.061116,-0.155682,0.541914,0
2.215822,-0.400638,0.987007,0.362725,0.348261,1.090586,0
1.955943,0.932692,-0.799878,-0.009701,0.071371,0.420757,0
3.600432,-1.103782,1.447711,0.583425,-0.229013,0.427834,1
2.708017,-0.513369,1.385699,0.67635,-0.033391,0.21108,1
2.944603,0.328803,-0.258486,0.363338,-0.100911,0.913243,0
1.804417,1.169134,-1.1158,-1.18471,0.202967,0.155252,1
-0.668638,0.295554,-1.462951,-0.218824,-0.086084,0.095318,1
0.965463,-0.138211,1.196091,1.064396,-0.646552,-0.108715,1
-7.012643,0.579072,1.31017,-2.322568,-0.235351,-1.300801,1
-1.565561,-1.056529,1.781842,0.260698,-0.416791,0.006525,0
1.632835,-1.012768,1.404573,1.208663,-0.542101,-0.001198,1
-3.055526,-7.370354,-0.360193,0.587801,1.158087,-3.448606,1
3.529129,-0.154169,0.355104,0.930046,-0.203695,0.855147,0
2.072111,0.48831,-0.132763,-0.478315,-0.220144,0.154908,0
2.346118,0.899011,-0.721484,-1.484806,-0.088948,0.036862,0
2.111152,0.413787,-1.689917,2.587536,1.7086,-1.620097,1
2.267851,-0.643057,1.31058,-0.628287,-0.099055,0.182606,0
3.044686,-4.565859,5.509091,-0.065813,0.210153,-0.239991,1
0.209906,1.145407,-0.965833,3.216853,-0.976572,0.389,0
2.006118,1.420469,-1.45857,-1.257032,0.152386,0.011293,0
-0.897324,0.88618,-0.283114,0.801392,-0.019889,0.742493,0
-1.422582,0.982708,-0.27223,0.998872,-0.210521,0.372318,0
2.683482,1.216064,-1.318933,0.554142,-0.051352,0.392043,0
-2.093299,-1.057413,2.591061,-0.930631,0.057793,-0.306004,0
1.587768,-1.338855,1.914836,0.351537,0.092335,0.310626,1
-0.001641,1.427189,-1.379296,1.686409,1.497431,-2.475264,0
0.52947,-0.664874,1.210985,0.713758,-0.508587,0.005933,0
-3.456452,1.163743,0.028607,-0.238095,-0.303975,-0.436927,0
-3.367909,0.935331,0.060112,0.544244,-0.173988,0.325467,1
-1.909912,-0.047519,0.147718,2.117357,1.351047,-2.735325,0
3.327669,-0.901547,1.644897,-1.375413,-0.306746,-0.831904,0
-1.706338,0.965864,-0.292549,0.961695,-0.10528,0.650704,1
2.423233,0.813811,-1.044429,0.51622,-0.121293,1.056036,0
1.230765,1.436067,-1.414198,0.577543,-0.187527,0.151986,0
4.243295,-1.635215,2.218594,-0.040729,-0.203285,-0.041633,0
2.502598,-0.398256,0.563576,-0.156962,-0.103864,0.521048,0
-1.257784,1.010632,-0.536897,-0.659197,0.179116,0.528295,0
-2.464987,1.007028,-0.170895,-1.274134,0.068462,-0.060548,1
3.133054,0.417631,-0.253583,-1.416016,-0.02682,0.132586,1
-2.339365,1.06637,-0.14201,-1.413447,0.121704,-0.000617,1
-0.517737,0.916277,-0.513103,-1.015088,-0.075932,-0.419877,1
-2.506846,1.04135,-0.358548,0.602942,-0.093744,0.553454,1
-0.009193,-0.003692,0.12039,1.369981,-0.63584,0.115826,0
-0.906768,-5.033424,4.601758,-1.262265,-0.490745,-1.529434,1
-2.254598,1.209827,-0.595391,0.555955,1.559782,-2.857413,1
-1.622667,-5.495186,-0.902395,-1.392007,-0.552043,-1.316172,1
-5.070092,-0.327062,0.090248,-0.132587,-0.171585,-0.040435,1
-2.412972,0.394482,0.870452,-0.471867,-0.015591,0.014241,0
0.491771,1.207878,-0.979291,-0.298707,0.095553,0.423952,0
2.431231,1.359476,-1.34511,-1.552922,0.154359,-0.174352,0
2.495814,-0.916698,1.254087,2.217393,1.328222,-2.252375,1
3.3071,-0.482965,0.962497,0.64013,-0.079367,0.044235,0
-4.241019,0.863445,0.345671,0.062049,-0.214563,-0.030446,1
1.569282,-1.266281,2.306698,-0.162555,-0.167896,0.191345,0
3.251761,0.889999,-1.174483,0.80001,-0.133684,1.130402,0
1.242509,-0.082596,0.482723,1.983202,0.009288,1.181907,1
2.240627,1.062301,-0.980751,-0.149125,0.004514,0.137866,0
3.501822,0.280646,-0.114906,-0.014664,-0.153422,0.537731,0
2.074695,0.568946,-1.017461,-0.065618,-0.110633,0.779447,1
1.272518,0.971286,-0.963813,-0.74672,0.119203,1.086479,1
0.305232,0.005371,0.272219,-0.181961,0.308254,0.929996,1
0.378659,1.084781,-0.826279,-0.928334,0.154019,0.243854,1
-1.507876,0.759303,0.01069,-0.520042,0.113523,0.370947,1
-5.660807,0.883391,0.711893,-0.838638,-0.096709,-0.128035,1
-2.421758,1.193247,-0.430936,-0.581716,0.026447,0.237387,1
-2.322174,-11.61459,-1.504388,0.057428,-0.598346,-0.723901,1
