@relation 'dr-weka.filters.unsupervised.attribute.Remove-V-R3,15-16,4,14,5,9,6,13,7-8,2,1,19,18,17,12,11,10,20-weka.filters.unsupervised.attribute.Remove-V-R1-11,20'

@attribute MA_Detection_1 numeric
@attribute MA_Detection_Exudates_7 numeric
@attribute MA_Detection_Exudates_8 numeric
@attribute MA_Detection_2 numeric
@attribute MA_Detection_Exudates_6 numeric
@attribute MA_Detection_3 numeric
@attribute MA_Detection_Exudates_1 numeric
@attribute MA_Detection_4 numeric
@attribute MA_Detection_Exudates_5 numeric
@attribute MA_Detection_5 numeric
@attribute MA_Detection_6 numeric
@attribute Class {0,1}

@data
2,0,0,2,0,2,175.245438,2,0,2,2,0
30,0.001032,0,27,0.004127,23,136.026849,19,0.05055,14,13,1
42,0,0,42,0,42,51.544523,42,0.265931,38,26,0
14,0.010072,0.007051,14,0.049355,14,111.106623,13,0.128928,11,11,0
61,0,0,61,0,60,22.998348,60,0,60,54,0
84,0,0,80,0.001554,70,10.444347,60,0.004662,55,39,1
18,0.003944,0.003944,18,0.003944,18,42.741583,16,0.01282,16,12,0
35,0,0,35,0,34,12.291589,33,0,32,25,1
33,1.51425,0.764732,33,2.829711,25,161.52881,24,4.163427,18,13,1
5,0,0,5,0,5,64.514041,5,0,5,5,0
17,0,0,16,0,15,98.159745,15,0.030811,14,6,0
99,0,0,98,0,92,21.449661,86,0,75,51,0
48,0,0,48,0,48,15.649595,45,0,42,36,0
41,0.145402,0.004125,39,0.298023,37,123.186574,33,0.854882,24,15,1
26,0,0,26,0.009104,25,27.76374,22,0.025796,19,12,1
85,0.014205,0.012626,73,0.015783,70,43.873596,62,0.119951,59,37,1
24,0.003885,0.000971,23,0.014569,23,114.954384,22,0.267105,18,15,1
41,0,0,41,0,41,8.709477,37,0,34,26,0
29,0.002918,0.000973,29,0.008754,29,40.022681,27,0.090454,20,18,0
24,0,0,23,0,23,11.276135,20,0,20,19,0
35,0,0,35,0,34,13.144525,33,0,31,26,0
9,0.005832,0.005832,9,0.005832,9,12.17193,8,0.005832,8,8,1
33,0,0,33,0.010255,30,239.565587,28,0.195876,22,16,1
26,0.004836,0.003868,26,0.005803,23,102.084343,22,0.014507,17,8,0
7,0,0,7,0.020995,7,36.224453,7,0.163764,6,4,0
39,0,0,39,0.004627,37,27.716587,37,0.043182,31,22,0
17,0,0,17,0.007066,15,256.79509,14,0.060565,12,11,1
36,0.038017,0.031852,35,0.063705,33,138.926392,27,0.437712,26,14,1
58,0,0,58,0,56,28.2992,49,0,46,32,0
64,0,0,61,0.009242,59,32.155976,52,0.110909,49,42,0
64,0.035195,0,62,0.059192,60,8.482082,57,0.14878,54,46,1
105,0.040924,0.030314,99,0.100036,90,34.359395,81,0.283436,74,40,1
11,0.004156,0,10,0.006234,9,127.514465,8,0.066494,6,5,0
20,0.048516,0.037161,20,0.111484,19,106.963303,19,0.55845,17,12,0
38,0,0,38,0,37,12.620319,34,0,34,27,0
74,0,0,73,0.003088,72,43.638265,65,0.060212,57,44,1
4,0,0,4,0.142318,4,102.063584,3,0.180476,3,3,1
25,0,0,24,0,24,29.987426,22,0,20,16,1
24,1.354087,0.274686,23,2.92386,22,47.3263,16,5.069121,14,9,1
25,0,0,25,0,20,124.658601,17,0,14,8,1
77,0,0,74,0.001571,72,83.772137,67,0.050279,56,41,1
11,0,0,7,0,6,31.073428,6,0,6,5,1
49,0,0,49,0.020335,48,35.549754,45,0.087596,43,31,0
24,0.003934,0.003934,24,0.003934,24,120.623689,23,0.005901,21,15,0
18,0,0,18,0,18,57.121644,17,0,13,8,1
36,0,0,35,0,34,5.519072,33,0,31,23,1
75,0.814138,0.294757,67,1.252208,56,24.609135,43,1.668933,33,24,1
2,0.002067,0.002067,2,0.002067,2,238.433432,2,0.002067,2,1,0
7,0.005848,0.004873,7,0.005848,7,50.624155,7,0.006823,7,5,0
42,0.001923,0.000961,42,0.023073,38,188.842,34,0.154783,29,22,1
58,0,0,55,0,52,12.547447,49,0.007708,45,39,1
30,0.003897,0.003897,30,0.003897,30,89.588882,28,0.028257,24,20,0
36,0.906701,0.50198,31,2.524541,24,20.080246,17,3.647721,11,7,1
68,0,0,66,0,65,17.693041,61,0.058413,52,32,0
4,0,0,4,0,4,109.049009,4,0,4,4,0
17,0,0,17,0,16,89.476597,15,0.024414,14,10,0
34,0,0,34,0,34,13.632699,33,0,31,28,0
24,0.003934,0.00295,24,0.006884,22,51.241067,20,0.036385,19,16,0
10,0,0,10,0.002013,9,105.148084,8,0.014091,6,5,1
37,0.003891,0.002918,35,0.003891,31,142.902547,30,0.003891,23,17,1
31,0.003904,0.003904,31,0.077103,27,97.33323,26,0.206909,23,13,1
90,0.050338,0.041185,79,0.074744,77,28.783945,72,0.091523,63,41,1
55,0,0,55,0,55,22.539775,55,0,53,42,1
12,0.004828,0.004828,12,0.004828,11,29.358934,9,0.005794,7,3,0
59,0,0,59,0,59,10.363696,58,0,58,46,0
52,0,0,46,0,45,15.196175,45,0,43,27,1
44,0,0,43,0,43,15.701175,43,0,39,30,0
3,0,0,3,0,3,70.32678,3,0,2,1,1
2,0,0,2,0,2,31.537569,2,0,2,1,1
46,0,0,43,0,42,58.822238,41,0.082736,37,35,1
18,0,0,14,0,13,63.270612,11,0.008151,10,5,1
49,0,0,49,0,48,25.311425,47,0.003139,44,37,0
12,0,0,12,0,11,57.776566,10,0,9,7,0
12,0,0,11,0,10,52.400954,7,0.005188,6,4,1
60,0.075568,0.006169,58,0.308439,55,56.709584,50,1.065657,40,28,1
26,0,0,26,0,25,2.411393,24,0,22,17,1
55,0.132033,0.104182,45,0.182577,39,195.949062,35,0.470367,24,15,1
8,0,0,7,0.004117,7,92.535168,6,0.028819,4,4,1
23,0.001953,0.001953,22,0.003906,21,28.403077,18,0.003906,11,8,1
21,0,0,21,0.030831,19,186.916906,17,0.253029,11,9,1
31,0,0,31,0,31,24.170697,30,0,28,25,1
32,0,0,31,0,31,1.362503,29,0,27,24,0
29,0.003099,0.002066,25,0.028925,23,38.923403,19,0.223134,16,10,1
53,0,0,51,0,50,11.056479,48,0,46,38,1
6,0,0,6,0.009324,5,82.674977,5,0.252794,5,3,0
4,0,0,4,0,4,139.921098,4,0,4,3,0
34,0,0,33,0,32,20.10464,31,0.001539,31,27,1
75,0,0,63,0,60,13.195493,55,0,48,35,1
9,0,0,8,0.001018,7,52.047872,7,0.001018,6,5,1
86,0,0,86,0,84,50.744773,74,0.003058,64,49,0
15,0,0,14,0,13,33.998785,12,0.017098,12,9,0
12,0.024072,0.01003,12,0.071212,12,159.205705,12,0.216645,11,9,1
36,0,0,35,0,35,25.729715,33,0.616317,32,21,0
39,0.04111,0,35,0.090442,32,47.616876,22,0.232272,18,13,1
71,0,0,70,0,69,22.713486,65,0,61,35,1
88,0.003105,0,81,0.009314,75,62.50233,71,0.20491,69,60,1
22,0,0,22,0.006018,22,187.942208,20,0.176525,18,12,0
17,0.162682,0.089014,16,0.378567,13,232.191751,12,1.170489,7,5,1
13,0,0,13,0,12,32.363347,11,0,9,8,0
70,0,0,70,0,70,19.51811,67,0,64,53,1
45,0,0,45,0,44,27.641907,42,0,39,30,0
49,0,0,49,0,47,16.249863,45,0,43,33,0
20,0,0,19,0,19,10.727111,17,0,16,11,1
50,0.200934,0.114167,49,0.762635,47,55.625153,41,1.710981,35,24,0
25,0,0,24,0,23,43.58214,22,0.001949,17,12,0
24,0,0,24,0,24,11.834025,23,0,23,14,0
43,0.14327,0.101675,42,0.181783,41,16.355849,39,0.264972,37,32,0
52,0,0,51,0,51,13.706668,51,0,49,42,1
16,0.003925,0.003925,14,0.004907,14,90.759179,13,0.005888,9,5,1
7,0.003843,0.003843,7,0.003843,7,68.254673,7,0.008646,6,5,0
11,0.003848,0.003848,11,0.003848,10,53.091251,8,0.021165,7,5,1
33,0.135113,0.044037,33,0.379318,30,180.646355,25,2.320945,20,12,1
17,0.00586,0.000977,17,0.032228,17,68.669165,14,0.13282,12,9,0
56,0.001526,0,52,0.01373,47,19.306216,39,0.054921,31,20,1
12,0,0,12,0,12,30.057134,11,0,10,7,1
87,0,0,86,0,85,10.61221,81,0,80,66,0
2,0,0,2,0,2,44.217416,2,0.007142,2,1,0
56,0,0,55,0,54,13.526397,53,0,49,37,0
12,0,0,12,0,11,52.843779,11,0.007229,11,4,1
43,0,0,43,0,42,13.685203,42,0,41,38,1
6,0,0,6,0,6,142.251289,6,0.001039,6,5,0
8,0,0,7,0,6,6.246874,3,0,3,3,1
63,0,0,61,0,61,25.678591,57,0.020115,55,48,1
61,0,0,60,0.001529,59,46.781501,57,0.108549,54,39,1
50,0,0,50,0,48,49.422613,46,0.001567,43,29,1
61,0,0,60,0,60,34.006652,59,0,56,48,0
76,0.007908,0,72,0.049031,71,16.588252,70,0.197705,69,63,1
76,0,0,75,0,74,67.496987,65,0.117211,61,43,1
20,0.01251,0.007819,20,0.017201,20,4.580221,19,0.028147,19,15,0
53,0,0,53,0,52,30.859527,51,0.075008,48,37,0
31,0.104102,0.069729,30,0.155171,27,103.426152,21,0.388909,18,11,0
57,0.001007,0,49,0.008058,38,118.942013,29,0.061442,24,15,1
11,0.004058,0.002029,11,0.005072,11,91.00426,11,0.012174,10,8,0
70,0,0,67,0.006202,65,34.260055,58,0.299262,54,38,1
25,0,0,25,0.008246,25,162.177733,24,0.33189,22,14,0
33,0,0,33,0,33,23.087891,32,0.013775,30,24,0
103,0.548683,0.419849,93,0.686612,88,47.774853,74,0.980658,63,42,1
35,0.062566,0,29,0.111576,24,51.114355,19,0.168928,14,9,1
60,0.003081,0.00154,58,0.023107,54,39.580226,51,0.181773,50,33,0
41,0,0,41,0,41,8.258509,39,0,34,23,1
50,0,0,50,0,50,41.211069,44,0.02056,41,25,0
17,0.002081,0,17,0.017689,17,31.075926,16,0.213312,12,8,0
55,0,0,54,0,53,42.826907,53,0,52,46,1
17,0.004914,0.003931,16,0.004914,16,88.449152,16,0.004914,14,12,0
100,0.024074,0.016747,94,0.033494,84,98.954807,72,0.459495,47,33,1
46,0,0,46,0,45,9.150569,44,0.001521,41,37,1
1,0,0,1,0,1,179.838974,1,0,1,1,0
16,0,0,16,0,16,64.346183,14,0,14,8,0
61,0,0,60,0,56,20.68162,50,0,46,36,1
10,0,0,10,0,10,124.588636,9,0,8,4,0
20,0,0,19,0.016504,19,156.06893,17,0.021662,13,8,1
90,0.004621,0.00154,85,0.012324,81,33.500085,71,0.070861,59,39,1
15,0,0,15,0.005113,15,120.571666,14,0.035789,9,7,0
2,0,0,2,0,2,28.964026,2,0,2,2,0
23,0.01024,0.00512,23,0.054275,22,111.635564,20,0.624669,18,16,0
34,0,0,34,0,32,18.226436,27,0,26,18,1
56,0,0,54,0.07753,50,219.648532,40,2.113973,31,22,1
22,0,0,20,0.002088,17,133.583241,12,0.183782,7,3,1
66,3.525199,1.083237,55,7.901811,45,151.05963,35,16.426327,24,11,1
69,1.628527,0.544578,67,2.733302,64,114.716407,54,5.925798,35,20,1
85,0.012405,0.009304,82,0.021709,81,25.343647,76,0.134906,70,54,1
31,0,0,30,0,30,33.810998,27,0.100646,21,13,1
21,0.000969,0.000969,20,0.020341,20,118.897736,18,0.258623,15,10,0
49,0,0,47,0,47,28.145785,44,0.022809,40,31,0
9,0.006225,0.00415,9,0.014526,9,245.663252,9,0.187801,8,7,0
82,0,0,80,0.003118,78,31.493032,73,0.003118,69,44,1
17,0,0,16,0,13,210.819039,11,0.033286,10,5,1
10,0,0,10,0.00102,9,67.01964,8,0.270339,5,4,0
78,0,0,77,0,76,15.871188,76,0.001549,73,61,1
6,0,0,6,0,6,138.497561,6,0,6,5,0
62,0,0,58,0,56,15.940036,54,0,51,44,1
71,0.686711,0.323997,61,1.293951,53,108.561508,48,2.950617,33,22,1
6,0,0,6,0,6,112.782847,6,0,6,6,0
40,0,0,37,0,36,15.609862,33,0,31,25,1
50,0,0,49,0,47,8.676455,41,0.003057,39,21,1
12,0.003845,0.003845,12,0.003845,11,31.194506,11,0.003845,9,9,0
15,0.000978,0,14,0.070417,13,98.756441,12,0.415654,11,4,1
11,0.003871,0.003871,10,0.003871,10,34.450206,10,0.005806,9,7,0
11,0.001914,0.001914,11,0.001914,11,66.659286,11,0.001914,11,7,1
16,0,0,15,0,12,48.567233,11,0.02433,9,7,1
53,0,0,53,0,52,21.371186,52,0.049567,52,40,0
35,0.217331,0.142461,31,0.566725,28,52.805279,25,1.124092,20,16,1
79,0,0,76,0,74,61.559348,72,0.038016,69,50,1
5,0,0,4,0,4,169.09982,4,0,4,3,0
8,0,0,8,0,8,87.943106,8,0.040814,5,4,0
6,0.001018,0.001018,6,0.001018,6,276.491407,6,0.022399,5,4,1
18,0,0,17,0.008717,17,59.655889,17,0.067801,14,14,1
29,0,0,28,1.793709,26,38.812879,22,12.584615,17,11,1
35,0,0,35,0,34,16.740482,32,0,30,22,0
92,2.71322,1.269718,84,4.20369,78,20.384375,71,5.694161,60,43,1
43,0,0,43,0,43,69.952496,39,0,36,28,0
51,1.42717,0.694604,46,2.005836,42,44.914316,34,3.567413,29,19,1
34,0,0,31,0,28,74.12034,22,0,17,12,1
41,0,0,41,0,41,9.85609,40,0,40,37,0
100,0.972838,0.114544,90,1.299209,83,23.181784,77,1.482793,66,41,1
62,0,0,62,0.029237,62,55.050124,57,0.169267,52,38,0
81,0,0,72,0.004606,68,37.869355,58,0.024567,55,36,1
5,0,0,5,0,5,75.225002,5,0,3,1,0
71,0.066169,0.044626,68,0.109256,67,34.757253,62,0.450873,58,40,0
63,0.016742,0,62,0.035006,61,39.929102,57,0.132412,54,32,0
50,0,0,49,0.041867,48,65.456031,45,0.133353,39,30,0
13,0,0,13,0,13,60.080491,11,0.00386,10,10,0
15,0.006652,0.005702,14,0.006652,13,41.710781,13,0.008553,11,8,0
13,0,0,13,0,13,26.112868,10,0.002038,7,5,0
43,0,0,42,0,42,12.255884,39,0,36,28,1
49,0,0,47,0.121037,45,64.520618,43,0.76606,40,31,1
55,0.123303,0.036534,54,0.688059,54,57.387431,51,1.916517,42,33,0
2,0,0,2,0.00303,1,51.24685,1,0.013132,1,1,0
79,0,0,79,0.026535,78,21.415656,77,0.118629,73,68,1
14,0,0,14,0,12,39.081534,10,0,8,6,0
81,0,0,80,0.020445,78,51.59135,71,0.261063,58,44,0
102,0.03597,0.026587,95,0.048482,89,19.808769,70,0.10322,64,43,1
7,0,0,7,0,7,2.941371,4,0,4,3,0
53,0,0,51,0,50,25.338479,47,0.004611,46,38,1
10,0.022894,0.011447,10,0.036422,10,153.031271,10,0.0666,10,8,1
49,0.007694,0.007694,48,0.132342,47,45.319439,45,0.807902,41,32,1
46,0.010435,0.007305,37,0.069916,34,86.175127,33,0.243141,29,13,1
66,0,0,64,0,64,18.887851,61,0,60,48,0
13,5.937799,2.171842,13,16.344028,9,180.743438,9,33.69422,7,4,1
64,0,0,64,0,61,27.957384,58,0.010874,54,37,0
15,0.003953,0.003953,15,0.003953,15,53.4173,14,0.003953,12,5,0
33,0.006327,0.005273,32,0.012655,31,64.817712,29,0.0232,23,21,0
59,0,0,58,0,56,13.198263,51,0,51,30,1
49,0,0,49,0,49,30.990775,44,0.123682,40,27,0
29,0,0,29,0,29,63.84635,27,0.004099,26,22,1
18,0,0,18,0.003843,18,22.320425,17,0.007686,13,10,0
24,0.036112,0.006832,24,0.074175,21,112.316034,20,0.317197,17,10,0
32,0.003909,0.003909,32,0.003909,31,56.446038,30,0.093824,27,21,0
25,0,0,24,0.003923,20,108.208273,19,0.13926,16,12,0
35,0.434813,0.32611,33,0.790663,29,136.667753,28,1.144461,23,16,1
55,0,0,54,0.038346,52,49.592107,49,0.510769,46,37,0
40,0.006155,0,40,0.010772,40,19.74204,37,0.073865,35,27,0
56,0.067101,0.050834,52,0.092518,48,33.640107,40,0.15047,31,19,1
34,0,0,34,0.009141,31,142.123907,30,0.059928,27,15,0
57,0.374196,0.166196,46,0.651529,42,33.786733,39,1.412156,32,20,1
17,0,0,17,0.000982,16,236.22046,14,0.072672,10,10,0
61,3.374376,0.72043,61,9.632533,56,109.396144,44,24.396715,29,14,1
42,0.053071,0.012487,42,0.824159,41,75.547942,38,2.174345,34,25,0
13,0,0,13,0,13,95.760546,13,0.035371,11,6,0
11,0,0,9,0,8,10.429941,5,0,4,1,1
14,0,0,13,0,13,90.996455,12,0.004089,10,8,1
34,0.007745,0,33,0.017038,30,9.795567,26,0.020136,23,20,1
34,0.019471,0.014347,32,0.089156,30,168.945684,28,0.336129,27,23,1
51,0.023829,0,46,1.122044,43,57.270849,36,8.13922,29,19,1
25,0,0,24,0.018491,24,140.834092,22,0.088563,21,15,0
26,0.003923,0.003923,25,0.007846,24,61.058821,23,0.043151,19,10,0
41,0,0,41,0,40,42.680788,40,0.052606,39,33,0
53,3.739609,0.988691,47,20.098605,45,142.201444,42,51.423208,33,21,1
74,0.216581,0.132794,68,0.355698,59,77.934319,51,1.354816,43,29,1
32,0,0,32,0,32,19.273924,31,0,29,25,0
16,0,0,15,0,15,121.493968,15,0.024644,13,11,0
15,0,0,15,0.001027,14,71.522807,13,0.019522,10,7,0
8,0,0,8,0,7,159.043311,6,0.001019,6,5,1
14,0,0,13,0,13,189.540803,12,0.050761,11,7,1
9,0.003871,0.001936,9,0.007742,9,79.111789,8,0.009678,8,5,0
14,0,0,13,0,12,28.454272,12,0.049006,12,10,1
39,0.253204,0.241001,39,0.276084,38,19.162652,36,0.311166,29,20,1
44,0,0,43,0,35,202.64205,30,0,20,12,1
147,0,0,132,0,113,32.693694,91,0,65,37,1
57,0,0,56,0.09326,56,74.070073,53,0.859218,48,36,0
28,0.004058,0,28,0.221161,25,90.47914,22,0.636091,21,15,1
100,1.4774,0.441792,89,3.339455,72,143.996532,65,7.730844,48,24,1
5,0,0,5,0,5,142.490452,5,0,5,4,0
19,0.000973,0.000973,18,0.000973,17,53.56808,17,0.004863,14,9,0
14,0,0,14,0,13,47.405792,12,0,10,8,0
12,0,0,12,0.320257,12,24.311596,11,1.965918,9,5,1
20,0.000962,0.000962,20,0.057723,19,107.720344,19,0.241474,15,12,0
21,0.00481,0.003848,21,0.00481,18,229.864652,18,0.005772,16,11,1
37,0,0,37,0,36,15.592992,29,0,24,17,0
13,0,0,12,0,12,18.722879,11,0,8,4,0
41,0,0,40,0,39,42.769066,39,0,37,28,0
46,0,0,46,0,46,36.722877,44,0,41,29,0
5,0.002076,0,5,0.003115,5,46.16348,4,0.020763,4,4,0
60,0,0,58,0,57,95.245437,56,0.05912,52,41,0
27,0.000976,0,27,0.030252,26,148.549839,23,0.271292,18,12,1
31,0,0,31,0,31,14.395974,30,0,29,19,0
34,0,0,34,0.04848,34,136.285159,34,0.307383,33,24,0
64,0,0,63,0,63,22.276818,60,0,56,50,0
70,0,0,66,0,64,24.527303,58,0,54,44,1
53,0.035818,0.020245,51,0.233598,51,50.056899,50,0.615141,49,36,0
12,0.002067,0,12,0.1106,11,189.598986,8,0.421728,8,8,0
51,0,0,49,0,49,25.949651,44,0,41,32,1
11,0,0,11,0.058666,11,25.106994,11,0.081309,9,8,0
19,0.003924,0.003924,19,0.003924,19,19.846426,18,0.004905,14,11,0
3,0.00409,0.00409,3,0.025564,3,145.210992,3,0.182014,3,1,0
17,0.023785,0.016847,16,0.033695,16,95.221907,15,0.235865,10,9,0
43,0.013641,0,42,0.042437,42,19.275694,40,0.106094,39,31,0
60,0.004567,0,58,0.006089,58,18.925093,53,0.063936,47,32,1
9,0.001043,0.001043,8,0.001043,8,81.845323,6,0.024,5,3,1
56,0,0,53,0,52,20.535066,50,0,49,38,1
42,0,0,41,0.056426,40,30.225705,38,0.352665,29,16,1
61,0,0,60,0,57,13.457443,52,0,45,33,1
39,0,0,39,0.161553,38,36.535551,37,1.029322,32,20,0
66,0.090921,0.010451,65,1.037749,61,261.647562,55,4.30462,48,31,1
56,0,0,55,0,55,15.933947,51,0,48,33,1
71,0.637256,0.294038,62,3.511711,57,95.232668,47,9.436416,37,23,1
100,0.042761,0.015272,89,0.922427,81,15.296399,71,2.45115,62,49,1
62,0,0,62,0,60,64.037903,55,0,50,33,0
27,0,0,26,0,26,17.562482,25,0,23,16,0
8,0,0,8,0,8,41.501949,7,0.010293,6,3,0
23,0.001037,0,22,0.00726,20,131.077221,18,0.044599,13,8,1
6,0,0,6,0,6,156.264592,5,0.251276,5,3,0
78,0,0,75,0.004567,75,15.259422,70,0.03958,65,43,1
30,0.003925,0.003925,30,0.003925,29,140.39952,27,0.043178,23,17,0
3,0,0,3,0,3,26.240091,3,0,3,2,0
25,0,0,24,0.009065,24,83.135316,23,0.066478,18,14,1
10,0,0,10,0,10,40.641723,10,0,8,6,0
4,0.003959,0.003959,4,0.003959,4,118.036826,4,0.003959,4,3,0
23,0.139475,0.001033,21,0.169436,18,35.347026,13,0.191132,7,4,1
21,0,0,21,0,21,5.121229,20,0,20,16,1
42,0.072211,0.017565,39,0.10051,36,96.385981,29,0.242004,21,13,1
37,0,0,36,0.007996,33,37.686807,24,0.024986,18,10,1
46,0,0,46,0,46,26.839906,43,0.109734,42,34,1
86,0.003061,0,84,0.003061,83,24.226598,82,0.009183,80,63,1
56,0,0,54,0,54,8.804178,51,0,48,36,1
77,2.191362,1.327518,71,5.137705,69,159.904908,61,8.562842,39,25,1
16,0.01957,0.01339,16,0.085491,16,182.410841,16,0.344026,15,9,0
65,0.065515,0.051778,60,0.087706,48,159.723711,31,0.248323,24,13,1
31,0,0,30,0,30,23.736589,29,0.015473,28,21,1
3,0,0,3,0.001026,3,22.266376,3,0.007179,1,1,1
12,0,0,12,0,10,51.440209,9,0,8,4,1
31,0,0,31,0,31,22.404714,27,0,22,17,1
53,0.085852,0.071803,53,0.109266,52,8.63201,51,0.16546,51,41,1
53,0,0,53,0,51,25.283836,47,0,44,32,0
12,0,0,12,0.001037,10,243.066702,9,0.002075,7,6,1
35,0,0,34,0,33,2.579859,33,0,33,26,0
16,0.006832,0.001952,16,0.01952,15,158.177307,14,1.857293,12,8,0
34,0,0,34,0,34,6.071765,33,0,31,24,0
49,0,0,49,0,49,63.197145,49,0.001552,45,37,0
49,0,0,48,0,48,30.461898,45,0.011221,43,33,0
39,0.239568,0.174584,36,0.32686,29,40.525739,23,0.563518,13,7,1
7,0,0,7,0.008472,7,69.423565,7,0.02118,7,5,0
