@relation 'dr-weka.filters.unsupervised.attribute.Remove-V-R3,15-16,4,14,5,9,6,13,7-8,2,1,19,18,17,12,11,10,20-weka.filters.unsupervised.attribute.Remove-V-R1-11,20_clustered-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,14,13'

@attribute Instance_number numeric
@attribute MA_Detection_1 numeric
@attribute MA_Detection_Exudates_7 numeric
@attribute MA_Detection_Exudates_8 numeric
@attribute MA_Detection_2 numeric
@attribute MA_Detection_Exudates_6 numeric
@attribute MA_Detection_3 numeric
@attribute MA_Detection_Exudates_1 numeric
@attribute MA_Detection_4 numeric
@attribute MA_Detection_Exudates_5 numeric
@attribute MA_Detection_5 numeric
@attribute MA_Detection_6 numeric
@attribute Cluster {cluster0,cluster1}
@attribute Class {0,1}

@data
670,31,0.080603,0.059667,28,0.168533,24,223.013915,21,0.947343,18,16,cluster0,1
671,52,0,0,50,0,50,8.205954,50,0,49,46,cluster0,1
672,5,0,0,5,0,5,52.611687,5,0,5,4,cluster1,0
673,39,0.003909,0.003909,39,0.003909,37,315.233452,35,0.017591,28,18,cluster1,0
674,5,0,0,4,0,4,77.651178,4,0,4,4,cluster0,1
675,16,0,0,15,0.00307,14,66.447502,13,0.094144,10,8,cluster0,1
676,8,0,0,8,0.001025,8,38.343594,8,0.045091,8,5,cluster1,0
677,56,0,0,56,0,56,52.972626,54,0.041819,49,25,cluster1,0
678,42,0.526597,0.122632,36,0.777013,26,159.743211,22,1.238687,16,9,cluster0,1
679,4,0,0,4,0.002071,4,86.59211,4,0.003106,4,4,cluster0,1
680,66,0.035823,0.01869,65,0.052955,65,11.103445,64,0.076318,63,53,cluster0,1
681,51,0,0,51,0.154848,48,53.790614,45,0.696815,42,31,cluster1,0
682,41,0.374559,0.260428,40,1.567754,38,33.526691,30,13.438483,20,13,cluster0,1
683,10,0.131911,0,10,0.896791,9,29.326201,8,2.519605,6,5,cluster0,1
684,52,0,0,52,0,51,22.034077,48,0,46,32,cluster0,1
685,15,0,0,15,0,14,54.572203,13,0.001035,11,7,cluster1,0
686,45,0.253569,0.017595,40,0.81763,37,112.305125,28,1.463454,21,14,cluster0,1
687,67,0,0,67,0.044772,67,47.154365,62,0.399862,56,40,cluster0,1
688,48,0,0,48,0,47,24.40673,44,0.004642,41,32,cluster1,0
689,29,0,0,28,0,24,69.53606,22,0.002021,19,10,cluster0,1
690,23,0.142626,0.014575,23,0.357086,22,28.872984,14,0.553848,9,5,cluster0,1
691,48,0.003071,0,46,0.469867,45,118.278913,44,1.7858,40,34,cluster1,0
692,47,0.001017,0,44,0.130121,41,137.877736,39,0.257193,34,24,cluster0,1
693,33,0,0,33,0.156543,29,126.323687,27,1.217902,25,20,cluster1,0
694,30,0,0,30,0,30,1.259315,25,0,24,14,cluster1,0
695,9,0,0,9,0,9,59.255463,8,0,7,6,cluster1,0
696,21,0,0,20,0,20,77.682623,19,0.061352,15,12,cluster0,1
697,56,0.471709,0.098018,50,0.865821,45,105.170765,39,2.036927,31,23,cluster0,1
698,15,0.03006,0.020731,15,0.051828,15,105.937752,11,0.145119,9,7,cluster1,0
699,16,0.002061,0.002061,16,0.002061,13,234.001284,13,0.156663,11,8,cluster0,1
700,27,0.014741,0.00737,26,0.023164,25,75.744359,22,0.067385,16,14,cluster0,1
701,31,0,0,31,0,29,67.365808,25,0.13179,19,15,cluster1,0
702,56,0,0,51,0,47,15.213796,33,0,28,18,cluster0,1
703,43,0.001547,0,40,0.003095,40,18.12479,38,0.007736,36,23,cluster0,1
704,61,0.033924,0,56,0.070933,54,39.299701,54,0.181957,49,42,cluster0,1
705,50,0,0,49,0.003078,49,53.988361,47,0.066168,44,35,cluster1,0
706,75,0.147905,0.021129,69,0.722921,65,35.255608,58,4.293759,50,33,cluster0,1
707,19,0,0,19,0.00777,19,34.785186,17,0.042737,11,9,cluster0,1
708,35,0,0,33,0,32,6.193941,31,0,31,26,cluster0,1
709,9,0.003827,0.003827,9,0.003827,9,93.2487,9,0.008611,6,4,cluster1,0
710,28,0,0,27,0,26,10.176048,26,0,25,15,cluster0,1
711,17,0,0,17,0,17,12.559245,17,0,17,16,cluster1,0
712,5,0.00709,0,5,0.047604,5,75.073968,5,0.118503,4,2,cluster1,0
713,59,0,0,59,0,56,26.723328,54,0,53,44,cluster0,1
714,30,0.001977,0.001977,30,0.009883,29,22.729159,27,0.013836,25,20,cluster1,0
715,29,0.106345,0.068511,29,0.287336,28,189.752152,26,0.730099,24,18,cluster0,1
716,43,0,0,42,0.006188,42,66.538689,41,0.250611,37,29,cluster1,0
717,48,0.215741,0.058266,48,1.357435,48,87.734071,44,3.672318,39,31,cluster1,0
718,12,0.003909,0.003909,12,0.003909,12,77.349481,11,0.003909,8,5,cluster1,0
719,37,0.003054,0.001527,37,0.003054,37,56.663568,33,0.157301,29,20,cluster1,0
720,43,0,0,41,0,41,13.584697,37,0,30,23,cluster0,1
721,48,0,0,46,0,46,13.613731,44,0,43,30,cluster0,1
722,9,0.001914,0.001914,9,0.001914,9,23.399496,7,0.00287,6,5,cluster1,0
723,16,0.004003,0.004003,15,0.004003,13,174.865962,12,0.007006,11,8,cluster0,1
724,40,0,0,40,0.032418,40,20.465109,37,0.057118,34,24,cluster1,0
725,8,0,0,8,0,6,5.195164,5,0,4,3,cluster0,1
726,18,0,0,18,0.002926,18,168.18385,16,0.065341,13,12,cluster1,0
727,18,0,0,17,0,16,2.794739,16,0,14,12,cluster0,1
728,15,0.008175,0.004087,15,0.029633,13,172.065338,11,0.177798,8,5,cluster0,1
729,76,0.023311,0.006216,73,0.107231,71,39.947551,68,0.419601,63,51,cluster0,1
730,89,0.385542,0.33373,83,0.440401,77,29.528231,70,0.676603,60,43,cluster0,1
731,36,0,0,36,0,35,11.10225,33,0,31,21,cluster0,1
732,55,0,0,55,0,55,39.61442,52,0.001526,48,36,cluster1,0
733,21,0.00393,0.00393,21,0.00393,21,22.696828,18,0.00393,17,16,cluster0,1
734,85,0.006065,0.006065,75,0.148595,66,105.699915,53,0.530698,43,25,cluster0,1
735,48,0,0,48,0.003071,47,44.163054,41,0.016891,39,27,cluster1,0
736,88,0,0,86,0,84,27.343407,80,0.009439,74,50,cluster1,0
737,47,0,0,47,0,47,43.506921,43,0.04054,39,22,cluster1,0
738,17,0.108908,0.008378,16,0.327772,9,200.994099,5,0.517314,5,3,cluster0,1
739,20,0,0,20,0.005022,20,72.678748,19,0.065284,17,10,cluster1,0
740,47,0,0,45,0,44,18.311719,41,0,37,26,cluster0,1
741,16,0,0,15,0.012644,14,62.799716,14,0.18966,12,9,cluster1,0
742,26,0,0,26,0,25,7.578417,22,0,19,16,cluster0,1
743,2,0,0,2,0,2,69.308275,2,0,2,2,cluster1,0
744,12,0,0,12,0,12,102.516449,12,0,11,9,cluster1,0
745,12,0,0,11,0.014211,11,73.975723,11,0.121811,10,8,cluster0,1
746,53,0,0,53,0,53,27.601364,53,0.115309,50,33,cluster1,0
747,41,0,0,40,0,40,26.245779,36,0.007669,33,24,cluster1,0
748,12,0,0,12,0,12,168.802033,11,0,7,3,cluster0,1
749,16,0,0,15,0,15,7.811874,15,0,14,12,cluster1,0
750,18,0,0,18,0.015578,13,61.611911,11,0.087237,8,4,cluster0,1
751,60,0,0,60,0,60,25.722662,59,0,56,40,cluster1,0
752,57,0,0,56,0,54,61.390836,49,0.009203,47,34,cluster1,0
753,34,0,0,33,0,32,17.857563,28,0,24,21,cluster0,1
754,3,0,0,3,0,3,39.119696,3,0,3,3,cluster1,0
755,40,0,0,40,0,39,11.941383,36,0,34,26,cluster1,0
756,39,0,0,39,0,38,15.055103,38,0.00154,34,24,cluster1,0
757,74,0,0,67,0,67,33.558224,61,0.001547,53,40,cluster0,1
758,21,0.085367,0.044226,21,0.210845,21,49.375783,20,0.321924,16,10,cluster1,0
759,44,0.000967,0,44,0.005804,42,59.167495,37,0.012575,30,23,cluster0,1
760,53,0,0,53,0.038555,53,53.721577,50,0.098702,47,28,cluster1,0
761,47,0,0,47,0,46,13.216983,42,0,40,28,cluster1,0
762,67,0,0,66,0,63,16.189792,62,0.020137,55,44,cluster0,1
763,37,0,0,35,0,35,32.320564,34,0,29,21,cluster0,1
764,46,0.064416,0.009202,44,0.131899,33,270.005461,31,0.722888,23,12,cluster0,1
765,28,0,0,28,0,28,6.04197,25,0,22,21,cluster1,0
766,55,0,0,54,0,54,20.255732,52,0,49,38,cluster1,0
767,53,0,0,53,0,53,8.030835,51,0,45,31,cluster1,0
768,51,0,0,48,0,47,29.421458,47,0.006122,41,30,cluster0,1
769,2,0,0,2,0,2,8.265705,2,0,2,1,cluster1,0
770,20,0,0,19,0,17,47.277389,17,0.001963,12,7,cluster0,1
771,15,0.005186,0,15,0.030081,15,143.227303,13,0.421132,11,6,cluster1,0
772,15,0.003909,0.003909,14,0.004886,12,46.085371,11,0.005863,10,8,cluster0,1
773,60,0,0,58,0,57,5.926543,57,0,57,52,cluster0,1
774,30,0,0,28,0.0087,25,72.636098,22,0.146931,16,11,cluster0,1
775,26,0.704032,0.173222,21,2.69153,20,35.746604,18,6.151925,13,10,cluster0,1
776,30,0.002926,0.002926,29,0.01658,29,38.133694,27,0.310141,20,11,cluster1,0
777,57,0,0,57,0,57,12.762059,57,0,55,42,cluster1,0
778,16,0.003869,0.003869,16,0.003869,14,51.677028,13,0.003869,9,7,cluster1,0
779,74,0.457258,0.016404,67,0.708442,58,153.945222,53,1.403556,39,23,cluster0,1
780,76,0,0,75,0.001529,68,14.117808,57,0.064207,57,41,cluster0,1
781,26,0.034302,0.016631,26,0.074841,23,334.706269,20,0.642385,16,10,cluster0,1
782,43,0.066749,0.058987,42,0.082272,42,21.612661,40,0.128841,39,34,cluster0,1
783,51,0,0,51,0.100462,50,23.231395,46,0.248836,42,32,cluster1,0
784,49,0,0,45,0,45,33.109097,41,0,39,31,cluster0,1
785,47,0,0,47,0,47,37.987088,47,0.068948,43,24,cluster1,0
786,50,0,0,43,0.833601,41,58.221655,34,2.008714,29,22,cluster0,1
787,6,0,0,6,0,6,190.849287,6,0,5,5,cluster1,0
788,76,0,0,70,0,69,17.353282,69,0.565684,67,59,cluster0,1
789,14,0,0,14,0.000977,13,42.21873,11,0.001953,10,9,cluster0,1
790,21,0.037268,0.01813,21,0.716154,21,403.939108,21,4.388584,21,21,cluster1,0
791,14,0.054351,0,14,0.496205,13,30.861313,12,0.873642,10,6,cluster1,0
792,54,0,0,52,0,52,39.970623,50,0.108433,45,32,cluster1,0
793,52,0,0,51,0,50,123.138147,48,0,42,30,cluster0,1
794,25,0.003949,0.003949,25,0.003949,23,65.464119,21,0.003949,18,14,cluster1,0
795,34,0,0,34,0,34,51.733169,31,0.064914,26,19,cluster1,0
796,82,0.137638,0.001513,80,0.332751,78,52.352379,70,1.790807,65,48,cluster1,0
797,50,0,0,50,0.057183,50,63.624194,50,0.701647,47,36,cluster1,0
798,16,0.004012,0.004012,16,0.004012,14,172.476114,12,0.007021,12,9,cluster0,1
799,79,0.032635,0.010878,68,0.228445,65,38.832528,59,0.896685,54,40,cluster0,1
800,90,1.089075,0.639891,84,1.484673,81,34.56356,72,2.524889,65,46,cluster0,1
801,8,0.003893,0.003893,8,0.003893,8,56.855339,7,0.003893,7,5,cluster1,0
802,21,0.238205,0.053855,20,0.508516,19,27.481596,17,0.65351,13,6,cluster0,1
803,5,0,0,5,0,5,106.52779,5,0.051763,4,3,cluster1,0
804,84,0,0,75,0.007661,71,14.610978,65,0.055159,60,49,cluster0,1
805,40,0,0,40,0,40,10.448014,33,0,30,28,cluster0,1
806,38,0,0,36,0,32,159.901453,19,0.072704,13,8,cluster0,1
807,6,0,0,6,0,6,256.299365,5,0.006204,5,5,cluster0,1
808,37,0.011372,0.004135,35,0.014473,31,234.413166,26,0.164371,24,12,cluster0,1
809,89,0.018606,0.013955,88,0.031011,87,40.464405,79,0.184514,71,47,cluster0,1
810,17,0,0,15,0,13,92.212028,10,0,9,5,cluster0,1
811,52,0.015204,0.013684,50,0.021286,46,55.903345,43,0.088185,41,27,cluster0,1
812,61,0,0,60,0,59,24.852029,57,0.131768,51,37,cluster1,0
813,21,0.000985,0,21,0.021665,21,99.600673,18,0.093551,15,11,cluster1,0
814,71,0.845263,0.361388,58,1.590308,51,85.380624,39,7.084008,29,17,cluster0,1
815,67,0.132903,0.035544,65,0.168447,63,16.781292,60,0.271987,51,38,cluster0,1
816,25,0,0,23,0,20,46.748151,19,0,18,16,cluster0,1
817,4,0,0,4,0,4,39.995428,4,0.07851,2,2,cluster1,0
818,11,0.001914,0.001914,11,0.001914,10,48.748479,9,0.00287,7,3,cluster1,0
819,2,0,0,2,0,2,175.245438,2,0,2,2,cluster1,0
820,30,0.001032,0,27,0.004127,23,136.026849,19,0.05055,14,13,cluster0,1
821,42,0,0,42,0,42,51.544523,42,0.265931,38,26,cluster1,0
822,14,0.010072,0.007051,14,0.049355,14,111.106623,13,0.128928,11,11,cluster1,0
823,61,0,0,61,0,60,22.998348,60,0,60,54,cluster1,0
824,84,0,0,80,0.001554,70,10.444347,60,0.004662,55,39,cluster0,1
825,18,0.003944,0.003944,18,0.003944,18,42.741583,16,0.01282,16,12,cluster1,0
826,35,0,0,35,0,34,12.291589,33,0,32,25,cluster0,1
827,33,1.51425,0.764732,33,2.829711,25,161.52881,24,4.163427,18,13,cluster0,1
828,5,0,0,5,0,5,64.514041,5,0,5,5,cluster1,0
829,17,0,0,16,0,15,98.159745,15,0.030811,14,6,cluster1,0
830,99,0,0,98,0,92,21.449661,86,0,75,51,cluster1,0
831,48,0,0,48,0,48,15.649595,45,0,42,36,cluster1,0
832,41,0.145402,0.004125,39,0.298023,37,123.186574,33,0.854882,24,15,cluster0,1
833,26,0,0,26,0.009104,25,27.76374,22,0.025796,19,12,cluster0,1
834,85,0.014205,0.012626,73,0.015783,70,43.873596,62,0.119951,59,37,cluster0,1
835,24,0.003885,0.000971,23,0.014569,23,114.954384,22,0.267105,18,15,cluster0,1
836,41,0,0,41,0,41,8.709477,37,0,34,26,cluster1,0
837,29,0.002918,0.000973,29,0.008754,29,40.022681,27,0.090454,20,18,cluster1,0
838,24,0,0,23,0,23,11.276135,20,0,20,19,cluster1,0
839,35,0,0,35,0,34,13.144525,33,0,31,26,cluster1,0
840,9,0.005832,0.005832,9,0.005832,9,12.17193,8,0.005832,8,8,cluster0,1
841,33,0,0,33,0.010255,30,239.565587,28,0.195876,22,16,cluster0,1
842,26,0.004836,0.003868,26,0.005803,23,102.084343,22,0.014507,17,8,cluster1,0
843,7,0,0,7,0.020995,7,36.224453,7,0.163764,6,4,cluster1,0
844,39,0,0,39,0.004627,37,27.716587,37,0.043182,31,22,cluster1,0
845,17,0,0,17,0.007066,15,256.79509,14,0.060565,12,11,cluster0,1
846,36,0.038017,0.031852,35,0.063705,33,138.926392,27,0.437712,26,14,cluster0,1
847,58,0,0,58,0,56,28.2992,49,0,46,32,cluster1,0
848,64,0,0,61,0.009242,59,32.155976,52,0.110909,49,42,cluster1,0
849,64,0.035195,0,62,0.059192,60,8.482082,57,0.14878,54,46,cluster0,1
850,105,0.040924,0.030314,99,0.100036,90,34.359395,81,0.283436,74,40,cluster0,1
851,11,0.004156,0,10,0.006234,9,127.514465,8,0.066494,6,5,cluster1,0
852,20,0.048516,0.037161,20,0.111484,19,106.963303,19,0.55845,17,12,cluster1,0
853,38,0,0,38,0,37,12.620319,34,0,34,27,cluster1,0
854,74,0,0,73,0.003088,72,43.638265,65,0.060212,57,44,cluster0,1
855,4,0,0,4,0.142318,4,102.063584,3,0.180476,3,3,cluster0,1
856,25,0,0,24,0,24,29.987426,22,0,20,16,cluster0,1
857,24,1.354087,0.274686,23,2.92386,22,47.3263,16,5.069121,14,9,cluster0,1
858,25,0,0,25,0,20,124.658601,17,0,14,8,cluster0,1
859,77,0,0,74,0.001571,72,83.772137,67,0.050279,56,41,cluster0,1
860,11,0,0,7,0,6,31.073428,6,0,6,5,cluster0,1
861,49,0,0,49,0.020335,48,35.549754,45,0.087596,43,31,cluster1,0
862,24,0.003934,0.003934,24,0.003934,24,120.623689,23,0.005901,21,15,cluster1,0
863,18,0,0,18,0,18,57.121644,17,0,13,8,cluster0,1
864,36,0,0,35,0,34,5.519072,33,0,31,23,cluster0,1
865,75,0.814138,0.294757,67,1.252208,56,24.609135,43,1.668933,33,24,cluster0,1
866,2,0.002067,0.002067,2,0.002067,2,238.433432,2,0.002067,2,1,cluster1,0
867,7,0.005848,0.004873,7,0.005848,7,50.624155,7,0.006823,7,5,cluster1,0
868,42,0.001923,0.000961,42,0.023073,38,188.842,34,0.154783,29,22,cluster0,1
869,58,0,0,55,0,52,12.547447,49,0.007708,45,39,cluster0,1
870,30,0.003897,0.003897,30,0.003897,30,89.588882,28,0.028257,24,20,cluster1,0
871,36,0.906701,0.50198,31,2.524541,24,20.080246,17,3.647721,11,7,cluster0,1
872,68,0,0,66,0,65,17.693041,61,0.058413,52,32,cluster1,0
873,4,0,0,4,0,4,109.049009,4,0,4,4,cluster1,0
874,17,0,0,17,0,16,89.476597,15,0.024414,14,10,cluster1,0
875,34,0,0,34,0,34,13.632699,33,0,31,28,cluster1,0
876,24,0.003934,0.00295,24,0.006884,22,51.241067,20,0.036385,19,16,cluster1,0
877,10,0,0,10,0.002013,9,105.148084,8,0.014091,6,5,cluster0,1
878,37,0.003891,0.002918,35,0.003891,31,142.902547,30,0.003891,23,17,cluster0,1
879,31,0.003904,0.003904,31,0.077103,27,97.33323,26,0.206909,23,13,cluster0,1
880,90,0.050338,0.041185,79,0.074744,77,28.783945,72,0.091523,63,41,cluster0,1
881,55,0,0,55,0,55,22.539775,55,0,53,42,cluster0,1
882,12,0.004828,0.004828,12,0.004828,11,29.358934,9,0.005794,7,3,cluster1,0
883,59,0,0,59,0,59,10.363696,58,0,58,46,cluster1,0
884,52,0,0,46,0,45,15.196175,45,0,43,27,cluster0,1
885,44,0,0,43,0,43,15.701175,43,0,39,30,cluster1,0
886,3,0,0,3,0,3,70.32678,3,0,2,1,cluster0,1
887,2,0,0,2,0,2,31.537569,2,0,2,1,cluster0,1
888,46,0,0,43,0,42,58.822238,41,0.082736,37,35,cluster0,1
889,18,0,0,14,0,13,63.270612,11,0.008151,10,5,cluster0,1
890,49,0,0,49,0,48,25.311425,47,0.003139,44,37,cluster1,0
891,12,0,0,12,0,11,57.776566,10,0,9,7,cluster1,0
892,12,0,0,11,0,10,52.400954,7,0.005188,6,4,cluster0,1
893,60,0.075568,0.006169,58,0.308439,55,56.709584,50,1.065657,40,28,cluster0,1
894,26,0,0,26,0,25,2.411393,24,0,22,17,cluster0,1
895,55,0.132033,0.104182,45,0.182577,39,195.949062,35,0.470367,24,15,cluster0,1
896,8,0,0,7,0.004117,7,92.535168,6,0.028819,4,4,cluster0,1
897,23,0.001953,0.001953,22,0.003906,21,28.403077,18,0.003906,11,8,cluster0,1
898,21,0,0,21,0.030831,19,186.916906,17,0.253029,11,9,cluster0,1
899,31,0,0,31,0,31,24.170697,30,0,28,25,cluster0,1
900,32,0,0,31,0,31,1.362503,29,0,27,24,cluster1,0
901,29,0.003099,0.002066,25,0.028925,23,38.923403,19,0.223134,16,10,cluster0,1
902,53,0,0,51,0,50,11.056479,48,0,46,38,cluster0,1
903,6,0,0,6,0.009324,5,82.674977,5,0.252794,5,3,cluster1,0
904,4,0,0,4,0,4,139.921098,4,0,4,3,cluster1,0
905,34,0,0,33,0,32,20.10464,31,0.001539,31,27,cluster0,1
906,75,0,0,63,0,60,13.195493,55,0,48,35,cluster0,1
907,9,0,0,8,0.001018,7,52.047872,7,0.001018,6,5,cluster0,1
908,86,0,0,86,0,84,50.744773,74,0.003058,64,49,cluster1,0
909,15,0,0,14,0,13,33.998785,12,0.017098,12,9,cluster1,0
910,12,0.024072,0.01003,12,0.071212,12,159.205705,12,0.216645,11,9,cluster0,1
911,36,0,0,35,0,35,25.729715,33,0.616317,32,21,cluster1,0
912,39,0.04111,0,35,0.090442,32,47.616876,22,0.232272,18,13,cluster0,1
913,71,0,0,70,0,69,22.713486,65,0,61,35,cluster0,1
914,88,0.003105,0,81,0.009314,75,62.50233,71,0.20491,69,60,cluster0,1
915,22,0,0,22,0.006018,22,187.942208,20,0.176525,18,12,cluster1,0
916,17,0.162682,0.089014,16,0.378567,13,232.191751,12,1.170489,7,5,cluster0,1
917,13,0,0,13,0,12,32.363347,11,0,9,8,cluster1,0
918,70,0,0,70,0,70,19.51811,67,0,64,53,cluster0,1
919,45,0,0,45,0,44,27.641907,42,0,39,30,cluster1,0
920,49,0,0,49,0,47,16.249863,45,0,43,33,cluster1,0
921,20,0,0,19,0,19,10.727111,17,0,16,11,cluster0,1
922,50,0.200934,0.114167,49,0.762635,47,55.625153,41,1.710981,35,24,cluster1,0
923,25,0,0,24,0,23,43.58214,22,0.001949,17,12,cluster1,0
924,24,0,0,24,0,24,11.834025,23,0,23,14,cluster1,0
925,43,0.14327,0.101675,42,0.181783,41,16.355849,39,0.264972,37,32,cluster1,0
926,52,0,0,51,0,51,13.706668,51,0,49,42,cluster0,1
927,16,0.003925,0.003925,14,0.004907,14,90.759179,13,0.005888,9,5,cluster0,1
928,7,0.003843,0.003843,7,0.003843,7,68.254673,7,0.008646,6,5,cluster1,0
929,11,0.003848,0.003848,11,0.003848,10,53.091251,8,0.021165,7,5,cluster0,1
930,33,0.135113,0.044037,33,0.379318,30,180.646355,25,2.320945,20,12,cluster0,1
931,17,0.00586,0.000977,17,0.032228,17,68.669165,14,0.13282,12,9,cluster1,0
932,56,0.001526,0,52,0.01373,47,19.306216,39,0.054921,31,20,cluster0,1
933,12,0,0,12,0,12,30.057134,11,0,10,7,cluster0,1
934,87,0,0,86,0,85,10.61221,81,0,80,66,cluster1,0
935,2,0,0,2,0,2,44.217416,2,0.007142,2,1,cluster1,0
936,56,0,0,55,0,54,13.526397,53,0,49,37,cluster1,0
937,12,0,0,12,0,11,52.843779,11,0.007229,11,4,cluster0,1
938,43,0,0,43,0,42,13.685203,42,0,41,38,cluster0,1
939,6,0,0,6,0,6,142.251289,6,0.001039,6,5,cluster1,0
940,8,0,0,7,0,6,6.246874,3,0,3,3,cluster0,1
941,63,0,0,61,0,61,25.678591,57,0.020115,55,48,cluster0,1
942,61,0,0,60,0.001529,59,46.781501,57,0.108549,54,39,cluster0,1
943,50,0,0,50,0,48,49.422613,46,0.001567,43,29,cluster0,1
944,61,0,0,60,0,60,34.006652,59,0,56,48,cluster1,0
945,76,0.007908,0,72,0.049031,71,16.588252,70,0.197705,69,63,cluster0,1
946,76,0,0,75,0,74,67.496987,65,0.117211,61,43,cluster0,1
947,20,0.01251,0.007819,20,0.017201,20,4.580221,19,0.028147,19,15,cluster1,0
948,53,0,0,53,0,52,30.859527,51,0.075008,48,37,cluster1,0
949,31,0.104102,0.069729,30,0.155171,27,103.426152,21,0.388909,18,11,cluster1,0
950,57,0.001007,0,49,0.008058,38,118.942013,29,0.061442,24,15,cluster0,1
951,11,0.004058,0.002029,11,0.005072,11,91.00426,11,0.012174,10,8,cluster1,0
952,70,0,0,67,0.006202,65,34.260055,58,0.299262,54,38,cluster0,1
953,25,0,0,25,0.008246,25,162.177733,24,0.33189,22,14,cluster1,0
954,33,0,0,33,0,33,23.087891,32,0.013775,30,24,cluster1,0
955,103,0.548683,0.419849,93,0.686612,88,47.774853,74,0.980658,63,42,cluster0,1
956,35,0.062566,0,29,0.111576,24,51.114355,19,0.168928,14,9,cluster0,1
957,60,0.003081,0.00154,58,0.023107,54,39.580226,51,0.181773,50,33,cluster1,0
958,41,0,0,41,0,41,8.258509,39,0,34,23,cluster0,1
959,50,0,0,50,0,50,41.211069,44,0.02056,41,25,cluster1,0
960,17,0.002081,0,17,0.017689,17,31.075926,16,0.213312,12,8,cluster1,0
961,55,0,0,54,0,53,42.826907,53,0,52,46,cluster0,1
962,17,0.004914,0.003931,16,0.004914,16,88.449152,16,0.004914,14,12,cluster1,0
963,100,0.024074,0.016747,94,0.033494,84,98.954807,72,0.459495,47,33,cluster0,1
964,46,0,0,46,0,45,9.150569,44,0.001521,41,37,cluster0,1
965,1,0,0,1,0,1,179.838974,1,0,1,1,cluster1,0
966,16,0,0,16,0,16,64.346183,14,0,14,8,cluster1,0
967,61,0,0,60,0,56,20.68162,50,0,46,36,cluster0,1
968,10,0,0,10,0,10,124.588636,9,0,8,4,cluster1,0
969,20,0,0,19,0.016504,19,156.06893,17,0.021662,13,8,cluster0,1
970,90,0.004621,0.00154,85,0.012324,81,33.500085,71,0.070861,59,39,cluster0,1
971,15,0,0,15,0.005113,15,120.571666,14,0.035789,9,7,cluster1,0
972,2,0,0,2,0,2,28.964026,2,0,2,2,cluster1,0
973,23,0.01024,0.00512,23,0.054275,22,111.635564,20,0.624669,18,16,cluster1,0
974,34,0,0,34,0,32,18.226436,27,0,26,18,cluster0,1
975,56,0,0,54,0.07753,50,219.648532,40,2.113973,31,22,cluster0,1
976,22,0,0,20,0.002088,17,133.583241,12,0.183782,7,3,cluster0,1
977,66,3.525199,1.083237,55,7.901811,45,151.05963,35,16.426327,24,11,cluster0,1
978,69,1.628527,0.544578,67,2.733302,64,114.716407,54,5.925798,35,20,cluster0,1
979,85,0.012405,0.009304,82,0.021709,81,25.343647,76,0.134906,70,54,cluster0,1
980,31,0,0,30,0,30,33.810998,27,0.100646,21,13,cluster0,1
981,21,0.000969,0.000969,20,0.020341,20,118.897736,18,0.258623,15,10,cluster1,0
982,49,0,0,47,0,47,28.145785,44,0.022809,40,31,cluster1,0
983,9,0.006225,0.00415,9,0.014526,9,245.663252,9,0.187801,8,7,cluster1,0
984,82,0,0,80,0.003118,78,31.493032,73,0.003118,69,44,cluster0,1
985,17,0,0,16,0,13,210.819039,11,0.033286,10,5,cluster0,1
986,10,0,0,10,0.00102,9,67.01964,8,0.270339,5,4,cluster1,0
987,78,0,0,77,0,76,15.871188,76,0.001549,73,61,cluster0,1
988,6,0,0,6,0,6,138.497561,6,0,6,5,cluster1,0
989,62,0,0,58,0,56,15.940036,54,0,51,44,cluster0,1
990,71,0.686711,0.323997,61,1.293951,53,108.561508,48,2.950617,33,22,cluster0,1
991,6,0,0,6,0,6,112.782847,6,0,6,6,cluster1,0
992,40,0,0,37,0,36,15.609862,33,0,31,25,cluster0,1
993,50,0,0,49,0,47,8.676455,41,0.003057,39,21,cluster0,1
994,12,0.003845,0.003845,12,0.003845,11,31.194506,11,0.003845,9,9,cluster1,0
995,15,0.000978,0,14,0.070417,13,98.756441,12,0.415654,11,4,cluster0,1
996,11,0.003871,0.003871,10,0.003871,10,34.450206,10,0.005806,9,7,cluster1,0
997,11,0.001914,0.001914,11,0.001914,11,66.659286,11,0.001914,11,7,cluster0,1
998,16,0,0,15,0,12,48.567233,11,0.02433,9,7,cluster0,1
999,53,0,0,53,0,52,21.371186,52,0.049567,52,40,cluster1,0
1000,35,0.217331,0.142461,31,0.566725,28,52.805279,25,1.124092,20,16,cluster0,1
1001,79,0,0,76,0,74,61.559348,72,0.038016,69,50,cluster0,1
1002,5,0,0,4,0,4,169.09982,4,0,4,3,cluster1,0
1003,8,0,0,8,0,8,87.943106,8,0.040814,5,4,cluster1,0
1004,6,0.001018,0.001018,6,0.001018,6,276.491407,6,0.022399,5,4,cluster0,1
1005,18,0,0,17,0.008717,17,59.655889,17,0.067801,14,14,cluster0,1
1006,29,0,0,28,1.793709,26,38.812879,22,12.584615,17,11,cluster0,1
1007,35,0,0,35,0,34,16.740482,32,0,30,22,cluster1,0
1008,92,2.71322,1.269718,84,4.20369,78,20.384375,71,5.694161,60,43,cluster0,1
1009,43,0,0,43,0,43,69.952496,39,0,36,28,cluster1,0
